trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2023-03-14,signal bar close,2023-03-15,31.829999923706055,1.443611520534116,29.664582642904882,1,1,2023-03-20,31.600000381469727,TREND_EXIT,4,True,False,-0.0072258731632930395,2023-03-20,OPEN,,False,True,0.03361613586985723,-0.01398051196641048,0.03361613586985723,0.03361613586985723,-0.01398051196641048,-0.01398051196641048,2023-03-16,1,-0.21495252135068574,0.04084200903315027,20,True,17,0.041156125324610215,-0.01398051196641048,0.03361613586985723,1.0,0.0,False,1,1,1.0,1.0,2.0,2.0,2.0,2.0,,,ADX 18-25,pullback,UBER,IN-SAMPLE,2023,4-5
2,Long,2023-08-17,signal bar close,2023-08-18,43.27000045776367,1.4184793759416927,41.142281393851135,1,1,2023-08-25,43.62545394361895,ATR_STOP,6,True,False,0.008214778879012119,2023-08-25,INTRABAR_STOP,TRAILING_STOP,True,True,0.05662123265588881,,0.05662123265588881,0.05662123265588881,-0.004391001264130834,-0.0018488983177334939,2023-08-24,4,0.14508301027172626,0.04840645377687669,20,True,14,0.13676910573076495,-0.0018488983177334939,0.046914692808436076,1.0,0.0,False,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,ADX 18-25,pullback,UBER,IN-SAMPLE,2023,6-10
3,Long,2024-08-08,signal bar close,2024-08-09,69.13999938964844,3.140277713728581,64.42958281905557,1,1,2024-08-28,71.1564002922534,ATR_STOP,14,True,False,0.029164028354140337,2024-08-28,INTRABAR_STOP,TRAILING_STOP,True,True,0.07723465453320011,-0.020104127884278622,0.07723465453320011,0.07723465453320011,-0.020104127884278622,-0.020104127884278622,2024-08-20,7,0.37760288474655995,0.04807062617905977,20,True,6,0.06465145010360485,-0.020104127884278622,0.029650029937152933,2.0,-0.020104127884278622,False,3,3,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,ADX 18-25,pullback,UBER,IN-SAMPLE,2024,11-15
4,Long,2025-03-17,signal bar close,2025-03-18,72.19999694824219,3.0539382789704326,67.61908952978654,1,1,2025-03-19,71.91999816894531,TREND_EXIT,2,True,False,-0.0038780996001647194,2025-03-19,OPEN,,False,True,0.006579032182731925,-0.023822626925339097,0.006579032182731925,0.006579032182731925,-0.023822626925339097,-0.023822626925339097,2025-03-18,0,-0.5894635399935602,0.010457131782896645,20,True,19,0.07457067746701562,-0.023822626925339097,0.006579032182731925,,-0.023822626925339097,False,1,1,,,,,,,,,ADX 18-25,pullback,UBER,IN-SAMPLE,2025,1-3
5,Long,2025-03-19,signal bar close,2025-03-20,72.55999755859375,3.0006917011146124,68.05896000692184,1,1,2025-03-26,73.28385223683881,ATR_STOP,5,True,False,0.009975946838483907,2025-03-26,INTRABAR_STOP,TRAILING_STOP,True,True,0.06923928120502376,-0.0013781488076862747,0.06923928120502376,0.06923928120502376,-0.0013781488076862747,-0.0013781488076862747,2025-03-24,2,0.144079295233355,0.059263334366539855,20,True,15,0.04217206850809574,-0.0013781488076862747,0.06923928120502376,1.0,0.0,False,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ADX 18-25,pullback,UBER,IN-SAMPLE,2025,4-5
6,Long,2025-04-01,signal bar close,2025-04-02,72.0,2.7289676290565823,67.90654855641513,1,1,2025-04-03,71.24358407212598,ATR_STOP,2,True,False,-0.010505776776028042,2025-04-03,INTRABAR_STOP,TRAILING_STOP,True,True,0.047361161973741295,,0.047361161973741295,0.047361161973741295,-0.031013912624783035,-0.010505776776028042,2025-04-02,0,-0.2218226145264936,0.05786693874976934,20,True,18,0.12804169125027132,-0.010505776776028042,0.047361161973741295,1.0,0.0,False,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ADX 18-25,pullback,UBER,IN-SAMPLE,2025,1-3
7,Long,2025-04-11,signal bar close,2025-04-14,73.5199966430664,3.946913690052439,67.59962610798775,1,1,2025-05-07,81.6220090798699,ATR_STOP,17,True,False,0.1102014799611335,2025-05-07,INTRABAR_STOP,TRAILING_STOP,True,True,0.17750276996222558,-0.03059022065575645,0.17750276996222558,0.17750276996222558,-0.03059022065575645,-0.03059022065575645,2025-05-05,14,0.6208437197041236,0.06730129000109208,20,True,3,0.2011697713661713,-0.019967284507212413,0.0174103164735675,2.0,-0.017546155400354868,False,2,2,2.0,2.0,4.0,4.0,4.0,4.0,7.0,7.0,ADX 18-25,pullback,UBER,IN-SAMPLE,2025,16+
