bin,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit,module,feature,group_type,year,symbol,partition
1,6,0,4,2,0,0.6666666666666666,0.12032201837231382,0.138254733814407,-0.08470184985706447,-0.08470184985706447,0.05198072896252106,0.06335762080462659,0.05198072896252106,2.8410717965512884,16.166666666666668,19.0,-0.09082670744835242,-0.08776427865270844,-0.09082670744835242,1.0,breakout,adx_margin,bin/symbol,,HOOD,
1,6,0,1,5,0,0.16666666666666666,0.06167406907480655,0.06167406907480655,-0.025151542523352232,-0.02507724498470143,-0.010680607256992436,-0.023835193489921414,-0.010680607256992436,0.4904197745927079,11.0,12.0,-0.03792858931098919,-0.03505312874352415,-0.03792858931098919,1.0,breakout,adx_margin,bin/symbol,,JPM,
1,10,0,4,6,0,0.4,0.11648201931052576,0.13044146754089925,-0.03915894947197999,-0.0382764175777795,0.023097438041022312,-0.013378902667606218,0.023097438041022312,1.9830634015326678,17.2,16.0,-0.07505602680966805,-0.06674497803446564,-0.07505602680966805,1.0,breakout,adx_margin,bin/symbol,,LLY,
1,3,0,2,1,0,0.6666666666666666,0.04097734941236997,0.04097734941236997,-0.021614908882919392,-0.021614908882919392,0.020113263313940182,0.03745927361787382,0.020113263313940182,3.7915819709747867,21.0,17.0,-0.021614908882919392,-0.01570749063284007,-0.021614908882919392,1.0,breakout,adx_margin,bin/symbol,,MA,
1,2,0,1,1,0,0.5,0.31549560108867225,0.31549560108867225,-0.06259574348321661,-0.06259574348321661,0.12644992880272782,0.12644992880272782,0.12644992880272782,5.040208543465324,23.0,23.0,-0.06259574348321661,-0.04369117625462217,-0.06259574348321661,1.0,breakout,adx_margin,bin/symbol,,META,
1,5,0,2,3,0,0.4,0.15390366353495433,0.15390366353495433,-0.06687648823291936,-0.06599841391242378,0.021435572474230113,-0.044258225260905504,0.021435572474230113,1.5342079865092417,9.6,12.0,-0.0903728255254288,-0.0854979432028278,-0.0903728255254288,1.0,breakout,adx_margin,bin/symbol,,MRVL,
1,6,0,1,5,0,0.16666666666666666,0.2699826012318276,0.2699826012318276,-0.04022672305057125,-0.037901375017951655,0.01147483099649523,-0.0338137981761516,0.01147483099649523,1.3423047206326875,15.666666666666666,11.5,-0.05553410942688386,-0.0545325073176742,-0.05553410942688386,1.0,breakout,adx_margin,bin/symbol,,MS,
1,3,0,1,2,0,0.3333333333333333,0.03290221075156796,0.03290221075156796,-0.02910149092370856,-0.02910149092370856,-0.008433590365283053,-0.026296299039731186,-0.008433590365283053,0.5653011187265841,9.0,10.0,-0.03190668280768594,-0.03134564443089046,-0.03190668280768594,1.0,breakout,adx_margin,bin/symbol,,MSFT,
1,5,0,3,2,0,0.6,0.09523138719715567,0.02873594566830806,-0.06960017597081425,-0.06960017597081425,0.0292987619299677,0.02431012839138047,0.0292987619299677,2.0523953970408666,12.4,10.0,-0.07849650423715027,-0.07493797293061585,-0.07849650423715027,1.0,breakout,adx_margin,bin/symbol,,MU,
1,3,0,1,2,0,0.3333333333333333,0.025361569270992756,0.025361569270992756,-0.02178507986084588,-0.02178507986084588,-0.006069530150233001,-0.012747180845423922,-0.006069530150233001,0.5820857539424235,16.333333333333332,17.0,-0.030822978876267837,-0.029015399073183446,-0.030822978876267837,1.0,breakout,adx_margin,bin/symbol,,NFLX,
1,2,0,1,1,0,0.5,0.011346608299993344,0.011346608299993344,-0.07881616156197446,-0.07881616156197446,-0.03373477663099056,-0.03373477663099056,-0.03373477663099056,0.14396296489358107,8.5,8.5,-0.07881616156197446,-0.07430802306887607,-0.07881616156197446,1.0,breakout,adx_margin,bin/symbol,,NOW,
1,3,0,1,2,0,0.3333333333333333,0.1530786160349047,0.1530786160349047,-0.0526939832778579,-0.0526939832778579,0.01589688315972963,-0.04753832942182701,0.01589688315972963,1.4525246196298522,9.0,5.0,-0.0578496371338888,-0.05681850636268262,-0.0578496371338888,1.0,breakout,adx_margin,bin/symbol,,NVDA,
1,7,0,4,3,0,0.5714285714285714,0.07777318908753472,0.07129537761949856,-0.06377924039676097,-0.04957306620724755,0.01710786216569371,0.0009554575986336911,0.01710786216569371,1.6258830428985882,13.0,9.0,-0.09928727415436644,-0.08437301177023078,-0.09928727415436644,1.0,breakout,adx_margin,bin/symbol,,PANW,
1,4,0,2,2,0,0.5,0.0580667405924038,0.0580667405924038,-0.05630855349784636,-0.05630855349784636,0.0008790935472787198,-0.011625382532319595,0.0008790935472787198,1.031224156639447,13.75,15.0,-0.07327588295980725,-0.06818568412121898,-0.07327588295980725,1.0,breakout,adx_margin,bin/symbol,,PLTR,
1,2,0,1,1,0,0.5,0.09267504708033902,0.09267504708033902,-0.022176875268476115,-0.022176875268476115,0.035249085905931454,0.035249085905931454,0.035249085905931454,4.178904645420193,5.5,5.5,-0.022176875268476115,-0.016434279151035357,-0.022176875268476115,1.0,breakout,adx_margin,bin/symbol,,QCOM,
1,1,0,0,1,0,0.0,,,-0.06279507571073062,-0.06279507571073062,-0.06279507571073062,-0.06279507571073062,-0.06279507571073062,0.0,10.0,10.0,-0.06279507571073062,-0.06279507571073062,-0.06279507571073062,,breakout,adx_margin,bin/symbol,,ROKU,
1,1,0,0,1,0,0.0,,,-0.029288668255715522,-0.029288668255715522,-0.029288668255715522,-0.029288668255715522,-0.029288668255715522,0.0,11.0,11.0,-0.029288668255715522,-0.029288668255715522,-0.029288668255715522,,breakout,adx_margin,bin/symbol,,RTX,
1,4,0,1,3,0,0.25,0.21857475955597283,0.21857475955597283,-0.06413180607915799,-0.07023365543137083,0.006544835329624715,-0.058017612153568876,0.006544835329624715,1.136070502916996,5.75,5.0,-0.07636019393033622,-0.0754412131554914,-0.07636019393033622,1.0,breakout,adx_margin,bin/symbol,,SHOP,
1,3,0,1,2,0,0.3333333333333333,0.04289321877254526,0.04289321877254526,-0.013329950708658056,-0.013329950708658056,0.005411105785076383,-0.011332535467140414,0.005411105785076383,1.6089038778172413,9.333333333333334,9.0,-0.015327365950175698,-0.014927882901872169,-0.015327365950175698,1.0,breakout,adx_margin,bin/symbol,,SMCI,
1,2,0,1,1,0,0.5,0.009093938732189999,0.009093938732189999,-0.017533161356969917,-0.017533161356969917,-0.004219611312389959,-0.004219611312389959,-0.004219611312389959,0.518670794561239,12.0,12.0,-0.017533161356969917,-0.01620180635251192,-0.017533161356969917,1.0,breakout,adx_margin,bin/symbol,,TSLA,
1,6,0,4,2,0,0.6666666666666666,0.014901571071175512,0.013684008518606516,-0.06546793808360518,-0.06546793808360518,-0.011888265313751386,0.0013266553688013882,-0.011888265313751386,0.4552326377576031,9.0,8.5,-0.10731163589001569,-0.08638978698681044,-0.10731163589001569,1.0,breakout,adx_margin,bin/symbol,,TSM,
1,2,0,0,2,0,0.0,,,-0.03569596285678206,-0.03569596285678206,-0.03569596285678206,-0.03569596285678206,-0.03569596285678206,0.0,7.0,7.0,-0.05968925343907605,-0.05728992438084665,-0.05968925343907605,,breakout,adx_margin,bin/symbol,,UBER,
1,4,0,0,4,0,0.0,,,-0.02147937426590235,-0.023609939777814115,-0.02147937426590235,-0.023609939777814115,-0.02147937426590235,0.0,8.5,7.5,-0.03404631188843721,-0.03286204387511171,-0.03404631188843721,,breakout,adx_margin,bin/symbol,,V,
1,2,0,0,2,0,0.0,,,-0.005582125435412033,-0.005582125435412033,-0.005582125435412033,-0.005582125435412033,-0.005582125435412033,0.0,17.5,17.5,-0.008391759317497471,-0.008110795929288928,-0.008391759317497471,,breakout,adx_margin,bin/symbol,,WMT,
1,3,0,0,3,0,0.0,,,-0.021530194052028644,-0.020187676899540374,-0.021530194052028644,-0.020187676899540374,-0.021530194052028644,0.0,10.666666666666666,12.0,-0.034005788733722064,-0.0326239775503039,-0.034005788733722064,,breakout,adx_margin,bin/symbol,,XOM,
2,5,0,2,3,0,0.4,0.027743245480696177,0.027743245480696177,-0.021974897563181977,-0.019469547625898254,-0.0020876403456307146,-0.008296420856644837,-0.0020876403456307146,0.8416647647140444,17.8,15.0,-0.038158724207002837,-0.03442088889078192,-0.038158724207002837,1.0,breakout,adx_margin,bin/symbol,,AAPL,
2,1,0,1,0,0,1.0,0.005558507452552153,0.005558507452552153,,,0.005558507452552153,0.005558507452552153,0.005558507452552153,inf,20.0,20.0,0.005558507452552153,0.005558507452552153,0.005558507452552153,1.0,breakout,adx_margin,bin/symbol,,ABNB,
2,2,0,0,2,0,0.0,,,-0.047893501002855665,-0.047893501002855665,-0.047893501002855665,-0.047893501002855665,-0.047893501002855665,0.0,7.0,7.0,-0.04965380785794482,-0.049477777172435906,-0.04965380785794482,,breakout,adx_margin,bin/symbol,,AMZN,
2,2,0,1,1,0,0.5,0.015752030515367554,0.015752030515367554,-0.04468531041712198,-0.04468531041712198,-0.014466639950877214,-0.014466639950877214,-0.014466639950877214,0.35251026273125946,10.0,10.0,-0.04468531041712198,-0.0416634433704975,-0.04468531041712198,1.0,breakout,adx_margin,bin/symbol,,ARM,
2,2,0,1,1,0,0.5,0.190180328104125,0.190180328104125,-0.053781633903705384,-0.053781633903705384,0.0681993471002098,0.0681993471002098,0.0681993471002098,3.5361575002469787,13.0,13.0,-0.053781633903705384,-0.041583535803313865,-0.053781633903705384,1.0,breakout,adx_margin,bin/symbol,,ASML,
2,6,0,4,2,0,0.6666666666666666,0.08897262549280877,0.07945554392394394,-0.0625344452974716,-0.0625344452974716,0.038470268562715314,0.023289023749636484,0.038470268562715314,2.8455557595361327,10.333333333333334,10.5,-0.08111612892233,-0.0718252871099008,-0.08111612892233,1.0,breakout,adx_margin,bin/symbol,,AVGO,
2,4,0,1,3,0,0.25,0.0227877497900133,0.0227877497900133,-0.014219796500017812,-0.012228118052851178,-0.004967909927510034,-0.011293963609848523,-0.004967909927510034,0.534178994520884,15.75,17.5,-0.02007146228035639,-0.018894960646230606,-0.02007146228035639,1.0,breakout,adx_margin,bin/symbol,,BAC,
2,6,0,2,4,0,0.3333333333333333,0.008355874084975179,0.008355874084975179,-0.042495654411792844,-0.04132828106015379,-0.02554514491287017,-0.0246980806812217,-0.02554514491287017,0.09831445356747306,8.0,7.5,-0.07592847390996615,-0.06811085102616507,-0.07592847390996615,1.0,breakout,adx_margin,bin/symbol,,CAT,
2,1,0,0,1,0,0.0,,,-0.049370320638020826,-0.049370320638020826,-0.049370320638020826,-0.049370320638020826,-0.049370320638020826,0.0,2.0,2.0,-0.049370320638020826,-0.049370320638020826,-0.049370320638020826,,breakout,adx_margin,bin/symbol,,COIN,
2,1,0,0,1,0,0.0,,,-0.08728507126135476,-0.08728507126135476,-0.08728507126135476,-0.08728507126135476,-0.08728507126135476,0.0,7.0,7.0,-0.08728507126135476,-0.08728507126135476,-0.08728507126135476,,breakout,adx_margin,bin/symbol,,COP,
2,3,0,2,1,0,0.6666666666666666,0.01219136562128631,0.01219136562128631,-0.0032215852095386355,-0.0032215852095386355,0.007053715344344662,0.011131892730191773,0.007053715344344662,7.568550777542364,13.333333333333334,13.0,-0.0032215852095386355,-0.0017862374155655945,-0.0032215852095386355,1.0,breakout,adx_margin,bin/symbol,,COST,
2,2,0,1,1,0,0.5,0.17183413068380204,0.17183413068380204,-0.002291379500782398,-0.002291379500782398,0.08477137559150982,0.08477137559150982,0.08477137559150982,74.9915632155777,19.0,19.0,-0.002291379500782398,0.006414896008446825,-0.002291379500782398,1.0,breakout,adx_margin,bin/symbol,,CRM,
2,1,1,0,1,0,0.0,,,-0.01573616088267904,-0.01573616088267904,-0.01573616088267904,-0.01573616088267904,-0.01573616088267904,0.0,20.0,20.0,-0.01573616088267904,-0.01573616088267904,-0.01573616088267904,,breakout,adx_margin,bin/symbol,,CRWD,
2,3,0,1,2,0,0.3333333333333333,0.15992714905775207,0.15992714905775207,-0.02149446412496664,-0.02149446412496664,0.0389794069359396,-0.009963632952569301,0.0389794069359396,3.7201939096492893,6.0,8.0,-0.03302529529736398,-0.030719129062884508,-0.03302529529736398,1.0,breakout,adx_margin,bin/symbol,,CVX,
2,2,0,2,0,0,1.0,0.058529025252735956,0.058529025252735956,,,0.058529025252735956,0.058529025252735956,0.058529025252735956,inf,10.5,10.5,0.005524353108040891,0.0108248203225104,0.005524353108040891,1.0,breakout,adx_margin,bin/symbol,,DDOG,
2,3,0,2,1,0,0.6666666666666666,0.012798028439517939,0.012798028439517939,-0.045167350081664726,-0.045167350081664726,-0.006523764400876282,0.006275847945275581,-0.006523764400876282,0.566693791704782,5.666666666666667,5.0,-0.045167350081664726,-0.040023030278970695,-0.045167350081664726,1.0,breakout,adx_margin,bin/symbol,,DE,
2,5,0,2,3,0,0.4,0.09029702668164685,0.09029702668164685,-0.03912990049548463,-0.04255604416602843,0.012640870375367963,-0.020192131980774075,0.012640870375367963,1.5384147934317154,14.4,10.0,-0.05464152533965139,-0.05222442910492679,-0.05464152533965139,1.0,breakout,adx_margin,bin/symbol,,ETN,
2,6,0,2,4,0,0.3333333333333333,0.1463708836890354,0.1463708836890354,-0.04571167341250215,-0.045685328354786225,0.018315845621343696,-0.03725664135445367,0.018315845621343696,1.6010230293713434,13.0,10.0,-0.062293147043900654,-0.058229926257225645,-0.062293147043900654,1.0,breakout,adx_margin,bin/symbol,,GE,
2,3,0,1,2,0,0.3333333333333333,0.21413204817969245,0.21413204817969245,-0.06168551617767898,-0.06168551617767898,0.03025367194144483,-0.04166515359272005,0.03025367194144483,1.7356752561079851,15.333333333333334,11.0,-0.0817058787626379,-0.07770180624564613,-0.0817058787626379,1.0,breakout,adx_margin,bin/symbol,,GOOGL,
2,3,0,1,2,0,0.3333333333333333,0.08493834565027725,0.08493834565027725,-0.046745218326845084,-0.046745218326845084,-0.00285069700113764,-0.04339528110242241,-0.00285069700113764,0.9085244297757233,12.333333333333334,6.0,-0.050095155551267756,-0.04942516810638322,-0.050095155551267756,1.0,breakout,adx_margin,bin/symbol,,GS,
2,4,0,1,3,0,0.25,0.03027133774617119,0.03027133774617119,-0.025572075408584565,-0.03281446422583656,-0.011611222119895626,-0.01710599183184619,-0.011611222119895626,0.39458846238201795,11.0,8.5,-0.04250424256206131,-0.041050775811627596,-0.04250424256206131,1.0,breakout,adx_margin,bin/symbol,,HD,
2,1,0,1,0,0,1.0,0.053115659278153204,0.053115659278153204,,,0.053115659278153204,0.053115659278153204,0.053115659278153204,inf,6.0,6.0,0.053115659278153204,0.053115659278153204,0.053115659278153204,1.0,breakout,adx_margin,bin/symbol,,HON,
2,1,0,0,1,0,0.0,,,-0.09909344361041483,-0.09909344361041483,-0.09909344361041483,-0.09909344361041483,-0.09909344361041483,0.0,10.0,10.0,-0.09909344361041483,-0.09909344361041483,-0.09909344361041483,,breakout,adx_margin,bin/symbol,,HOOD,
2,1,0,1,0,0,1.0,0.025018985299819718,0.025018985299819718,,,0.025018985299819718,0.025018985299819718,0.025018985299819718,inf,21.0,21.0,0.025018985299819718,0.025018985299819718,0.025018985299819718,1.0,breakout,adx_margin,bin/symbol,,JPM,
2,2,0,0,2,0,0.0,,,-0.025691683738258198,-0.025691683738258198,-0.025691683738258198,-0.025691683738258198,-0.025691683738258198,0.0,4.5,4.5,-0.03766905851074254,-0.036471321033494104,-0.03766905851074254,,breakout,adx_margin,bin/symbol,,LLY,
2,1,0,1,0,0,1.0,0.003731701949549082,0.003731701949549082,,,0.003731701949549082,0.003731701949549082,0.003731701949549082,inf,7.0,7.0,0.003731701949549082,0.003731701949549082,0.003731701949549082,1.0,breakout,adx_margin,bin/symbol,,MA,
2,1,0,0,1,0,0.0,,,-0.05209541832117115,-0.05209541832117115,-0.05209541832117115,-0.05209541832117115,-0.05209541832117115,0.0,5.0,5.0,-0.05209541832117115,-0.05209541832117115,-0.05209541832117115,,breakout,adx_margin,bin/symbol,,META,
2,1,0,0,1,0,0.0,,,-0.039133680161317685,-0.039133680161317685,-0.039133680161317685,-0.039133680161317685,-0.039133680161317685,0.0,2.0,2.0,-0.039133680161317685,-0.039133680161317685,-0.039133680161317685,,breakout,adx_margin,bin/symbol,,MRVL,
2,2,0,2,0,0,1.0,0.034147658318180674,0.034147658318180674,,,0.034147658318180674,0.034147658318180674,0.034147658318180674,inf,14.5,14.5,0.02573358654168656,0.02657499371933597,0.02573358654168656,1.0,breakout,adx_margin,bin/symbol,,MS,
2,2,0,1,1,0,0.5,0.003175491148543763,0.003175491148543763,-0.04132865266419927,-0.04132865266419927,-0.019076580757827755,-0.019076580757827755,-0.019076580757827755,0.07683509971508255,3.0,3.0,-0.04132865266419927,-0.03910344547356212,-0.04132865266419927,1.0,breakout,adx_margin,bin/symbol,,MSFT,
2,3,0,2,1,0,0.6666666666666666,0.052244826410333234,0.052244826410333234,-0.040383871714351316,-0.040383871714351316,0.02136859370210505,0.022344072647230817,0.02136859370210505,2.5874104781175236,13.333333333333334,12.0,-0.040383871714351316,-0.034111077278193104,-0.040383871714351316,1.0,breakout,adx_margin,bin/symbol,,MU,
2,1,0,0,1,0,0.0,,,-0.04159690800342486,-0.04159690800342486,-0.04159690800342486,-0.04159690800342486,-0.04159690800342486,0.0,3.0,3.0,-0.04159690800342486,-0.04159690800342486,-0.04159690800342486,,breakout,adx_margin,bin/symbol,,NFLX,
2,3,0,3,0,0,1.0,0.03663520298942813,0.05088951438499767,,,0.03663520298942813,0.05088951438499767,0.03663520298942813,inf,14.333333333333334,16.0,0.0035525673084657594,0.00828626201611895,0.0035525673084657594,1.0,breakout,adx_margin,bin/symbol,,NOW,
2,3,0,2,1,0,0.6666666666666666,0.0010953682354056804,0.0010953682354056804,-0.045426962689717465,-0.045426962689717465,-0.014412075406302035,8.077412313833854e-05,-0.014412075406302035,0.04822546657532181,7.333333333333333,5.0,-0.045426962689717465,-0.04087618900843189,-0.045426962689717465,1.0,breakout,adx_margin,bin/symbol,,NVDA,
2,1,0,0,1,0,0.0,,,-0.012663766525819242,-0.012663766525819242,-0.012663766525819242,-0.012663766525819242,-0.012663766525819242,0.0,17.0,17.0,-0.012663766525819242,-0.012663766525819242,-0.012663766525819242,,breakout,adx_margin,bin/symbol,,ORCL,
2,2,0,1,1,0,0.5,0.016907710623752292,0.016907710623752292,-0.03862984407277825,-0.03862984407277825,-0.01086106672451298,-0.01086106672451298,-0.01086106672451298,0.4376851895104295,7.0,7.0,-0.03862984407277825,-0.03585296633795172,-0.03862984407277825,1.0,breakout,adx_margin,bin/symbol,,PANW,
2,2,0,2,0,0,1.0,0.01702357249210129,0.01702357249210129,,,0.01702357249210129,0.01702357249210129,0.01702357249210129,inf,11.0,11.0,0.0165870815630067,0.016630730655916158,0.0165870815630067,1.0,breakout,adx_margin,bin/symbol,,PLTR,
2,1,0,0,1,0,0.0,,,-0.033738971241993654,-0.033738971241993654,-0.033738971241993654,-0.033738971241993654,-0.033738971241993654,0.0,7.0,7.0,-0.033738971241993654,-0.033738971241993654,-0.033738971241993654,,breakout,adx_margin,bin/symbol,,QCOM,
2,1,0,0,1,0,0.0,,,-0.035903943863734855,-0.035903943863734855,-0.035903943863734855,-0.035903943863734855,-0.035903943863734855,0.0,2.0,2.0,-0.035903943863734855,-0.035903943863734855,-0.035903943863734855,,breakout,adx_margin,bin/symbol,,ROKU,
2,4,0,3,1,0,0.75,0.06642611505445391,0.029370812727601336,-0.007890074487161947,-0.007890074487161947,0.04784706766904995,0.025248273456497605,0.04784706766904995,25.25683952510339,27.25,22.0,-0.007890074487161947,-0.003537703186278573,-0.007890074487161947,1.0,breakout,adx_margin,bin/symbol,,RTX,
2,5,0,0,5,0,0.0,,,-0.05863522728984407,-0.05973764121693381,-0.05863522728984407,-0.05973764121693381,-0.05863522728984407,0.0,7.6,6.0,-0.08502876433416373,-0.08452618878450686,-0.08502876433416373,,breakout,adx_margin,bin/symbol,,SHOP,
2,2,0,0,2,0,0.0,,,-0.024954801316630748,-0.024954801316630748,-0.024954801316630748,-0.024954801316630748,-0.024954801316630748,0.0,8.0,8.0,-0.04474732208166865,-0.04276807000516486,-0.04474732208166865,,breakout,adx_margin,bin/symbol,,SMCI,
2,4,0,1,3,0,0.25,0.10382474604479297,0.10382474604479297,-0.08728175310925168,-0.06197165321798437,-0.03950512832074052,-0.049907917873204255,-0.03950512832074052,0.3965118418081964,10.0,7.5,-0.16202942358134653,-0.1470207580268422,-0.16202942358134653,1.0,breakout,adx_margin,bin/symbol,,TSLA,
2,5,0,1,4,0,0.2,0.007158785011359692,0.007158785011359692,-0.044913317146061615,-0.05603488936067158,-0.03449889671457736,-0.0526760330328363,-0.03449889671457736,0.03984778605908112,4.4,3.0,-0.06142854236421136,-0.06102158302907046,-0.06142854236421136,1.0,breakout,adx_margin,bin/symbol,,TSM,
2,1,0,1,0,0,1.0,0.2527676675923196,0.2527676675923196,,,0.2527676675923196,0.2527676675923196,0.2527676675923196,inf,39.0,39.0,0.2527676675923196,0.2527676675923196,0.2527676675923196,1.0,breakout,adx_margin,bin/symbol,,UBER,
2,3,0,2,1,0,0.6666666666666666,0.053035398904057396,0.053035398904057396,-0.04023518231209178,-0.04023518231209178,0.021945205165341004,0.03119807554154752,0.021945205165341004,2.6362698442710326,17.666666666666668,22.0,-0.04023518231209178,-0.033091856526727845,-0.04023518231209178,1.0,breakout,adx_margin,bin/symbol,,V,
2,2,0,2,0,0,1.0,0.10065348238601912,0.10065348238601912,,,0.10065348238601912,0.10065348238601912,0.10065348238601912,inf,19.0,19.0,0.03292121755966737,0.039694444042302546,0.03292121755966737,1.0,breakout,adx_margin,bin/symbol,,XOM,
3,3,0,1,2,0,0.3333333333333333,0.08087616019081656,0.08087616019081656,-0.020219576685670426,-0.020219576685670426,0.013479002273158569,-0.006339545916740352,0.013479002273158569,1.9999469189711903,19.0,7.0,-0.0340996074546005,-0.031323601300814484,-0.0340996074546005,1.0,breakout,adx_margin,bin/symbol,,AAPL,
3,2,0,2,0,0,1.0,0.02185648147603858,0.02185648147603858,,,0.02185648147603858,0.02185648147603858,0.02185648147603858,inf,14.0,14.0,0.010738047745365353,0.011849891118432676,0.010738047745365353,1.0,breakout,adx_margin,bin/symbol,,ABNB,
3,3,0,2,1,0,0.6666666666666666,0.09591067748644844,0.09591067748644844,-0.09035692227349579,-0.09035692227349579,0.03382147756646703,0.07552313752265172,0.03382147756646703,2.122929269240542,16.0,15.0,-0.09035692227349579,-0.07376891629388103,-0.09035692227349579,1.0,breakout,adx_margin,bin/symbol,,AMD,
3,2,0,0,2,0,0.0,,,-0.035753774120878656,-0.035753774120878656,-0.035753774120878656,-0.035753774120878656,-0.035753774120878656,0.0,6.0,6.0,-0.042960881476811985,-0.04224017074121865,-0.042960881476811985,,breakout,adx_margin,bin/symbol,,AMZN,
3,2,0,1,1,0,0.5,0.020281846190322472,0.020281846190322472,-0.10093068652950499,-0.10093068652950499,-0.04032442016959126,-0.04032442016959126,-0.04032442016959126,0.20094826348370767,12.0,12.0,-0.10093068652950499,-0.09487005989351362,-0.10093068652950499,1.0,breakout,adx_margin,bin/symbol,,ASML,
3,6,0,2,4,0,0.3333333333333333,0.06291418411294403,0.06291418411294403,-0.04593332655706067,-0.056247131449310594,-0.009650823000392439,-0.029266465523997864,-0.009650823000392439,0.684842453493858,9.333333333333334,7.0,-0.0677418264716475,-0.06517100703088549,-0.0677418264716475,1.0,breakout,adx_margin,bin/symbol,,AVGO,
3,3,0,2,1,0,0.6666666666666666,0.06910532588727492,0.06910532588727492,-0.007464306009662192,-0.007464306009662192,0.04358211525496255,0.051777656314314635,0.04358211525496255,18.51620922235003,10.333333333333334,11.0,-0.007464306009662192,-0.0015401097772645084,-0.007464306009662192,1.0,breakout,adx_margin,bin/symbol,,CAT,
3,2,0,1,1,0,0.5,0.10113662670702195,0.10113662670702195,-0.050450658882640886,-0.050450658882640886,0.02534298391219053,0.02534298391219053,0.02534298391219053,2.004664140111382,7.5,7.5,-0.050450658882640886,-0.04287129460315774,-0.050450658882640886,1.0,breakout,adx_margin,bin/symbol,,COIN,
3,3,0,1,2,0,0.3333333333333333,0.11879581288306618,0.11879581288306618,-0.007852925290699586,-0.007852925290699586,0.03436332076722234,-0.005071436796229789,0.03436332076722234,7.563793649212415,15.333333333333334,17.0,-0.010634413785169383,-0.010078116086275424,-0.010634413785169383,1.0,breakout,adx_margin,bin/symbol,,COP,
3,5,0,0,5,0,0.0,,,-0.028196970941685627,-0.0327684886878199,-0.028196970941685627,-0.0327684886878199,-0.028196970941685627,0.0,9.0,11.0,-0.04041213320211934,-0.04027362344459249,-0.04041213320211934,,breakout,adx_margin,bin/symbol,,COST,
3,2,0,1,1,0,0.5,0.013068390843833821,0.013068390843833821,-0.06384542752930622,-0.06384542752930622,-0.0253885183427362,-0.0253885183427362,-0.0253885183427362,0.20468796826264796,6.0,6.0,-0.06384542752930622,-0.05999973661064922,-0.06384542752930622,1.0,breakout,adx_margin,bin/symbol,,CRWD,
3,5,0,2,3,0,0.4,0.12194876220159845,0.12194876220159845,-0.016975322966713002,-0.0168514449313929,0.03859431110061158,-0.004854692223143275,0.03859431110061158,4.7892564377411615,20.0,14.0,-0.02921983174560283,-0.026746154382760845,-0.02921983174560283,1.0,breakout,adx_margin,bin/symbol,,CVX,
3,5,0,1,4,0,0.2,0.031474415570028835,0.031474415570028835,-0.02218355982426848,-0.0074550874746055484,-0.011451964745409016,-0.005968970555173536,-0.011451964745409016,0.35470429249588137,9.2,9.0,-0.06935367724202846,-0.057271182672430275,-0.06935367724202846,1.0,breakout,adx_margin,bin/symbol,,DDOG,
3,2,0,0,2,0,0.0,,,-0.018344911468858582,-0.018344911468858582,-0.018344911468858582,-0.018344911468858582,-0.018344911468858582,0.0,14.0,14.0,-0.028851396917775607,-0.027800748372883904,-0.028851396917775607,,breakout,adx_margin,bin/symbol,,DE,
3,3,0,1,2,0,0.3333333333333333,0.06719298317175748,0.06719298317175748,-0.0432962795555315,-0.0432962795555315,-0.006466525313101841,-0.016332810483856375,-0.006466525313101841,0.7759671715623537,20.0,10.0,-0.07025974862720663,-0.06486705481287161,-0.07025974862720663,1.0,breakout,adx_margin,bin/symbol,,ETN,
3,4,0,1,3,0,0.25,0.3091750217007305,0.3091750217007305,-0.019103720492693637,-0.022332875145997244,0.0629659650556624,-0.015348877950287942,0.0629659650556624,5.3946738074568055,13.0,7.0,-0.026613405577505023,-0.025971326012778857,-0.026613405577505023,1.0,breakout,adx_margin,bin/symbol,,GE,
3,3,0,0,3,0,0.0,,,-0.03168585952019676,-0.031240027354657918,-0.03168585952019676,-0.031240027354657918,-0.03168585952019676,0.0,9.333333333333334,12.0,-0.06094292600285511,-0.0579726361380354,-0.06094292600285511,,breakout,adx_margin,bin/symbol,,GOOGL,
3,1,0,0,1,0,0.0,,,-0.022959586129146836,-0.022959586129146836,-0.022959586129146836,-0.022959586129146836,-0.022959586129146836,0.0,20.0,20.0,-0.022959586129146836,-0.022959586129146836,-0.022959586129146836,,breakout,adx_margin,bin/symbol,,GS,
3,1,0,0,1,0,0.0,,,-0.02329750815714471,-0.02329750815714471,-0.02329750815714471,-0.02329750815714471,-0.02329750815714471,0.0,4.0,4.0,-0.02329750815714471,-0.02329750815714471,-0.02329750815714471,,breakout,adx_margin,bin/symbol,,HD,
3,5,0,2,3,0,0.4,0.03808039141002828,0.03808039141002828,-0.04208141642814763,-0.04702385352053784,-0.010016693292877266,-0.005202119063156485,-0.010016693292877266,0.6032812049003319,12.4,7.0,-0.07401827670074856,-0.06861939206470642,-0.07401827670074856,1.0,breakout,adx_margin,bin/symbol,,HON,
3,2,0,0,2,0,0.0,,,-0.03604115536180208,-0.03604115536180208,-0.03604115536180208,-0.03604115536180208,-0.03604115536180208,0.0,7.0,7.0,-0.04851240002087531,-0.04726527555496799,-0.04851240002087531,,breakout,adx_margin,bin/symbol,,LLY,
