stage,experiment_id,total_signals,comparable_pairs,fill_status_changes,one_sided_fills,a_only_fills,b_only_fills,a_wins,b_wins,ties,b_win_rate_excluding_ties,a_win_rate_excluding_ties,mean_paired_delta,median_paired_delta,trimmed_mean_paired_delta,mean_paired_delta_R,median_paired_delta_R,comparable_R_pairs,symbols_with_pairs,years_with_pairs,wins_a,losses_a,win_rate_a,mean_return_a,median_return_a,average_win_a,average_loss_a,profit_factor_a,expectancy_a,trades_a,fills_a,censored_a,mean_R_a,median_R_a,valid_R_a,average_bars_held_a,trimmed_mean_return_a,mean_without_top_1_a,mean_without_top_3_a,mean_without_top_5_a,wins_b,losses_b,win_rate_b,mean_return_b,median_return_b,average_win_b,average_loss_b,profit_factor_b,expectancy_b,trades_b,fills_b,censored_b,mean_R_b,median_R_b,valid_R_b,average_bars_held_b,trimmed_mean_return_b,mean_without_top_1_b,mean_without_top_3_b,mean_without_top_5_b,paired_mean_without_top_1,paired_mean_without_bottom_1,top_1_delta_share_of_net,top_1_delta_share_of_positive,paired_mean_without_top_3,paired_mean_without_bottom_3,top_3_delta_share_of_net,top_3_delta_share_of_positive,paired_mean_without_top_5,paired_mean_without_bottom_5,top_5_delta_share_of_net,top_5_delta_share_of_positive,largest_year_share_of_net,largest_year_share_of_positive_advantage,year_concentrated,mean_trim_disagree,top5_reverse_advantage,majority_mean_disagree,label,supported_winner
A-trend,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR2.5-DYNAMIC-TRENDON-VS-ATR2.5-DYNAMIC-TRENDOFF,1013,545,2,2,2,0,23,9,513,0.28125,0.71875,0.00031381418602446253,0.0,0.0,0.0029861092259841817,0.0,545,50,6,223,324,0.4076782449725777,0.002932134284080534,-0.013197638432546288,0.07051215528356179,-0.04358127523099453,1.1135863745941654,0.002932134284080534,547,549,2,0.07220727202571353,-0.21675128175657282,547,12.06764168190128,-0.00780256802330925,0.0017724705782068307,4.1023231469121156e-05,-0.0011113542156276695,227,318,0.41651376146788993,0.003251140759545414,-0.013232537858750226,0.07140154321260726,-0.045397102500973584,1.1227374286423053,0.003251140759545414,545,547,2,0.07497094622744849,-0.2265891732566028,545,12.622018348623854,-0.007631696559915099,0.002087799993127082,0.00035112711896568834,-0.0008043698598333319,-0.00018484003878399956,0.0005836630553634322,1.5879303453004232,0.34075488737591736,-0.0007418310172387824,0.0008765325322535775,3.3509056524674943,0.7190727739369825,-0.000924587714620566,0.0010162364631455176,3.919260184278977,0.8410363002655717,1.269995927870118,0.7425276147113565,True,False,True,True,TAIL-SENSITIVE,INCONCLUSIVE
B-mode,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR2.5-DYNAMIC-TRENDON-VS-ATR2.5-LOCKED-TRENDON,1013,518,42,41,28,13,210,216,92,0.5070422535211268,0.49295774647887325,0.005029827321494889,0.0,0.00048285029002849823,0.04699164342258165,0.0,518,50,6,223,324,0.4076782449725777,0.002932134284080534,-0.013197638432546288,0.07051215528356179,-0.04358127523099453,1.1135863745941654,0.002932134284080534,547,549,2,0.07220727202571353,-0.21675128175657282,547,12.06764168190128,-0.00780256802330925,0.0017724705782068307,4.1023231469121156e-05,-0.0011113542156276695,219,312,0.4124293785310734,0.0070890520488185145,-0.014175762461231756,0.08254553293163987,-0.045875593186238794,1.2629943383274258,0.0070890520488185145,531,534,3,0.11369354478399785,-0.2489106897645449,531,12.902071563088512,-0.008143064646682211,0.005187579923927717,0.002905383881876155,0.0011799549152388693,0.003110331407571765,0.005496461290028985,0.3828164053428521,0.19694438496414343,0.0016869472304488387,0.006023506230534275,0.6665537087871107,0.3429163651047731,0.0006997604233350923,0.0063952930164063145,0.8622207215478636,0.4435795523352814,0.43269187686133476,0.42145297958036654,False,False,False,False,MIXED,INCONCLUSIVE
C-grid-1.5-1.75,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR1.5-DYNAMIC-TRENDON-VS-ATR1.75-DYNAMIC-TRENDON,1013,643,31,30,29,1,482,71,90,0.12839059674502712,0.8716094032549728,5.2263524446170123e-05,-0.004952548088258735,-0.004706674028194692,-0.005667248483618437,-0.06210423433648016,643,50,6,254,419,0.3774145616641902,-0.0005027980864714575,-0.011876687860598478,0.0448591171734726,-0.02800142929417024,0.9711587248637861,-0.0005027980864714575,673,673,0,0.020550338121629184,-0.3067931053438987,673,5.485884101040119,-0.005844577334517005,-0.0011835476685945572,-0.0019064087361446984,-0.0025624786670129193,250,394,0.38819875776397517,-0.00020371583919039275,-0.013321378545184281,0.05013660932927137,-0.032145546529838726,0.9896415773125973,-0.00020371583919039275,644,645,1,0.02543397795501204,-0.27763668250557627,644,6.798136645962733,-0.007111799005359594,-0.0009932733081427288,-0.0021866572503538573,-0.003022259970554241,-0.0006020523022300482,0.0001431547293176604,12.501635047906467,0.1197297537780367,-0.0014052099856726903,0.0002927427815460841,27.76156671072755,0.2658760661330111,-0.0019816012622152577,0.00037746485264879737,38.6207355515719,0.36987571150468984,13.09696205728418,0.5493817116956425,False,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
C-grid-1.5-2.5,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR1.5-DYNAMIC-TRENDON-VS-ATR2.5-DYNAMIC-TRENDON,1013,547,126,124,124,0,382,134,31,0.2596899224806202,0.7403100775193798,0.0018710203374799044,-0.015576864811550628,-0.009525378459509426,0.01856802645116361,-0.11566705165601783,547,50,6,254,419,0.3774145616641902,-0.0005027980864714575,-0.011876687860598478,0.0448591171734726,-0.02800142929417024,0.9711587248637861,-0.0005027980864714575,673,673,0,0.020550338121629184,-0.3067931053438987,673,5.485884101040119,-0.005844577334517005,-0.0011835476685945572,-0.0019064087361446984,-0.0025624786670129193,223,324,0.4076782449725777,0.002932134284080534,-0.013197638432546288,0.07051215528356179,-0.04358127523099453,1.1135863745941654,0.002932134284080534,547,549,2,0.07220727202571353,-0.21675128175657282,547,12.06764168190128,-0.00780256802330925,0.0017724705782068307,4.1023231469121156e-05,-0.0011113542156276695,0.0006912016580864749,0.0020796247485940626,0.6312503816818654,0.06103881198747796,-0.0008376182818178443,0.002422346420260898,1.445224661959612,0.13974612765537656,-0.0018493607835439775,0.002720361341305823,1.9793887160339594,0.19139716853117453,0.6472800393780634,0.3526065877794027,False,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
C-grid-1.75-2,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR1.75-DYNAMIC-TRENDON-VS-ATR2-DYNAMIC-TRENDON,1013,614,30,30,30,0,476,63,75,0.11688311688311688,0.8831168831168831,0.00018887975820976055,-0.004927657014384912,-0.004754789403539509,0.0026894178859646263,-0.055296522942077375,614,50,6,250,394,0.38819875776397517,-0.00020371583919039275,-0.013321378545184281,0.05013660932927137,-0.032145546529838726,0.9896415773125973,-0.00020371583919039275,644,645,1,0.02543397795501204,-0.27763668250557627,644,6.798136645962733,-0.007111799005359594,-0.0009932733081427288,-0.0021866572503538573,-0.003022259970554241,248,366,0.40390879478827363,0.0003951255998232316,-0.012667291702707584,0.05403019224493355,-0.03594776108866682,1.018439562266575,0.0003951255998232316,614,615,1,0.03178579108963229,-0.27213685288823286,614,8.423452768729641,-0.007163550418058347,-0.0003981847730930952,-0.0015835138949443603,-0.0025161363872231476,-0.00024181715387611692,0.0002748429868104354,2.2781852176831836,0.07713868444406388,-0.0009314650198346382,0.000390211123587963,5.90742839042878,0.2000237956721571,-0.0014163629045189977,0.00047570031875117315,8.437689554245035,0.28569769784732024,2.668333450155372,0.7312361330512918,True,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
C-grid-1.75-2.5,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR1.75-DYNAMIC-TRENDON-VS-ATR2.5-DYNAMIC-TRENDON,1013,547,98,96,96,0,399,109,39,0.21456692913385828,0.7854330708661418,0.0011600370787017641,-0.013136769461361442,-0.009636024310831727,0.01636567902517504,-0.10223384979243597,547,50,6,250,394,0.38819875776397517,-0.00020371583919039275,-0.013321378545184281,0.05013660932927137,-0.032145546529838726,0.9896415773125973,-0.00020371583919039275,644,645,1,0.02543397795501204,-0.27763668250557627,644,6.798136645962733,-0.007111799005359594,-0.0009932733081427288,-0.0021866572503538573,-0.003022259970554241,223,324,0.4076782449725777,0.002932134284080534,-0.013197638432546288,0.07051215528356179,-0.04358127523099453,1.1135863745941654,0.002932134284080534,547,549,2,0.07220727202571353,-0.21675128175657282,547,12.06764168190128,-0.00780256802330925,0.0017724705782068307,4.1023231469121156e-05,-0.0011113542156276695,-4.027199122837609e-05,0.0013547296353023169,1.0346526577314545,0.07674811442237113,-0.0012322064413163908,0.0016260418723681904,2.0563873138371394,0.152538001695298,-0.0020948284799771934,0.0018809693151906222,2.789322235744861,0.20690540009744426,1.2032006133568036,0.4464477268719524,False,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
C-grid-2-2.25,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR2-DYNAMIC-TRENDON-VS-ATR2.25-DYNAMIC-TRENDON,1013,581,33,33,33,0,447,64,70,0.12524461839530332,0.8747553816046967,0.0008059391107847251,-0.005035896894232561,-0.0048057577387117505,0.021447110884057853,-0.05396429430640631,581,50,6,248,366,0.40390879478827363,0.0003951255998232316,-0.012667291702707584,0.05403019224493355,-0.03594776108866682,1.018439562266575,0.0003951255998232316,614,615,1,0.03178579108963229,-0.27213685288823286,614,8.423452768729641,-0.007163550418058347,-0.0003981847730930952,-0.0015835138949443603,-0.0025161363872231476,235,346,0.4044750430292599,0.0019633118852794497,-0.01200897715837046,0.06148116824757503,-0.03846066570182882,1.085718099252939,0.0019633118852794497,581,582,1,0.05778330456497464,-0.23035565078065384,581,10.099827882960414,-0.006833122221139659,0.000912532632837314,-0.00026753972391554905,-0.001224751025809508,0.0004978178014942109,0.0009767376429059874,0.38337652859672905,0.04792484249863827,-7.029774201372288e-05,0.0011463067427181254,1.0867742462185233,0.13585465122823231,-0.0006208124080346932,0.0012772722572528931,1.7636678504718997,0.22047125384320895,1.2145542782281689,0.681433929654503,True,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
C-grid-2-2.5,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR2-DYNAMIC-TRENDON-VS-ATR2.5-DYNAMIC-TRENDON,1013,547,68,66,66,0,411,87,49,0.1746987951807229,0.8253012048192772,0.0018970364629122794,-0.009656083497540435,-0.008303076209864894,0.03779408270745254,-0.08832810669422181,547,50,6,248,366,0.40390879478827363,0.0003951255998232316,-0.012667291702707584,0.05403019224493355,-0.03594776108866682,1.018439562266575,0.0003951255998232316,614,615,1,0.03178579108963229,-0.27213685288823286,614,8.423452768729641,-0.007163550418058347,-0.0003981847730930952,-0.0015835138949443603,-0.0025161363872231476,223,324,0.4076782449725777,0.002932134284080534,-0.013197638432546288,0.07051215528356179,-0.04358127523099453,1.1135863745941654,0.002932134284080534,547,549,2,0.07220727202571353,-0.21675128175657282,547,12.06764168190128,-0.00780256802330925,0.0017724705782068307,4.1023231469121156e-05,-0.0011113542156276695,0.0006797033850733293,0.0020804691478618384,0.642357542318781,0.0965192492968068,-0.0005280212312585216,0.00230944405463025,1.276813508773341,0.19185122496415896,-0.0013864880430265753,0.002519742453983081,1.7241898111039895,0.2590730165823641,0.9858848650242841,0.5622957251595327,False,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
C-grid-2.25-2.5,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR2.25-DYNAMIC-TRENDON-VS-ATR2.5-DYNAMIC-TRENDON,1013,547,35,33,33,0,425,45,77,0.09574468085106383,0.9042553191489362,0.001142247841366414,-0.005179448246836693,-0.005192641685338563,0.01888326604836258,-0.0529051286908202,547,50,6,235,346,0.4044750430292599,0.0019633118852794497,-0.01200897715837046,0.06148116824757503,-0.03846066570182882,1.085718099252939,0.0019633118852794497,581,582,1,0.05778330456497464,-0.23035565078065384,581,10.099827882960414,-0.006833122221139659,0.000912532632837314,-0.00026753972391554905,-0.001224751025809508,223,324,0.4076782449725777,0.002932134284080534,-0.013197638432546288,0.07051215528356179,-0.04358127523099453,1.1135863745941654,0.002932134284080534,547,549,2,0.07220727202571353,-0.21675128175657282,547,12.06764168190128,-0.00780256802330925,0.0017724705782068307,4.1023231469121156e-05,-0.0011113542156276695,0.0002204564388782613,0.0012409552971720272,0.807350556784258,0.12994878437971338,-0.0010073937198830725,0.0014331940702882887,1.8771027375493237,0.30213296671516326,-0.0018893752520695883,0.001568125725892009,2.6389655937695307,0.4247601838489567,0.7900803457602177,0.43825945971623614,False,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
C-grid-2.5-3,EXIT-V1-20260923-CLOSED-PURE-BREAKOUT-ATR2.5-DYNAMIC-TRENDON-VS-ATR3-DYNAMIC-TRENDON,1013,485,62,61,61,0,361,64,60,0.15058823529411763,0.8494117647058823,0.0034191709722241116,-0.009955000178487161,-0.009147725310635098,0.02572533947410181,-0.07735669432781422,485,50,6,223,324,0.4076782449725777,0.002932134284080534,-0.013197638432546288,0.07051215528356179,-0.04358127523099453,1.1135863745941654,0.002932134284080534,547,549,2,0.07220727202571353,-0.21675128175657282,547,12.06764168190128,-0.00780256802330925,0.0017724705782068307,4.1023231469121156e-05,-0.0011113542156276695,189,296,0.38969072164948454,0.006415212521101786,-0.017281290123153048,0.09393446616185333,-0.049467013621134835,1.2124933695895352,0.006415212521101786,485,488,3,0.10906505147570474,-0.22426901358815546,485,16.874226804123712,-0.008406576758695007,0.00444797951974632,0.0021763185139027494,0.00016981453971276112,0.0012877577863357357,0.003952060955989104,0.6241478925500114,0.14426136691194452,-0.0008177039000036525,0.004387400026383699,1.2376733846704882,0.28606754327667766,-0.0025245156298631397,0.004617183939362246,1.730729675652759,0.40002927470387545,1.3220259919272794,0.9267928314767272,True,True,True,True,TAIL-SENSITIVE,INCONCLUSIVE
