signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2023-04-26,Long,2,1,FLAT,,FILLED,1,2023-04-27,True,False,breakout,MSFT,skip_candle_range_atr_3
2023-04-27,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,MSFT,skip_candle_range_atr_3
2023-05-10,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,MSFT,skip_candle_range_atr_3
2023-06-15,Long,2,1,FLAT,,FILLED,2,2023-06-16,True,False,breakout,MSFT,skip_candle_range_atr_3
2023-09-14,Long,2,1,FLAT,,FILLED,3,2023-09-15,True,False,breakout,MSFT,skip_candle_range_atr_3
2024-01-10,Long,2,1,FLAT,,FILLED,4,2024-01-11,True,False,breakout,MSFT,skip_candle_range_atr_3
2024-01-11,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,MSFT,skip_candle_range_atr_3
2025-06-05,Long,2,1,FLAT,,FILLED,5,2025-06-06,True,False,breakout,MSFT,skip_candle_range_atr_3
2025-06-24,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,MSFT,skip_candle_range_atr_3
2025-06-26,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,MSFT,skip_candle_range_atr_3
