signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2022-03-02,Long,1,1,FLAT,,FILLED,1,2022-03-03,True,False,pullback,MU,skip_rsi_distance_from_avg_2
2023-11-01,Long,1,1,FLAT,,FILLED,2,2023-11-02,True,False,pullback,MU,skip_rsi_distance_from_avg_2
2024-02-22,Long,1,1,FLAT,,FILLED,3,2024-02-23,True,False,pullback,MU,skip_rsi_distance_from_avg_2
2025-08-07,Long,1,1,FLAT,,FILLED,4,2025-08-08,True,False,pullback,MU,skip_rsi_distance_from_avg_2
2026-04-08,Long,1,1,FLAT,,FILLED,5,2026-04-09,True,False,pullback,MU,skip_rsi_distance_from_avg_2
2026-07-21,Long,1,1,FLAT,,FILLED,6,2026-07-22,True,False,pullback,MU,skip_rsi_distance_from_avg_2
