trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,initial_risk_pct,realized_R,mfe_R,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2021-11-09,signal bar close,2021-11-10,70.08939361572266,1.8152755465290733,65.55120474939997,2,1,2021-11-16,65.72330471300062,ATR_STOP,5,True,False,-0.062293147043900654,2021-11-16,INTRABAR_STOP,TRAILING_STOP,True,True,0.0016000205513218013,,0.0016000205513218013,0.0016000205513218013,-0.08604440065193841,-0.062293147043900654,2021-11-10,0,-38.932716828192824,0.06389316759522246,20,True,15,0.0,0.06474858223491128,-0.9620773906353319,0.024711283183264803,-0.05368880443882429,0.0016000205513218013,,-0.05599995732988261,False,,,,,,,,,,,ADX 18-25,breakout,GE,IN-SAMPLE,2021,4-5
2,Long,2023-03-02,signal bar close,2023-03-03,68.55546569824219,1.5629982364720052,64.64797010706218,2,1,2023-03-13,71.21437900087123,ATR_STOP,7,True,False,0.0387848477951076,2023-03-13,INTRABAR_STOP,TRAILING_STOP,True,True,0.10523863355361662,-0.008731093018664593,0.10523863355361662,0.10523863355361662,-0.008731093018664593,-0.008731093018664593,2023-03-09,4,0.36854191740666825,0.06645378575850902,20,True,13,0.09918512766170084,0.056997579279520524,0.6804648247411301,1.8463702298218359,-0.008731093018664593,0.022351620385363313,1.0,0.0,False,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,ADX 25-40,breakout,GE,IN-SAMPLE,2023,6-10
3,Long,2023-04-18,signal bar close,2023-04-19,78.67517852783203,1.4867302940971263,74.95835279258921,2,1,2023-04-26,77.66894819807938,ATR_STOP,6,True,False,-0.012789679649683805,2023-04-26,INTRABAR_STOP,TRAILING_STOP,True,True,0.03479412997122888,,0.03479412997122888,0.03479412997122888,-0.02525864485775131,-0.012789679649683805,2023-04-25,4,-0.3675815334442774,0.04758380962091269,20,True,14,0.044329518111370536,0.047242673036044805,-0.2707230312714449,0.7364979103676449,-0.0016230427265488956,0.019172210389859057,1.0,0.0,False,1.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,,,ADX 40+,breakout,GE,IN-SAMPLE,2023,6-10
4,Long,2023-07-25,signal bar close,2023-07-26,93.48763275146484,1.761768186723984,89.08321228465488,2,1,2023-08-03,89.24980163574219,ATR_STOP,7,True,False,-0.045330392812371834,2023-08-03,OPEN,TRAILING_STOP,False,True,0.0021341464161053203,-0.045330392812371834,0.0021341464161053203,0.0021341464161053203,-0.045330392812371834,-0.045330392812371834,2023-07-26,0,-21.240526174908318,0.047464539228477154,20,True,14,0.0,0.047112332799345104,-0.9621767829972954,0.04529910300122066,-0.03150075516515094,0.0021341464161053203,,-0.04447668528077153,False,,,,,,,,,,,ADX 18-25,breakout,GE,IN-SAMPLE,2023,6-10
5,Long,2023-11-30,signal bar close,2023-12-01,97.12689208984375,1.6018765346055162,93.12220075332996,2,1,2023-12-07,94.54201471817417,ATR_STOP,5,True,False,-0.026613405577505023,2023-12-07,INTRABAR_STOP,TRAILING_STOP,True,True,0.012736304354793226,,0.012736304354793226,0.012736304354793226,-0.029005744890899243,-0.026613405577505023,2023-12-01,0,-2.089570477914124,0.03934970993229825,20,True,15,0.06162702574643686,0.041231540002426834,-0.6454623226767322,0.3088971295771049,-0.014050930449869825,0.012736304354793226,1.0,0.0,False,1.0,1.0,1.0,1.0,,,,,,,ADX 25-40,breakout,GE,IN-SAMPLE,2023,4-5
6,Long,2023-12-19,signal bar close,2023-12-20,100.10375213623047,1.545284425392003,96.24054107275046,2,1,2024-01-03,99.266396186525,ATR_STOP,9,True,False,-0.00836488075457864,2024-01-03,INTRABAR_STOP,TRAILING_STOP,True,True,0.03005662993541791,-0.017619430036234784,0.03005662993541791,0.03005662993541791,-0.017619430036234784,-0.017619430036234784,2023-12-28,5,-0.2783040138748787,0.03842151068999655,20,True,11,0.042812712853843804,0.03859207053720217,-0.21675128175657282,0.7788291614580196,-0.017619430036234784,0.020728691903595164,2.0,-0.017619430036234784,False,1.0,1.0,2.0,2.0,3.0,3.0,6.0,6.0,,,ADX 25-40,breakout,GE,IN-SAMPLE,2023,6-10
7,Long,2024-01-22,signal bar close,2024-01-23,101.85953521728516,1.735704925571055,97.52027290335752,2,1,2024-03-11,133.35195922851562,ATR_STOP,34,True,False,0.3091750217007305,2024-03-11,OPEN,TRAILING_STOP,False,True,0.37749743781951417,-0.009245496176184864,0.37749743781951417,0.37749743781951417,-0.009245496176184864,-0.009245496176184864,2024-03-08,32,0.8190122388288914,0.06832241611878365,20,True,0,,0.04260045271825743,7.257552490005025,8.861348031114439,-0.009245496176184864,0.0381571834717469,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,ADX 25-40,breakout,GE,IN-SAMPLE,2024,16+
8,Long,2024-03-27,signal bar close,2024-03-28,143.61532592773438,3.0657486131322997,135.95095439490362,2,1,2024-04-02,135.95095439490362,ATR_STOP,3,True,False,-0.053367365100625674,2024-04-02,INTRABAR_STOP,INITIAL_STOP,True,True,,,0.00011113502863469016,0.006229617718875868,-0.0670215408584851,-0.053367365100625674,,,,,20,True,17,0.13950229781765233,0.053367365100625695,-0.9999999999999996,,-0.053367365100625674,0.006229617718875868,,-0.03828846106034722,False,,3.0,,,,,,,,,ADX 40+,breakout,GE,IN-SAMPLE,2024,1-3
9,Long,2024-04-05,signal bar close,2024-04-08,157.47000122070312,4.698169710596659,145.7245769442115,2,1,2024-05-13,159.77297938155928,ATR_STOP,26,True,False,0.014624869137001006,2024-05-13,INTRABAR_STOP,TRAILING_STOP,True,True,0.08465105561517028,-0.06788596150719273,0.08465105561517028,0.08465105561517028,-0.06788596150719273,-0.06788596150719273,2024-05-07,21,0.17276652997083347,0.07002618647816927,20,True,0,,0.07458832911310996,0.19607449732280538,1.134910201390899,-0.04153177426953647,0.0030481725015440997,4.0,-0.04153177426953647,False,4.0,4.0,12.0,12.0,12.0,12.0,12.0,12.0,16.0,16.0,ADX 40+,breakout,GE,IN-SAMPLE,2024,16+
10,Long,2024-09-18,signal bar close,2024-09-19,187.64999389648438,4.752822595028053,175.76793740891424,2,1,2024-10-22,184.5,ATR_STOP,24,True,False,-0.016786538763342795,2024-10-22,OPEN,TRAILING_STOP,False,True,0.0381029010809224,-0.02430054733233422,0.0381029010809224,0.0381029010809224,-0.02430054733233422,-0.02430054733233422,2024-10-17,20,-0.4405580228049245,0.0548894398442652,20,True,0,,0.0633203137439204,-0.26510511036364737,0.6017484568225279,-0.017958940723688643,0.011350945654639899,3.0,-0.017958940723688643,False,3.0,3.0,3.0,3.0,17.0,17.0,18.0,18.0,,,ADX 18-25,breakout,GE,IN-SAMPLE,2024,16+
