timestamp,open,high,low,close,volume
2021-09-23,133.60000610351562,134.09800720214844,132.6020050048828,132.843994140625,4357500
2021-09-24,132.4199981689453,133.39999389648438,131.0,133.26199340820312,2499000
2021-09-27,131.9759979248047,132.0,129.24200439453125,129.91200256347656,4512500
2021-09-28,126.73400115966797,127.36799621582031,122.0,122.50399780273438,9944000
2021-09-29,124.0,124.76799774169922,121.43599700927734,123.60399627685547,6143000
2021-09-30,124.04000091552734,125.39800262451172,123.64800262451172,124.4540023803711,4742000
2021-10-01,124.75599670410156,127.08200073242188,122.86599731445312,126.55999755859375,5244500
2021-10-04,127.08000183105469,127.61000061035156,121.89399719238281,123.59400177001953,5868500
2021-10-05,124.49400329589844,127.90799713134766,124.4000015258789,126.68399810791016,5331000
2021-10-06,125.46800231933594,127.1520004272461,124.27999877929688,125.87200164794922,5191500
2021-10-07,127.28600311279297,129.6719970703125,127.08599853515625,127.58399963378906,5107000
2021-10-08,128.0,128.73199462890625,123.38400268554688,123.51599884033203,8578000
2021-10-11,123.60399627685547,125.46199798583984,122.4280014038086,123.16999816894531,4575500
2021-10-12,124.47200012207031,126.5999984741211,124.0479965209961,125.82599639892578,3980000
2021-10-13,126.0,128.21600341796875,126.0,127.88200378417969,5554000
2021-10-14,130.0,132.552001953125,129.72000122070312,130.6060028076172,6630000
2021-10-15,131.3719940185547,133.1219940185547,130.97999572753906,132.63600158691406,4596500
2021-10-18,132.6999969482422,133.25999450683594,131.46600341796875,133.24400329589844,5673500
2021-10-19,134.47999572753906,137.53799438476562,134.45799255371094,136.0500030517578,7362500
2021-10-20,136.8459930419922,137.3459930419922,134.23599243164062,136.2220001220703,4362000
2021-10-21,136.0,137.45799255371094,135.37399291992188,137.26800537109375,3247500
2021-10-22,137.1999969482422,138.593994140625,136.6840057373047,137.3300018310547,4642500
2021-10-25,137.3300018310547,138.69400024414062,136.89999389648438,137.77000427246094,2930500
2021-10-26,138.53799438476562,138.60000610351562,135.11000061035156,135.3419952392578,5542500
2021-10-27,135.13999938964844,136.96600341796875,132.7220001220703,132.95199584960938,7502500
2021-10-28,134.302001953125,138.8000030517578,134.25999450683594,137.5399932861328,10566500
2021-10-29,137.27000427246094,139.68600463867188,136.42999267578125,139.552001953125,5535500
2021-11-01,140.0,140.96400451660156,135.33200073242188,136.39599609375,5817500
