module,scenario,status,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit,year_eligible_groups,year_wr_min,year_wr_max,year_wr_std,symbol_eligible_groups,symbol_wr_min,symbol_wr_max,symbol_wr_std,discovery_survived,holdout_survived,discovery_failed,holdout_failed,leave_groups_passed,untouched_confirmation
pullback,breakeven_2,MIXED,364,0,129,181,54,0.3543956043956044,0.05501359228251264,0.02673704460821491,-0.027460611246922336,-0.02156208713716512,0.005841710903162604,0.0,0.005841710903162604,1.4278117115615743,5.085164835164835,3.0,-0.1126027235719641,-0.06496488883924487,-0.08008635891505919,0.22923213368567993,6,0.26666666666666666,0.4126984126984127,0.05255804885816909,41,0.0,0.8333333333333334,0.16420808580821603,False,False,"wr,expectancy,pf,symbol,year","sample,wr,symbol,year,tail",False,False
pullback,breakeven_3,MIXED,363,0,144,192,27,0.39669421487603307,0.05693559303089535,0.02742325651397992,-0.027681120890299366,-0.0215418122129159,0.007944766351271216,-0.003614169033499981,0.007944766351271216,1.542628817033778,5.542699724517906,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.19842156511870127,6,0.2711864406779661,0.4444444444444444,0.07004308506838242,41,0.1111111111111111,0.8333333333333334,0.1574490756138618,False,False,"wr,expectancy,symbol,year","sample,wr,symbol,year,tail",False,False
pullback,breakeven_4,MIXED,363,0,151,199,13,0.41597796143250687,0.05886972993457474,0.029164028354140337,-0.027364904618053597,-0.02152153728866668,0.009486813226248267,-0.005009312803231469,0.009486813226248267,1.6323826705954823,5.765840220385675,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.18300637594337366,6,0.288135593220339,0.4603174603174603,0.07569018415753961,41,0.1111111111111111,0.8333333333333334,0.16399387200771112,False,False,"wr,year","sample,wr,symbol,year,tail",False,False
pullback,early_3,MIXED,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,6,0.29411764705882354,0.47619047619047616,0.07724774838730718,41,0.1111111111111111,0.8333333333333334,0.16691736381503047,False,False,wr,"sample,wr,symbol,year,tail",True,False
pullback,lock25_1,MIXED,365,0,207,158,0,0.5671232876712329,0.029733391446302892,0.0074054214815442165,-0.027321407261080278,-0.021186964003865716,0.005035697759271273,0.002805781494384485,0.005035697759271273,1.425786971470692,3.9917808219178084,2.0,-0.1126027235719641,-0.06074770572998076,-0.07868251878685091,0.2448118473917908,6,0.47058823529411764,0.6190476190476191,0.05527652572898322,41,0.2222222222222222,1.0,0.166873862631167,False,False,"expectancy,pf,winner_size,symbol,year","sample,winner_size,symbol,year,tail",False,False
pullback,lock25_2,MIXED,364,0,189,175,0,0.5192307692307693,0.03782424900959414,0.01084313613879484,-0.028265206799019654,-0.02208525231546077,0.006050472178529813,0.0018934074554574076,0.006050472178529813,1.4452464197707025,4.722527472527473,3.0,-0.1126027235719641,-0.06496488883924487,-0.08008635891505919,0.2275637560753785,6,0.35294117647058826,0.5476190476190477,0.06714240870964058,41,0.0,0.8333333333333334,0.19280668243485558,False,False,"expectancy,pf,winner_size,symbol,year","sample,winner_size,symbol,year,tail",False,False
pullback,lock25_3,MIXED,363,0,174,189,0,0.4793388429752066,0.046375840772519814,0.0200456979444672,-0.028070244669690502,-0.02166027222636524,0.007614655790211964,-0.0027227873849396955,0.007614655790211964,1.5210134073069783,5.297520661157025,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.2016016893688926,6,0.35294117647058826,0.5238095238095238,0.06195303156248763,41,0.1111111111111111,0.8333333333333334,0.18470424434929317,False,False,"expectancy,symbol","sample,expectancy,pf,winner_size,symbol,year,tail",False,False
pullback,lock25_4,MIXED,363,0,165,198,0,0.45454545454545453,0.051903526503966145,0.023875827724626486,-0.027484857828076595,-0.0215418122129159,0.008600771413761015,-0.005009312803231469,0.008600771413761015,1.5737006545153371,5.595041322314049,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.18995660588455343,6,0.35294117647058826,0.49206349206349204,0.060254402030975505,41,0.1111111111111111,0.8333333333333334,0.17819153007198293,False,False,symbol,"sample,expectancy,pf,symbol,year,tail",False,False
pullback,skip_bb_width_5,MIXED,289,0,128,161,0,0.4429065743944637,0.05444283227587974,0.029600448475641028,-0.021063939141490517,-0.017143118499322263,0.012378506330562745,-0.005066340818945192,0.012378506330562745,2.054874073636839,6.031141868512111,4.0,-0.0894435172802529,-0.03941608024175478,-0.05472328140324398,0.2028291105217589,6,0.2222222222222222,0.4925373134328358,0.09959093232375653,35,0.0,0.8333333333333334,0.17884850330003135,False,False,wr,"sample,wr,symbol,year,tail",True,False
pullback,skip_candle_range_atr_4,MIXED,299,0,129,170,0,0.431438127090301,0.062267016100752325,0.03279489753850107,-0.026588528937827823,-0.02025832415670764,0.011747140995205078,-0.006812500958927603,0.011747140995205078,1.777069992627135,6.026755852842809,4.0,-0.1245550227332578,-0.06466966306536384,-0.08517623433017767,0.19321892585436576,6,0.23076923076923078,0.48148148148148145,0.09361841692293647,35,0.125,0.8333333333333334,0.15729102006285153,False,False,"wr,symbol,year","sample,wr,symbol,year,tail",False,False
