module,scenario,group,removed,passed,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
breakout,baseline,symbol,ARM,True,541,2,221,320,0,0.40850277264325324,0.06945362005973096,0.0387848477951076,-0.043014380515023286,-0.03962342184301321,0.0029291095534068226,-0.012789679649683805,0.0029291095534068226,1.1151248903142719,12.11645101663586,10.0,-0.21953813037602288,-0.08225197547669394,-0.10872164838950664,0.1389115660795341
breakout,baseline,symbol,ASML,True,535,2,220,315,0,0.411214953271028,0.07042115981979127,0.039401904900576046,-0.04345844594701025,-0.03971958441448509,0.0033705508169081396,-0.012663766525819242,0.0033705508169081396,1.1317255180974988,12.09158878504673,10.0,-0.21953813037602288,-0.08359833745595552,-0.11133658793339699,0.14240499226420705
breakout,baseline,symbol,AVGO,True,529,2,215,314,0,0.4064272211720227,0.07042092866010657,0.03815778881963072,-0.04362715357487209,-0.039866796386779424,0.0027250915678886135,-0.013714308965773858,0.0027250915678886135,1.1052325865544343,12.088846880907372,10.0,-0.21953813037602288,-0.08458026559373144,-0.11196707567585705,0.1457172145917177
breakout,baseline,symbol,BAC,True,539,2,220,319,0,0.40816326530612246,0.07113892204202499,0.039401904900576046,-0.043901800954698304,-0.04030578702479637,0.0030535961868214017,-0.013714308965773858,0.0030535961868214017,1.1175242126592908,12.03339517625232,10.0,-0.21953813037602288,-0.08401964216819108,-0.11196707567585705,0.14096818494732996
breakout,baseline,symbol,CAT,True,529,2,212,317,0,0.4007561436672968,0.0719903168971296,0.039401904900576046,-0.04374733023760974,-0.04023518231209178,0.0026352429052347646,-0.014059745040093219,0.0026352429052347646,1.1005230154824799,12.079395085066162,10.0,-0.21953813037602288,-0.08458026559373144,-0.11196707567585705,0.14455766436124276
breakout,baseline,symbol,COIN,True,541,2,220,321,0,0.4066543438077634,0.0702904762249077,0.03847131830736916,-0.04333698851529086,-0.03971958441448509,0.002870113597174361,-0.013197638432546288,0.002870113597174361,1.1116175768275935,12.11275415896488,10.0,-0.21953813037602288,-0.08346583173004374,-0.11004091109100238,0.1426697506968987
breakout,baseline,symbol,COP,True,538,2,218,320,0,0.4052044609665427,0.07086822823699505,0.039401904900576046,-0.04378346506285088,-0.04027048466844407,0.0026739125196145698,-0.013895867162446673,0.0026739125196145698,1.1026760996908016,12.052044609665428,10.0,-0.21953813037602288,-0.08353208459299963,-0.1118419810914766,0.14280486404438733
breakout,baseline,symbol,COST,True,531,2,216,315,0,0.4067796610169492,0.07144605977266999,0.039401904900576046,-0.04418024861852016,-0.040412020676052096,0.0028541819134893925,-0.013714308965773858,0.0028541819134893925,1.1089024026809011,12.03954802259887,10.0,-0.21953813037602288,-0.08446814090862337,-0.11196707567585705,0.1429614798758496
breakout,baseline,symbol,CRM,True,542,2,221,321,0,0.4077490774907749,0.07021959598375084,0.0387848477951076,-0.043667318691723404,-0.04001400835907376,0.0027699657054718156,-0.013215088145648257,0.0027699657054718156,1.1071055857289007,12.044280442804428,10.0,-0.21953813037602288,-0.08388543319543104,-0.11096494859754368,0.14216754660272718
breakout,baseline,symbol,CRWD,True,537,1,220,317,0,0.409683426443203,0.06941145358958573,0.03847131830736916,-0.043406472162259326,-0.04001400835907376,0.002813162223971422,-0.012747180845423922,0.002813162223971422,1.1097881103594647,12.059590316573557,10.0,-0.21953813037602288,-0.08377841825086774,-0.11196707567585705,0.14447651217145066
breakout,baseline,symbol,CVX,True,537,2,219,318,0,0.40782122905027934,0.0697175388650432,0.03815778881963072,-0.044053822407036446,-0.040397946195201706,0.002344553977666419,-0.013232537858750226,0.002344553977666419,1.0898718754742758,12.016759776536313,10.0,-0.21953813037602288,-0.08413176685329915,-0.11196707567585705,0.1444990216299769
breakout,baseline,symbol,DDOG,True,536,2,220,316,0,0.41044776119402987,0.07079853710072173,0.039401904900576046,-0.043348430374644906,-0.04027048466844407,0.003502936872707069,-0.013215088145648257,0.003502936872707069,1.1370681784860133,12.156716417910447,10.0,-0.16202942358134653,-0.08357625316830355,-0.10694371964278518,0.14164593125853775
breakout,baseline,symbol,DE,True,534,1,220,314,0,0.41198501872659177,0.07071474233618702,0.039401904900576046,-0.04383080743180563,-0.04012459533558277,0.0033602430344085695,-0.012768430247553864,0.0033602430344085695,1.1303775534952922,12.174157303370787,10.0,-0.21953813037602288,-0.08429995388096126,-0.11196707567585705,0.14181377727006222
breakout,baseline,symbol,ETN,True,532,2,217,315,0,0.40789473684210525,0.07112543600717633,0.0387848477951076,-0.04345108374765603,-0.03971958441448509,0.0032840756260255908,-0.012768430247553864,0.0032840756260255908,1.1276478825540144,12.052631578947368,10.0,-0.21953813037602288,-0.08366459031891141,-0.11190490105847202,0.14294415224753693
breakout,baseline,symbol,GE,True,530,2,218,312,0,0.41132075471698115,0.06912332166157509,0.03792227858091435,-0.04397854132195252,-0.04027048466844407,0.0025426023203286483,-0.012705473685621582,0.0025426023203286483,1.0982107197775157,12.067924528301887,10.0,-0.21953813037602288,-0.0845242032511774,-0.11196707567585705,0.14481642339113604
breakout,baseline,symbol,GOOGL,True,538,2,221,317,0,0.4107806691449814,0.06924393673359991,0.03815778881963072,-0.043575092110424804,-0.03971958441448509,0.0027687840504106295,-0.012768430247553864,0.0027687840504106295,1.1078384865532935,12.055762081784387,10.0,-0.21953813037602288,-0.08407570451074511,-0.11196707567585705,0.14417071234484635
breakout,baseline,symbol,GS,True,535,2,216,319,0,0.40373831775700936,0.07063555810714385,0.03847131830736916,-0.043504766229920715,-0.03971958441448509,0.0025780563061651635,-0.013232537858750226,0.0025780563061651635,1.099384500190007,11.925233644859814,10.0,-0.21953813037602288,-0.08424389153840722,-0.11196707567585705,0.1446018791400516
breakout,baseline,symbol,HD,True,539,2,221,318,0,0.4100185528756957,0.0709924724534997,0.04001896200604449,-0.04391640027779079,-0.04034482936957384,0.0031983694320704293,-0.012789679649683805,0.0031983694320704293,1.1234421668309147,12.08534322820037,10.0,-0.21953813037602288,-0.08401964216819108,-0.11196707567585705,0.1406198057263527
breakout,baseline,symbol,HON,True,541,2,220,321,0,0.4066543438077634,0.07088606448243669,0.03847131830736916,-0.043595292602983754,-0.04001400835907376,0.00295904854081014,-0.013232537858750226,0.00295904854081014,1.1143943895950683,12.075785582255083,10.0,-0.21953813037602288,-0.083907517483083,-0.11096494859754368,0.14147103231917416
breakout,baseline,symbol,HOOD,True,535,2,216,319,0,0.40373831775700936,0.0689418133159089,0.03792227858091435,-0.04272473418401559,-0.039527259271541326,0.0023593298533371,-0.013232537858750226,0.0023593298533371,1.092613093850578,12.029906542056075,10.0,-0.21953813037602288,-0.08233114880944957,-0.10886564215055516,0.14815442102742507
breakout,baseline,symbol,JPM,True,537,2,219,318,0,0.40782122905027934,0.07101816630046277,0.0387848477951076,-0.043890869298846676,-0.040397946195201706,0.002971474828246004,-0.012789679649683805,0.002971474828246004,1.1143260079032387,12.003724394785847,10.0,-0.21953813037602288,-0.08413176685329915,-0.11196707567585705,0.14185266504667532
breakout,baseline,symbol,LLY,True,526,2,215,311,0,0.40874524714828897,0.07044372053645896,0.03815778881963072,-0.044010810194436936,-0.040383871714351316,0.002771935256404535,-0.012768430247553864,0.002771935256404535,1.1065243944022571,12.041825095057034,10.0,-0.21953813037602288,-0.08474845262139355,-0.11196707567585705,0.14567006817877845
breakout,baseline,symbol,MA,True,538,2,219,319,0,0.4070631970260223,0.07138037457700688,0.04001896200604449,-0.04381088599961212,-0.04030578702479637,0.003079236800164007,-0.012993659041115047,0.003079236800164007,1.1185366487815878,12.078066914498141,10.0,-0.21953813037602288,-0.08407570451074511,-0.11196707567585705,0.14113285642092604
breakout,baseline,symbol,META,True,537,2,218,319,0,0.4059590316573557,0.06978377795812857,0.03792227858091435,-0.04340433835361475,-0.039527259271541326,0.0025453997394207116,-0.013197638432546288,0.0025453997394207116,1.0987202979943629,11.97951582867784,10.0,-0.21953813037602288,-0.08413176685329915,-0.11196707567585705,0.14303035783620519
breakout,baseline,symbol,MRVL,True,530,2,219,311,0,0.41320754716981134,0.06984221283357506,0.0387848477951076,-0.04290051225274414,-0.03934122403588547,0.00368563264141417,-0.01244594228933521,0.00368563264141417,1.146408080977206,12.237735849056603,10.0,-0.21953813037602288,-0.08303835641516978,-0.10957460845156372,0.14424107925179783
breakout,baseline,symbol,MS,True,536,2,219,317,0,0.4085820895522388,0.07013284030765543,0.0387848477951076,-0.04362855888055109,-0.04023518231209178,0.0028523113101526975,-0.012768430247553864,0.0028523113101526975,1.1105430857980216,12.057835820895523,10.0,-0.21953813037602288,-0.08418782919585319,-0.11196707567585705,0.1436433504226547
breakout,baseline,symbol,MSFT,True,538,2,219,319,0,0.4070631970260223,0.07059852718272801,0.0387848477951076,-0.043664065087520645,-0.04001400835907376,0.0028480310224876324,-0.012993659041115047,0.0028480310224876324,1.1100049283496114,12.061338289962825,10.0,-0.21953813037602288,-0.08407570451074511,-0.11196707567585705,0.1426958402457052
breakout,baseline,symbol,MU,True,532,2,215,317,0,0.4041353383458647,0.07085753617744232,0.04001896200604449,-0.043162203034038185,-0.039527259271541326,0.002917202850300737,-0.013473423412262042,0.002917202850300737,1.1134267258406612,12.073308270676693,10.0,-0.21953813037602288,-0.08366459031891141,-0.10943460080462894,0.14481933929533922
breakout,baseline,symbol,NFLX,True,536,2,219,317,0,0.4085820895522388,0.07097579483695877,0.03815778881963072,-0.04382523902757086,-0.04023518231209178,0.0030804072715559933,-0.012993659041115047,0.0030804072715559933,1.1188473148175855,11.975746268656716,10.0,-0.21953813037602288,-0.08418782919585319,-0.11196707567585705,0.14193734891719453
breakout,baseline,symbol,NKE,True,546,2,223,323,0,0.4084249084249084,0.07051215528356179,0.0387848477951076,-0.04356198159570402,-0.04001400835907376,0.003028737312860591,-0.012993659041115047,0.003028737312860591,1.1175287456546974,12.08058608058608,10.0,-0.21953813037602288,-0.08379709604482319,-0.11096494859754368,0.14030792962673477
breakout,baseline,symbol,NOW,True,540,2,218,322,0,0.40370370370370373,0.0715454793967556,0.039401904900576046,-0.04355251247472297,-0.04012459533558277,0.0029129731326517088,-0.013473423412262042,0.0029129731326517088,1.1121659795240197,12.075925925925926,10.0,-0.21953813037602288,-0.08396357982563704,-0.11196707567585705,0.1414530699043666
breakout,baseline,symbol,NVDA,True,533,2,216,317,0,0.4052532833020638,0.06812590624775329,0.039401904900576046,-0.0434026311425466,-0.039527259271541326,0.0017946748167494185,-0.013232537858750226,0.0017946748167494185,1.0695244653145553,12.022514071294559,10.0,-0.21953813037602288,-0.0843560162235153,-0.11196707567585705,0.12607976398456422
breakout,baseline,symbol,ORCL,True,538,2,218,320,0,0.4052044609665427,0.07162198898560919,0.04036000006593954,-0.0436935100902071,-0.04012459533558277,0.0030328445538968943,-0.013473423412262042,0.0030328445538968943,1.1166985645170673,12.102230483271375,10.0,-0.21953813037602288,-0.08407570451074511,-0.11196707567585705,0.14130196384917681
breakout,baseline,symbol,PANW,True,532,2,217,315,0,0.40789473684210525,0.07025011690919764,0.0387848477951076,-0.04344838540853377,-0.04001400835907376,0.0029286352736987795,-0.012768430247553864,0.0029286352736987795,1.113839433314971,12.112781954887218,10.0,-0.21953813037602288,-0.08366459031891141,-0.1113974550584021,0.14472524175900878
breakout,baseline,symbol,PLTR,True,534,2,217,317,0,0.40636704119850187,0.07153350545801629,0.04001896200604449,-0.04327112273677945,-0.04001400835907376,0.0033816943386338,-0.012993659041115047,0.0033816943386338,1.1316491869983465,12.142322097378278,10.0,-0.21953813037602288,-0.08362042174360748,-0.11129843874884283,0.14212871420441361
breakout,baseline,symbol,QCOM,True,540,2,219,321,0,0.40555555555555556,0.07109018003492511,0.04001896200604449,-0.04365560279270472,-0.04023518231209178,0.002880186909611813,-0.013215088145648257,0.002880186909611813,1.1109863094429233,12.12962962962963,10.0,-0.21953813037602288,-0.08396357982563704,-0.11196707567585705,0.14170896952996084
breakout,baseline,symbol,ROKU,True,541,2,222,319,0,0.41035120147874304,0.0705427894534419,0.03847131830736916,-0.04301112745589129,-0.03971958441448509,0.0035858587804709426,-0.012747180845423922,0.0035858587804709426,1.1413900790077283,12.10536044362292,10.0,-0.21953813037602288,-0.08225197547669394,-0.1090774199173357,0.14087874223049834
breakout,baseline,symbol,RTX,True,535,2,219,316,0,0.4093457943925234,0.07060873012016931,0.0387848477951076,-0.044072576377759826,-0.040397946195201706,0.002871734132607433,-0.012789679649683805,0.002871734132607433,1.1103170120581551,12.009345794392523,10.0,-0.21953813037602288,-0.08424389153840722,-0.11196707567585705,0.14267522074541558
breakout,baseline,symbol,SHOP,True,534,2,222,312,0,0.4157303370786517,0.06984520661566805,0.03847131830736916,-0.04291538070994058,-0.03923745209860158,0.003962616268121434,-0.011742526020094679,0.003962616268121434,1.1580358845479581,12.170411985018726,10.0,-0.21953813037602288,-0.08362042174360748,-0.1119255480147059,0.14228577640720183
breakout,baseline,symbol,SMCI,True,536,2,220,316,0,0.41044776119402987,0.0684770010782164,0.03847131830736916,-0.043438758548751934,-0.04012459533558277,0.0024968144324664125,-0.012993659041115047,0.0024968144324664125,1.0974959483854865,12.113805970149254,10.0,-0.21953813037602288,-0.08357625316830355,-0.1099553160935015,0.12646271153521504
breakout,baseline,symbol,TSLA,True,537,2,219,318,0,0.40782122905027934,0.07029059641109914,0.03815778881963072,-0.042914448989662866,-0.039866796386779424,0.003252971760368564,-0.012789679649683805,0.003252971760368564,1.1280041111223253,12.115456238361267,10.0,-0.21953813037602288,-0.08230475769853103,-0.1080300325933737,0.14332096568834762
breakout,baseline,symbol,TSM,True,530,2,214,316,0,0.4037735849056604,0.07213339480293395,0.04168419586511518,-0.04349545010883729,-0.039866796386779424,0.0031924231196892063,-0.013723149125286993,0.0031924231196892063,1.1231020839064254,12.173584905660377,10.0,-0.21953813037602288,-0.08370875889421533,-0.11110025647560028,0.1429226051307476
breakout,baseline,symbol,UBER,True,539,2,221,318,0,0.4100185528756957,0.0699303257248064,0.0387848477951076,-0.04345110443491845,-0.04012459533558277,0.0030373854821486943,-0.012789679649683805,0.0030373854821486943,1.1184842812151403,12.0556586270872,10.0,-0.21953813037602288,-0.08351000030534766,-0.11092441099357152,0.14275562970677425
breakout,baseline,symbol,V,True,535,2,219,316,0,0.4093457943925234,0.07113942256587068,0.04001896200604449,-0.044090004871474596,-0.04041207693908572,0.0030786766402611304,-0.013197638432546288,0.0030786766402611304,1.118219911268495,12.026168224299065,10.0,-0.21953813037602288,-0.08424389153840722,-0.11196707567585705,0.14161087893454052
breakout,baseline,symbol,WMT,True,538,2,218,320,0,0.4052044609665427,0.07064752846669399,0.03792227858091435,-0.04402016161367167,-0.04034482936957384,0.0024436979356214747,-0.014104589563305625,0.0024436979356214747,1.0933314872925775,11.920074349442379,10.0,-0.21953813037602288,-0.08407570451074511,-0.11196707567585705,0.14325098015596976
breakout,baseline,symbol,XOM,True,539,2,219,320,0,0.40630797773654914,0.07047686632119086,0.0387848477951076,-0.04389144421080386,-0.04034482936957384,0.0025773127585965922,-0.013714308965773858,0.0025773127585965922,1.0989067745620584,12.048237476808906,10.0,-0.21953813037602288,-0.08401964216819108,-0.11196707567585705,0.1429421692862579
breakout,breakeven_1,year,2021,False,622,1,131,254,237,0.21061093247588425,0.06787988011655811,0.034945492122656185,-0.033196165166360495,-0.022472535184104858,0.0007402545707613355,0.0,0.0007402545707613355,1.0546071925133107,6.504823151125402,4.0,-0.21953813037602288,-0.06771233696430334,-0.09474546568298524,0.19717903054827707
breakout,breakeven_1,year,2022,False,605,1,132,248,225,0.21818181818181817,0.06629596339426966,0.034879376872433476,-0.0341616815188751,-0.026464655272448123,0.00046110768820259153,0.0,0.00046110768820259153,1.0329281110465678,6.68595041322314,4.0,-0.21953813037602288,-0.06885751640468964,-0.09546267079440683,0.20036048397880235
breakout,breakeven_1,year,2023,False,512,1,102,218,192,0.19921875,0.06902727842371514,0.04075384988069508,-0.03467528137398524,-0.02771112905272255,-0.0010125565240426534,0.0,-0.0010125565240426534,0.9314175888165926,6.376953125,4.0,-0.21953813037602288,-0.07101194188462615,-0.09834728418326912,0.20063817214774196
breakout,breakeven_1,year,2024,False,452,1,94,187,171,0.2079646017699115,0.06486324558924733,0.03397543708760953,-0.034532433731871336,-0.028773021112921793,-0.0007973894302448898,0.0,-0.0007973894302448898,0.9441863896916813,6.338495575221239,4.0,-0.21953813037602288,-0.06612429787534306,-0.095807999653006,0.28416482832805956
breakout,breakeven_1,year,2025,False,510,1,111,208,191,0.21764705882352942,0.06512589848064093,0.03292121755966737,-0.032916462800469545,-0.02117734939667376,0.0007497068016734876,0.0,0.0007497068016734876,1.0558451076317714,6.5,4.0,-0.21953813037602288,-0.06824345773451652,-0.09557802555134537,0.2425472654532997
breakout,breakeven_1,year,2026,False,534,0,115,215,204,0.2153558052434457,0.06477873090425014,0.03297491520671181,-0.031518459412724374,-0.02106868775602766,0.0012604593263165285,0.0,0.0012604593263165285,1.0993268474668947,6.589887640449438,4.0,-0.16202942358134653,-0.06381709577066672,-0.09097209042642863,0.2157561444945341
breakout,breakeven_1,symbol,AAPL,False,627,1,131,262,234,0.20893141945773525,0.06796468192792421,0.034945492122656185,-0.03374879554165376,-0.025266970135184863,9.75899531814804e-05,0.0,9.75899531814804e-05,1.0069201113272352,6.45933014354067,4.0,-0.21953813037602288,-0.06871805516305937,-0.09604537366553376,0.1969330036637308
breakout,breakeven_1,symbol,ABNB,False,641,1,135,263,243,0.21060842433697347,0.06692031201856949,0.034945492122656185,-0.03374250813063869,-0.025939787066725617,0.0002495514573305878,0.0,0.0002495514573305878,1.0180254049531512,6.480499219968799,4.0,-0.21953813037602288,-0.0677418264716475,-0.09518769041723417,0.19408025923415095
breakout,breakeven_1,symbol,AMD,False,635,1,133,263,239,0.2094488188976378,0.06679498067153541,0.03313761255300829,-0.03341423312912427,-0.024118010186611305,0.00015084900213311169,0.0,0.00015084900213311169,1.0109000607927527,6.507086614173228,4.0,-0.21953813037602288,-0.06732897336882926,-0.09600179202752429,0.19736839972065381
breakout,breakeven_1,symbol,AMZN,False,632,1,136,259,237,0.21518987341772153,0.06677345493460464,0.034879376872433476,-0.033935932660500365,-0.025939787066725617,0.0004616824557541742,0.0,0.0004616824557541742,1.0331971572910748,6.537974683544304,4.0,-0.21953813037602288,-0.0683694020589837,-0.09604537366553376,0.1930769071021124
breakout,breakeven_1,symbol,ARM,False,641,1,135,263,243,0.21060842433697347,0.06457034778976613,0.03481326162221077,-0.033127739828012,-0.024118010186611305,6.866422544883446e-06,0.0,6.866422544883446e-06,1.0005051740108328,6.5241809672386895,4.0,-0.21953813037602288,-0.06643219638235953,-0.09392709459728134,0.1885245839037781
breakout,breakeven_1,symbol,ASML,False,634,1,134,260,240,0.2113564668769716,0.06623642163105778,0.034879376872433476,-0.033559716268799854,-0.023724085835950814,0.00023683638592079145,0.0,0.00023683638592079145,1.0172086203992432,6.496845425867508,4.0,-0.21953813037602288,-0.06822994081735344,-0.09604537366553376,0.19754745040725002
breakout,breakeven_1,symbol,AVGO,False,627,1,130,257,240,0.20733652312599682,0.06603431809768154,0.03397543708760953,-0.03340429894232943,-0.024118010186611305,-7.072974163690661e-07,0.0,-7.072974163690661e-07,0.9999483424116005,6.478468899521531,4.0,-0.21953813037602288,-0.06693608434204287,-0.09560899577185983,0.2042490473288735
breakout,breakeven_1,symbol,BAC,False,638,1,135,263,240,0.2115987460815047,0.06687754636100975,0.03481326162221077,-0.03346522569225974,-0.024118010186611305,0.00035597868600627746,0.0,0.00035597868600627746,1.0258044833167879,6.484326018808777,4.0,-0.21953813037602288,-0.06795101833409291,-0.09604537366553376,0.19420436620812265
breakout,breakeven_1,symbol,CAT,False,625,1,130,258,237,0.208,0.06810866285573128,0.034879376872433476,-0.033705069005361736,-0.025266970135184863,0.00025314938857878475,0.0,0.00025314938857878475,1.0181945774310281,6.4672,4.0,-0.21953813037602288,-0.06762386844227086,-0.0957895409330863,0.1980283564079439
breakout,breakeven_1,symbol,COIN,False,638,1,137,261,240,0.21473354231974923,0.06636465362519826,0.03481326162221077,-0.03336356198495884,-0.024118010186611305,0.0006019872548243065,0.0,0.0006019872548243065,1.044105734314131,6.567398119122257,4.0,-0.21953813037602288,-0.06724050484679678,-0.09474546568298524,0.19284824462976582
breakout,breakeven_1,symbol,COP,False,632,1,136,258,238,0.21518987341772153,0.06682122002728039,0.034879376872433476,-0.0338174703113007,-0.025266970135184863,0.0005740167458774537,0.0,0.0005740167458774537,1.0415796488426006,6.594936708860759,4.0,-0.21953813037602288,-0.0683694020589837,-0.09604537366553376,0.19293889201712122
breakout,breakeven_1,symbol,COST,False,627,1,133,261,233,0.21212121212121213,0.06754186297334387,0.034945492122656185,-0.03366431463588612,-0.02459415320364411,0.0003136868508587839,0.0,0.0003136868508587839,1.022384818149696,6.5103668261563,4.0,-0.21953813037602288,-0.06871805516305937,-0.09604537366553376,0.19518588715439852
breakout,breakeven_1,symbol,CRM,False,640,1,136,265,239,0.2125,0.06558914276447324,0.03397543708760953,-0.03359666991064712,-0.02459415320364411,2.657170257324079e-05,0.0,2.657170257324079e-05,1.0019101050386672,6.4890625,4.0,-0.21953813037602288,-0.06781155709246263,-0.09604537366553376,0.19656320561455795
breakout,breakeven_1,symbol,CRWD,False,635,0,135,260,240,0.2125984251968504,0.06608441882847574,0.03481326162221077,-0.033099916501441715,-0.023724085835950814,0.0004967216558572914,0.0,0.0004967216558572914,1.0366510628805734,6.5165354330708665,4.0,-0.21953813037602288,-0.06646596590966622,-0.09541898097950091,0.19653515510675496
breakout,breakeven_1,symbol,CVX,False,633,1,135,259,239,0.2132701421800948,0.06563306983002662,0.03313761255300829,-0.03383437717533981,-0.02459415320364411,0.0001538084338713762,0.0,0.0001538084338713762,1.0111103031645416,6.513428120063191,4.0,-0.21953813037602288,-0.06829967143816858,-0.09604537366553376,0.1978866985534839
breakout,breakeven_1,symbol,DDOG,False,636,1,136,260,240,0.2138364779874214,0.06662119949325097,0.034879376872433476,-0.03295419021911994,-0.024356081695127707,0.0007742038901115589,0.0,0.0007742038901115589,1.057468316196247,6.573899371069182,4.0,-0.16202942358134653,-0.0672994838614851,-0.09130173916852202,0.19351816318770734
breakout,breakeven_1,symbol,DE,False,633,1,134,261,238,0.21169036334913113,0.06660440471924647,0.034879376872433476,-0.03364550097944804,-0.024118010186611305,0.00022672113229555948,0.0,0.00022672113229555948,1.0163428654518556,6.529225908372828,4.0,-0.21953813037602288,-0.06829967143816858,-0.09604537366553376,0.1964560192748634
breakout,breakeven_1,symbol,ETN,False,629,1,133,255,241,0.21144674085850557,0.06760679765371061,0.034945492122656185,-0.033422641733693095,-0.02459415320364411,0.0007455174019900976,0.0,0.0007455174019900976,1.0550208729627462,6.516693163751987,4.0,-0.21953813037602288,-0.0668641003478024,-0.09539061997855647,0.19499841586993708
breakout,breakeven_1,symbol,GE,False,629,1,133,262,234,0.21144674085850557,0.06399508727268241,0.03297491520671181,-0.033326180270473696,-0.023724085835950814,-0.0003499405780561962,0.0,-0.0003499405780561962,0.9747908547955777,6.456279809220986,4.0,-0.21953813037602288,-0.0685785939214291,-0.09604537366553376,0.20600360131300996
breakout,breakeven_1,symbol,GOOGL,False,634,1,137,261,236,0.21608832807570977,0.06636465362519826,0.03481326162221077,-0.03348539609824007,-0.024118010186611305,0.0005556295978099468,0.0,0.0005556295978099468,1.0403068335653147,6.563091482649842,4.0,-0.21953813037602288,-0.06822994081735344,-0.09604537366553376,0.19284824462976582
breakout,breakeven_1,symbol,GS,False,632,1,133,260,239,0.21044303797468356,0.06734954874309569,0.034945492122656185,-0.0331357572518273,-0.022472535184104858,0.0005414447742984647,0.0,0.0005414447742984647,1.0397192461160043,6.4825949367088604,4.0,-0.21953813037602288,-0.06741744189086174,-0.09594366757147982,0.19574323348178954
breakout,breakeven_1,symbol,HD,False,639,1,136,261,242,0.21283255086071987,0.06681878432637858,0.034879376872433476,-0.033897941597135925,-0.025939787066725617,0.0003755741964554169,0.0,0.0003755741964554169,1.0271258134350976,6.502347417840376,4.0,-0.21953813037602288,-0.06788128771327777,-0.09604537366553376,0.19294592509079977
