module,scenario,removed_top,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
squeeze,baseline,0,194,0,66,128,0,0.3402061855670103,0.081788895659874,0.053582172636585046,-0.036871951958035026,-0.03166704791833019,0.0034972023862020634,-0.01926292279803754,0.0034972023862020634,1.1437528279658231,11.95360824742268,8.0,-0.14879647972730503,-0.07507114978092018,-0.09352004371755626,0.3060898420924718
squeeze,baseline,1,193,0,65,128,0,0.33678756476683935,0.07680499676551582,0.05264492397153275,-0.036871951958035026,-0.03166704791833019,0.0014130307726945295,-0.019467077574005565,0.0014130307726945295,1.0577833651003437,11.7720207253886,8.0,-0.14879647972730503,-0.07510084977257776,-0.09352004371755626,0.2959909864156877
squeeze,baseline,3,191,0,63,128,0,0.3298429319371728,0.06842163495439285,0.05150216381907469,-0.036871951958035026,-0.03166704791833019,-0.002141606536658295,-0.01972899233934,-0.002141606536658295,0.9133303680923407,11.56020942408377,8.0,-0.14879647972730503,-0.07516024975589292,-0.09352004371755626,0.2603938816041366
squeeze,baseline,5,189,0,61,128,0,0.32275132275132273,0.0614061246419686,0.047964129282340284,-0.036871951958035026,-0.03166704791833019,-0.00515257273792804,-0.020208234917319157,-0.00515257273792804,0.7936617054609464,11.465608465608465,8.0,-0.14879647972730503,-0.07521964973920807,-0.09352004371755626,0.22701473559404395
squeeze,breakeven_1,0,209,0,32,95,82,0.15311004784688995,0.07607852309849378,0.04094382061914126,-0.030754163533650004,-0.019741090575221,-0.002330778930837079,0.0,-0.002330778930837079,0.8332676600932089,5.923444976076555,4.0,-0.2336822901848492,-0.07122243977000373,-0.10088836661092446,0.53385129975629
squeeze,breakeven_1,1,208,0,31,95,82,0.14903846153846154,0.0663942109553322,0.038426993629730344,-0.030754163533650004,-0.019741090575221,-0.0041510817119300575,0.0,-0.0041510817119300575,0.7044730493374024,5.778846153846154,4.0,-0.2336822901848492,-0.07126925153976055,-0.10088836661092446,0.5100973690893517
squeeze,breakeven_1,3,206,0,29,95,82,0.1407766990291262,0.05039199412789626,0.03609543795056358,-0.030754163533650004,-0.019741090575221,-0.007088726728095915,0.0,-0.007088726728095915,0.5001865598868709,5.669902912621359,4.0,-0.2336822901848492,-0.07136287507927416,-0.10088836661092446,0.47080735542302615
squeeze,breakeven_1,5,204,0,27,95,82,0.1323529411764706,0.042031294410458,0.03346808534492007,-0.030754163533650004,-0.019741090575221,-0.008758826404972471,0.0,-0.008758826404972471,0.3884266367075668,5.612745098039215,4.0,-0.2336822901848492,-0.07145649861878778,-0.10088836661092446,0.46978310888911257
squeeze,breakeven_2,0,202,0,46,88,68,0.22772277227722773,0.07309682427174931,0.04444193654864159,-0.03850098864343339,-0.03529913774584936,-0.00012689645604787504,0.0,-0.00012689645604787504,0.9924343489063404,8.247524752475247,6.0,-0.14879647972730503,-0.07542754968081111,-0.09595071921849817,0.3865235992355507
squeeze,breakeven_2,1,201,0,45,88,68,0.22388059701492538,0.0663591492658659,0.04346064760855217,-0.03850098864343339,-0.03529913774584936,-0.0019996282769063345,0.0,-0.0019996282769063345,0.881371026309428,8.109452736318408,6.0,-0.14879647972730503,-0.0754572496724687,-0.09595071921849817,0.3582562415381786
squeeze,breakeven_2,3,199,0,43,88,68,0.21608040201005024,0.05556532574552696,0.039665161999212106,-0.03850098864343339,-0.03529913774584936,-0.005018984892283819,0.0,-0.005018984892283819,0.7052088705570199,8.020100502512562,6.0,-0.14879647972730503,-0.07556578592137327,-0.09800006617310113,0.31364559178452345
squeeze,breakeven_2,5,197,0,41,88,68,0.20812182741116753,0.05031185674222032,0.038426993629730344,-0.03850098864343339,-0.03529913774584936,-0.006727415605030992,0.0,-0.006727415605030992,0.6088350523620715,7.9847715736040605,6.0,-0.14879647972730503,-0.07567432217027784,-0.09800006617310113,0.32484624637457765
squeeze,breakeven_3,0,198,0,55,99,44,0.2777777777777778,0.07167229735721299,0.05150216381907469,-0.03882526293696167,-0.03414937066490009,0.0004963400196338852,-8.807542132543977e-05,0.0004963400196338852,1.0255678896722356,9.808080808080808,7.0,-0.14879647972730503,-0.07495234981428987,-0.09352004371755626,0.3296995398101298
squeeze,breakeven_3,1,197,0,54,99,44,0.27411167512690354,0.06603118805759653,0.049733146550707485,-0.03882526293696167,-0.03414937066490009,-0.0014112531758832144,-0.00017615084265087955,-0.0014112531758832144,0.9276694848469837,9.6751269035533,7.0,-0.14879647972730503,-0.07498204980594744,-0.09352004371755626,0.30002967924444157
squeeze,breakeven_3,3,195,0,52,99,44,0.26666666666666666,0.05709291240776742,0.04669367738553565,-0.03882526293696167,-0.03414937066490009,-0.004486510695155384,-0.00045295990636673444,-0.004486510695155384,0.7723887527791162,9.6,7.0,-0.14879647972730503,-0.07504144978926261,-0.09352004371755626,0.25242128133792435
squeeze,breakeven_3,5,193,0,50,99,44,0.25906735751295334,0.05284617129154559,0.04444193654864159,-0.03882526293696167,-0.03414937066490009,-0.006224831430994431,-0.00106467858347703,-0.006224831430994431,0.6874386284032534,9.580310880829016,7.0,-0.14879647972730503,-0.07510084977257776,-0.09352004371755626,0.2535995754726995
squeeze,breakeven_4,0,196,0,62,107,27,0.3163265306122449,0.06981265672434009,0.047544193656259726,-0.03850322110908783,-0.0329800062846336,0.0010639798889626908,-0.008544884110568918,0.0010639798889626908,1.050618427517092,11.127551020408163,8.0,-0.14879647972730503,-0.07501174979760503,-0.09352004371755626,0.32125920876453
squeeze,breakeven_4,1,195,0,61,107,27,0.3128205128205128,0.06430561300190049,0.04712425803017917,-0.03850322110908783,-0.0329800062846336,-0.0010112936695203523,-0.00863799890995709,-0.0010112936695203523,0.9521335676719386,10.943589743589744,8.0,-0.14879647972730503,-0.07504144978926261,-0.09352004371755626,0.2883838226973144
squeeze,breakeven_4,3,193,0,59,107,27,0.30569948186528495,0.05532837539242397,0.04542322548873101,-0.03850322110908783,-0.0329800062846336,-0.0044324896918102805,-0.00883477236336594,-0.0044324896918102805,0.7923536974340543,10.77720207253886,8.0,-0.14879647972730503,-0.07510084977257776,-0.09352004371755626,0.232791970521511
squeeze,breakeven_4,5,191,0,57,107,27,0.29842931937172773,0.0515412503074805,0.04346064760855217,-0.03850322110908783,-0.0329800062846336,-0.006188447074062878,-0.01287908059296905,-0.006188447074062878,0.7130975827795164,10.769633507853403,8.0,-0.14879647972730503,-0.07516024975589292,-0.09352004371755626,0.23543259604609654
