module,scenario,year,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
breakout,time_5,2023,114,0,48,66,0,0.42105263157894735,0.07390407540447352,0.032086495374129664,-0.041537360535958655,-0.037921381136984955,0.007069559860012787,-0.012768430247553864,0.007069559860012787,1.293977705431019,12.780701754385966,11.0,-0.13822502620668287,-0.07438059684399359,-0.09689099909293325,0.5428760990843522
breakout,time_5,2024,169,0,80,89,0,0.47337278106508873,0.06401687308022061,0.034884198946416256,-0.04024587237044003,-0.03429147284214651,0.009109273405020624,-0.0028746252030772412,0.009109273405020624,1.4297927541902788,12.36094674556213,10.0,-0.1437077899233894,-0.0809264000433449,-0.10268151347446852,0.25450483774176336
breakout,time_5,2025,118,0,46,72,0,0.3898305084745763,0.06814300047132073,0.044141895058541936,-0.04533489183924301,-0.041710865455572566,-0.0010977473791927424,-0.02138502009211818,-0.0010977473791927424,0.9603156440971468,11.347457627118644,9.0,-0.16202942358134653,-0.08132609257186241,-0.11196985404928012,0.32980846370356803
breakout,time_5,2026,96,2,34,62,0,0.3541666666666667,0.08591619779534086,0.04304738144011577,-0.050383834754369965,-0.044777232630667074,-0.0021109065596807163,-0.014104589563305625,-0.0021109065596807163,0.9351279930271259,10.78125,8.0,-0.21953813037602288,-0.09325967436977933,-0.13583164708244005,0.452803898619014
meanrev,baseline,2022,7,0,2,5,0,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.02627654609990282,-0.019046627706606145,-0.012718005191677604,-0.009731563084107941,-0.012718005191677604,0.3223916415554138,7.714285714285714,7.0,-0.06718853304223316,-0.0576218115073024,-0.06718853304223316,1.0
meanrev,baseline,2023,8,0,5,3,0,0.625,0.07142260506430902,0.07284205647065445,-0.0418068330550696,-0.03560928546578934,0.028961565769542036,0.02832623505416898,0.028961565769542036,2.8473258175375444,14.25,12.0,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,baseline,2024,19,0,11,8,0,0.5789473684210527,0.069993063294018,0.06977126698815361,-0.038290279660841836,-0.03450588848378383,0.024400076786708594,0.004226827778222031,0.024400076786708594,2.5134436959387525,13.421052631578947,15.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8424571786066712
meanrev,baseline,2025,13,0,6,7,0,0.46153846153846156,0.044069609321793046,0.0462702623958372,-0.04428793883094172,-0.0429881023642531,-0.003507531991217979,-0.0037253653351255744,-0.003507531991217979,0.8529173369626418,8.461538461538462,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9319866049619718
meanrev,baseline,2026,8,1,3,5,0,0.375,0.16178625562555707,0.128912119821051,-0.061684160757092085,-0.0611915456711396,0.02211724538640135,-0.04062627942377239,0.02211724538640135,1.5736901042975364,12.375,8.5,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,breakeven_1,2022,7,0,2,2,3,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.041970333651335234,-0.041970333651335234,-0.005940567592128513,0.0,-0.005940567592128513,0.504602780974358,5.571428571428571,5.0,-0.06718853304223316,-0.0520576134076944,-0.06718853304223316,1.0
meanrev,breakeven_1,2023,9,0,2,3,4,0.2222222222222222,0.07154786337753527,0.07154786337753527,-0.039313799483724855,-0.03560928546578934,0.002794925367099552,0.0,0.002794925367099552,1.2132781926806588,7.0,6.0,-0.07538102799497814,-0.059472330983302624,-0.07538102799497814,1.0
meanrev,breakeven_1,2024,19,0,8,7,4,0.42105263157894735,0.09122099885973223,0.07789478398946192,-0.0275514331022495,-0.02874775392887874,0.02825831364011112,0.0,0.02825831364011112,3.7839254944925647,11.157894736842104,6.0,-0.05701756489586263,-0.03877047908976826,-0.05701756489586263,0.8888136407457804
meanrev,breakeven_1,2025,13,0,4,6,3,0.3076923076923077,0.050742281684448276,0.051565567659871414,-0.042653685167565604,-0.03735440487544717,-0.004073306482123118,0.0,-0.004073306482123118,0.7930894518665309,5.923076923076923,4.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,1.0
meanrev,breakeven_1,2026,8,1,0,7,1,0.0,,,-0.03905290460065274,-0.051084572219021185,-0.03417129152557115,-0.03057974386495299,-0.03417129152557115,0.0,3.375,2.5,-0.086690138035727,-0.07776563070812141,-0.086690138035727,
meanrev,breakeven_2,2022,7,0,2,2,3,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.041970333651335234,-0.041970333651335234,-0.005940567592128513,0.0,-0.005940567592128513,0.504602780974358,5.571428571428571,5.0,-0.06718853304223316,-0.0520576134076944,-0.06718853304223316,1.0
meanrev,breakeven_2,2023,8,0,3,2,3,0.375,0.07227461699245878,0.07284205647065445,-0.05549515673038374,-0.05549515673038374,0.013229192189576106,0.0,0.013229192189576106,1.9535385045472329,10.0,9.5,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,breakeven_2,2024,19,0,10,8,1,0.5263157894736842,0.0763019672432659,0.07223415573879999,-0.038290279660841836,-0.03450588848378383,0.024036707112943385,0.00279795965155083,0.024036707112943385,2.490905261045185,12.842105263157896,13.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8500799760560924
meanrev,breakeven_2,2025,13,0,5,6,2,0.38461538461538464,0.044190613845128235,0.0490759380865573,-0.04328469532847945,-0.0392474353581887,-0.002981161749633502,0.0,-0.002981161749633502,0.8507744194141821,7.6923076923076925,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,1.0
meanrev,breakeven_2,2026,8,1,1,6,1,0.125,0.039319868057414054,0.039319868057414054,-0.04805022374598058,-0.05957001426766806,-0.031122684302308676,-0.03030868551363214,-0.031122684302308676,0.13638461659505863,6.125,5.0,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,breakeven_3,2022,7,0,2,2,3,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.041970333651335234,-0.041970333651335234,-0.005940567592128513,0.0,-0.005940567592128513,0.504602780974358,6.428571428571429,6.0,-0.06718853304223316,-0.0520576134076944,-0.06718853304223316,1.0
meanrev,breakeven_3,2023,8,0,5,2,1,0.625,0.07142260506430902,0.07284205647065445,-0.05549515673038374,-0.05549515673038374,0.0307653389825972,0.02832623505416898,0.0307653389825972,3.2175152424249736,14.25,12.0,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,breakeven_3,2024,19,0,10,8,1,0.5263157894736842,0.0763019672432659,0.07223415573879999,-0.038290279660841836,-0.03450588848378383,0.024036707112943385,0.00279795965155083,0.024036707112943385,2.490905261045185,12.842105263157896,13.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8500799760560924
meanrev,breakeven_3,2025,13,0,5,7,1,0.38461538461538464,0.044190613845128235,0.0490759380865573,-0.043242324905018545,-0.0429881023642531,-0.006287938854576048,-0.0037253653351255744,-0.006287938854576048,0.7299497481789725,7.769230769230769,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,1.0
meanrev,breakeven_3,2026,8,1,1,6,1,0.125,0.039319868057414054,0.039319868057414054,-0.05148942171602733,-0.05957001426766806,-0.03370208277984374,-0.04062627942377239,-0.03370208277984374,0.12727490666034155,6.25,5.0,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,breakeven_4,2022,7,0,2,3,2,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.034329098336425536,-0.019046627706606145,-0.008661514407357962,0.0,-0.008661514407357962,0.41128077161319354,6.857142857142857,6.0,-0.06718853304223316,-0.05274596144154505,-0.06718853304223316,1.0
meanrev,breakeven_4,2023,8,0,5,3,0,0.625,0.07142260506430902,0.07284205647065445,-0.0418068330550696,-0.03560928546578934,0.028961565769542036,0.02832623505416898,0.028961565769542036,2.8473258175375444,14.25,12.0,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,breakeven_4,2024,19,0,11,8,0,0.5789473684210527,0.069993063294018,0.06977126698815361,-0.038290279660841836,-0.03450588848378383,0.024400076786708594,0.004226827778222031,0.024400076786708594,2.5134436959387525,13.421052631578947,15.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8424571786066712
meanrev,breakeven_4,2025,13,0,6,7,0,0.46153846153846156,0.044069609321793046,0.0462702623958372,-0.04428793883094172,-0.0429881023642531,-0.003507531991217979,-0.0037253653351255744,-0.003507531991217979,0.8529173369626418,8.461538461538462,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9319866049619718
meanrev,breakeven_4,2026,8,1,2,5,1,0.25,0.17822332352781012,0.17822332352781012,-0.061684160757092085,-0.0611915456711396,0.0060032304087699745,-0.04062627942377239,0.0060032304087699745,1.1557153171274623,9.625,7.0,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,early_3,2022,7,0,2,5,0,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.02627654609990282,-0.019046627706606145,-0.012718005191677604,-0.009731563084107941,-0.012718005191677604,0.3223916415554138,7.714285714285714,7.0,-0.06718853304223316,-0.0576218115073024,-0.06718853304223316,1.0
meanrev,early_3,2023,8,0,4,4,0,0.5,0.07106774221272266,0.07014458717208438,-0.04065793690514846,-0.03641026696058719,0.0152049026537871,0.0021141965678167507,0.0152049026537871,1.747942655784963,12.0,10.5,-0.07538102799497814,-0.062021605156120554,-0.07538102799497814,1.0
meanrev,early_3,2024,19,0,10,9,0,0.5263157894736842,0.07656968684559759,0.07223415573879999,-0.035278803883802855,-0.03226875185625433,0.023588822815881594,0.00279795965155083,0.023588822815881594,2.411573536014989,12.473684210526315,13.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8471077414484364
meanrev,early_3,2025,13,0,6,7,0,0.46153846153846156,0.044069609321793046,0.0462702623958372,-0.04487609822236116,-0.0429881023642531,-0.0038242332019822957,-0.0037253653351255744,-0.0038242332019822957,0.8417387505500407,7.6923076923076925,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9319866049619718
meanrev,early_3,2026,8,1,3,5,0,0.375,0.16178625562555707,0.128912119821051,-0.0547787017087731,-0.0611915456711396,0.026433157291600715,-0.02336263180297493,0.026433157291600715,1.7720710850616543,12.125,7.5,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,lock25_1,2022,7,0,5,2,0,0.7142857142857143,0.00978986466569105,0.0057240843174311,-0.041970333651335234,-0.041970333651335234,-0.004998763424887888,0.005585074743664542,-0.004998763424887888,0.5831419370536501,4.0,3.0,-0.06718853304223316,-0.0520576134076944,-0.06718853304223316,1.0
meanrev,lock25_1,2023,9,0,6,3,0,0.6666666666666666,0.026502986701895326,0.007051182742839002,-0.039313799483724855,-0.03560928546578934,0.004564057973355264,0.006339666716190573,0.004564057973355264,1.3482790801162345,6.0,5.0,-0.07538102799497814,-0.059472330983302624,-0.07538102799497814,0.9716914410133964
meanrev,lock25_1,2024,19,0,12,7,0,0.631578947368421,0.03594070082596671,0.010819566211266118,-0.0275514331022495,-0.02874775392887874,0.012548862010308108,0.0038515978089168623,0.012548862010308108,2.2362767758291673,7.842105263157895,6.0,-0.05701756489586263,-0.03877047908976826,-0.05701756489586263,0.8877595803488276
meanrev,lock25_1,2025,13,0,7,6,0,0.5384615384615384,0.031097524289537364,0.025023805947057554,-0.042653685167565604,-0.03735440487544717,-0.002941495459894775,0.0011047264179131489,-0.002941495459894775,0.8505817225857981,5.538461538461538,4.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9773424768489037
meanrev,lock25_1,2026,8,1,1,7,0,0.125,0.004086736988175854,0.004086736988175854,-0.03905290460065274,-0.051084572219021185,-0.03366044940204917,-0.03057974386495299,-0.03366044940204917,0.014949453202250405,3.375,2.5,-0.086690138035727,-0.07776563070812141,-0.086690138035727,1.0
meanrev,lock25_2,2022,7,0,5,2,0,0.7142857142857143,0.00978986466569105,0.0057240843174311,-0.041970333651335234,-0.041970333651335234,-0.004998763424887888,0.005585074743664542,-0.004998763424887888,0.5831419370536501,4.0,3.0,-0.06718853304223316,-0.0520576134076944,-0.06718853304223316,1.0
meanrev,lock25_2,2023,8,0,6,2,0,0.75,0.029530301438225992,0.008550467337955836,-0.05549515673038374,-0.05549515673038374,0.008273936896073558,0.007051182742839002,0.008273936896073558,1.5963718193478715,7.25,7.0,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,0.9642194265583302
meanrev,lock25_2,2024,19,0,11,8,0,0.5789473684210527,0.03982149099321954,0.010829789784338129,-0.038290279660841836,-0.03450588848378383,0.006932324402035804,0.007640146799454239,0.006932324402035804,1.4299856412820218,8.894736842105264,6.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8740835624243685
meanrev,lock25_2,2025,13,0,7,6,0,0.5384615384615384,0.03348203620741495,0.025023805947057554,-0.04328469532847945,-0.0392474353581887,-0.0019487629629978494,0.0036397910730188165,-0.0019487629629978494,0.902452362870534,7.3076923076923075,7.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9461903504722504
meanrev,lock25_2,2026,8,1,2,6,0,0.25,0.027568787280989326,0.027568787280989326,-0.04805022374598058,-0.05957001426766806,-0.0291454709892381,-0.03030868551363214,-0.0291454709892381,0.1912498016431919,6.125,5.0,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,lock25_3,2022,7,0,5,2,0,0.7142857142857143,0.013597883205898453,0.011689959362211955,-0.041970333651335234,-0.041970333651335234,-0.0022787501818826,0.011538782391799618,-0.0022787501818826,0.809969925356184,5.428571428571429,5.0,-0.06718853304223316,-0.0520576134076944,-0.06718853304223316,1.0
meanrev,lock25_3,2023,8,0,6,2,0,0.75,0.05261458826862183,0.029886640054413216,-0.05549515673038374,-0.05549515673038374,0.025587152018870435,0.02021898384031906,0.025587152018870435,2.844280007582096,12.625,10.5,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,0.9694724339218279
meanrev,lock25_3,2024,19,0,11,8,0,0.5789473684210527,0.039413291666911716,0.010829789784338129,-0.038290279660841836,-0.03450588848378383,0.0066959984762786405,0.007640146799454239,0.0066959984762786405,1.4153272455052144,8.894736842105264,6.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8831363541661431
meanrev,lock25_3,2025,13,0,6,7,0,0.46153846153846156,0.03845574372981431,0.03704987201680743,-0.043242324905018545,-0.0429881023642531,-0.005535523996634151,-0.0037253653351255744,-0.005535523996634151,0.762263965374838,7.384615384615385,7.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9611163184248409
meanrev,lock25_3,2026,8,1,2,6,0,0.25,0.027568787280989326,0.027568787280989326,-0.05148942171602733,-0.05957001426766806,-0.031724869466773165,-0.04062627942377239,-0.031724869466773165,0.17847541211497606,6.25,5.0,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,lock25_4,2022,7,0,4,3,0,0.5714285714285714,0.014785305548064176,0.01353454813490429,-0.034329098336425536,-0.019046627706606145,-0.006263724688145701,0.011538782391799618,-0.006263724688145701,0.5742574575526965,5.857142857142857,5.0,-0.06718853304223316,-0.05274596144154505,-0.06718853304223316,1.0
meanrev,lock25_4,2023,8,0,5,3,0,0.625,0.06121007153829079,0.037993891268263136,-0.0418068330550696,-0.03560928546578934,0.022578732315780642,0.02021898384031906,0.022578732315780642,2.4401940649934137,12.625,10.5,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,lock25_4,2024,19,0,11,8,0,0.5789473684210527,0.046567703527651313,0.013264616825445996,-0.038290279660841836,-0.03450588848378383,0.010838026395654198,0.01035116507712619,0.010838026395654198,1.672241438758737,10.210526315789474,8.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8827093769780567
meanrev,lock25_4,2025,13,0,6,7,0,0.46153846153846156,0.04420454062007447,0.0462702623958372,-0.04428793883094172,-0.0429881023642531,-0.003445256007395784,-0.0037253653351255744,-0.003445256007395784,0.8555287793006657,8.076923076923077,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9321942111391717
meanrev,lock25_4,2026,8,1,3,5,0,0.375,0.12408811785339495,0.039319868057414054,-0.061684160757092085,-0.0611915456711396,0.00798044372184055,-0.04062627942377239,0.00798044372184055,1.207001437617465,9.625,7.0,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,time_10,2022,7,0,2,5,0,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.02627654609990282,-0.019046627706606145,-0.012718005191677604,-0.009731563084107941,-0.012718005191677604,0.3223916415554138,7.714285714285714,7.0,-0.06718853304223316,-0.0576218115073024,-0.06718853304223316,1.0
meanrev,time_10,2023,8,0,5,3,0,0.625,0.07142260506430902,0.07284205647065445,-0.0418068330550696,-0.03560928546578934,0.028961565769542036,0.02832623505416898,0.028961565769542036,2.8473258175375444,14.25,12.0,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,time_10,2024,19,0,10,9,0,0.5263157894736842,0.07656968684559759,0.07223415573879999,-0.034943073932607566,-0.03226875185625433,0.023747852792763573,0.00279795965155083,0.023747852792763573,2.4347437203871958,12.842105263157896,13.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8471077414484364
meanrev,time_10,2025,13,0,6,7,0,0.46153846153846156,0.044069609321793046,0.0462702623958372,-0.04428793883094172,-0.0429881023642531,-0.003507531991217979,-0.0037253653351255744,-0.003507531991217979,0.8529173369626418,8.461538461538462,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9319866049619718
meanrev,time_10,2026,8,1,3,5,0,0.375,0.16178625562555707,0.128912119821051,-0.061684160757092085,-0.0611915456711396,0.02211724538640135,-0.04062627942377239,0.02211724538640135,1.5736901042975364,12.375,8.5,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,time_15,2022,7,0,2,5,0,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.02627654609990282,-0.019046627706606145,-0.012718005191677604,-0.009731563084107941,-0.012718005191677604,0.3223916415554138,7.714285714285714,7.0,-0.06718853304223316,-0.0576218115073024,-0.06718853304223316,1.0
meanrev,time_15,2023,8,0,5,3,0,0.625,0.07142260506430902,0.07284205647065445,-0.0418068330550696,-0.03560928546578934,0.028961565769542036,0.02832623505416898,0.028961565769542036,2.8473258175375444,14.25,12.0,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,time_15,2024,19,0,11,8,0,0.5789473684210527,0.069993063294018,0.06977126698815361,-0.038290279660841836,-0.03450588848378383,0.024400076786708594,0.004226827778222031,0.024400076786708594,2.5134436959387525,13.421052631578947,15.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8424571786066712
meanrev,time_15,2025,13,0,6,7,0,0.46153846153846156,0.044069609321793046,0.0462702623958372,-0.04428793883094172,-0.0429881023642531,-0.003507531991217979,-0.0037253653351255744,-0.003507531991217979,0.8529173369626418,8.461538461538462,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9319866049619718
meanrev,time_15,2026,8,1,3,5,0,0.375,0.16178625562555707,0.128912119821051,-0.061684160757092085,-0.0611915456711396,0.02211724538640135,-0.04062627942377239,0.02211724538640135,1.5736901042975364,12.375,8.5,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
meanrev,time_5,2022,7,0,2,5,0,0.2857142857142857,0.02117834707888544,0.02117834707888544,-0.02627654609990282,-0.019046627706606145,-0.012718005191677604,-0.009731563084107941,-0.012718005191677604,0.3223916415554138,7.714285714285714,7.0,-0.06718853304223316,-0.0576218115073024,-0.06718853304223316,1.0
meanrev,time_5,2023,8,0,5,3,0,0.625,0.07142260506430902,0.07284205647065445,-0.0418068330550696,-0.03560928546578934,0.028961565769542036,0.02832623505416898,0.028961565769542036,2.8473258175375444,14.25,12.0,-0.07538102799497814,-0.061460918109762064,-0.07538102799497814,1.0
meanrev,time_5,2024,19,0,10,9,0,0.5263157894736842,0.07656968684559759,0.07223415573879999,-0.037624937231031316,-0.03230219779254717,0.022477496493510215,0.00279795965155083,0.022477496493510215,2.2611979205715147,12.578947368421053,13.0,-0.05701756489586263,-0.05427736566185737,-0.05701756489586263,0.8471077414484364
meanrev,time_5,2025,13,0,6,7,0,0.46153846153846156,0.044069609321793046,0.0462702623958372,-0.04245810822822555,-0.0429881023642531,-0.00252223858975543,-0.0037253653351255744,-0.00252223858975543,0.8896757868769007,7.846153846153846,9.0,-0.10417027794415878,-0.07769893723186158,-0.10417027794415878,0.9319866049619718
meanrev,time_5,2026,8,1,3,5,0,0.375,0.16178625562555707,0.128912119821051,-0.05605013979631783,-0.0611915456711396,0.02563850848688526,-0.026541227021836755,0.02563850848688526,1.7318735283816598,12.375,8.5,-0.086690138035727,-0.08409888615408972,-0.086690138035727,1.0
pullback,baseline,2021,17,0,5,12,0,0.29411764705882354,0.035682627103743106,0.01867307468150603,-0.03477511867383897,-0.02809896884130192,-0.014052252268667772,-0.02156208713716512,-0.014052252268667772,0.4275402028868182,4.235294117647059,4.0,-0.07314156735452881,-0.07216889043370918,-0.07314156735452881,1.0
pullback,baseline,2022,42,0,20,22,0,0.47619047619047616,0.05531397177635709,0.019054722503397126,-0.03101187890925806,-0.0265610886836668,0.010095669036272967,-0.003296137199256588,0.010095669036272967,1.6214892697967267,5.095238095238095,3.0,-0.07398908190423958,-0.06679335308529322,-0.07150250685368409,0.7786984833660939
pullback,baseline,2023,63,0,29,34,0,0.4603174603174603,0.045620923999027715,0.019817539768247627,-0.026192869941452382,-0.016996673889954184,0.006864273300990837,-0.0031816407767758514,0.006864273300990837,1.4855937770234406,6.079365079365079,4.0,-0.09911242688951127,-0.0696314599425128,-0.08239356666908176,0.5647248934961031
pullback,baseline,2024,90,0,40,50,0,0.4444444444444444,0.07027820755914546,0.03374846097120965,-0.026484488379101556,-0.020760846334079208,0.016521154260119342,-0.006811499508822372,0.016521154260119342,2.1228488631738345,6.7555555555555555,4.0,-0.1126027235719641,-0.05999450343966072,-0.08778214474959971,0.4592990633313434
pullback,baseline,2025,92,0,43,49,0,0.4673913043478261,0.06134937328551239,0.03597058959969446,-0.023696459573893595,-0.018438750013052396,0.016053223175611375,-0.0034415516949455327,0.016053223175611375,2.271951426339452,6.108695652173913,4.0,-0.08548078352458766,-0.043440652734572024,-0.061067480511271824,0.44656445948916784
pullback,baseline,2026,59,0,18,41,0,0.3050847457627119,0.06238839997977565,0.04191123792932605,-0.02928643427136265,-0.022402631923971295,-0.0013178407710153753,-0.012607520561398577,-0.0013178407710153753,0.9352462988707598,4.864406779661017,3.0,-0.1245550227332578,-0.0636684936634212,-0.1001729635369335,0.6679397202652976
pullback,breakeven_1,2021,17,0,5,9,3,0.29411764705882354,0.035682627103743106,0.01867307468150603,-0.03195524189732849,-0.023562223762774726,-0.0064225906798377015,-0.002236054756167727,-0.0064225906798377015,0.6203577424947928,3.823529411764706,2.0,-0.07314156735452881,-0.07216889043370918,-0.07314156735452881,1.0
pullback,breakeven_1,2022,42,0,14,16,12,0.3333333333333333,0.039885987342723875,0.012281688213565012,-0.0313902051195249,-0.0328327924029852,0.001337155735374663,0.0,0.001337155735374663,1.111819396910383,3.4761904761904763,2.0,-0.07356424736862621,-0.06276963864335201,-0.06808528862904466,0.8862342973867581
pullback,breakeven_1,2023,64,0,21,26,17,0.328125,0.04727884112417789,0.02647727568554603,-0.0237903576609435,-0.013288471976220073,0.005848536944112574,0.0,0.005848536944112574,1.6051358637325663,4.90625,3.0,-0.09911242688951127,-0.06150836999804847,-0.07926187361494053,0.6289164079466544
pullback,breakeven_1,2024,90,0,29,40,21,0.32222222222222224,0.07432312196553469,0.023875827724626486,-0.02674510326687864,-0.01744052910305094,0.012061848959170672,0.0,0.012061848959170672,2.0147337958400544,5.266666666666667,3.0,-0.1126027235719641,-0.05999450343966072,-0.08778214474959971,0.5988575693438021
pullback,breakeven_1,2025,92,0,26,42,24,0.2826086956521739,0.04741572476938205,0.03061712058175914,-0.02287058833566015,-0.0193552884135621,0.0029591753685457287,0.0,0.0029591753685457287,1.2834209200528608,4.065217391304348,2.0,-0.08548078352458766,-0.0409220549550139,-0.05911953121557563,0.5203669075746573
pullback,breakeven_1,2026,60,0,14,30,16,0.23333333333333334,0.0695672599435353,0.044919112635261715,-0.029975346892816335,-0.02538695461669188,0.0012446872070834023,-0.0006358241517067098,0.0012446872070834023,1.0830473930149376,3.9166666666666665,2.0,-0.0894435172802529,-0.059316358035357654,-0.0790310887753632,0.7474260380384896
pullback,breakeven_2,2021,17,0,5,11,1,0.29411764705882354,0.035682627103743106,0.01867307468150603,-0.03382000629595388,-0.023562223762774726,-0.011388643160986893,-0.00591966910216668,-0.011388643160986893,0.4795793298887499,4.117647058823529,3.0,-0.07314156735452881,-0.07216889043370918,-0.07314156735452881,1.0
pullback,breakeven_2,2022,42,0,16,19,7,0.38095238095238093,0.0468824238478253,0.014517091417121208,-0.03288663625624797,-0.029439097830059713,0.0029826831594403197,0.0,0.0029826831594403197,1.2004856794787666,4.095238095238095,3.0,-0.07398908190423958,-0.06679335308529322,-0.07150250685368409,0.8411066425715091
pullback,breakeven_2,2023,63,0,26,30,7,0.4126984126984127,0.04155872499094731,0.017704491245558507,-0.02617016080449631,-0.016996673889954184,0.004689238502059377,0.0,0.004689238502059377,1.3762835439907883,5.571428571428571,4.0,-0.09911242688951127,-0.0696314599425128,-0.08239356666908176,0.5778877384691425
pullback,breakeven_2,2024,90,0,35,46,9,0.3888888888888889,0.0683825819880292,0.029164028354140337,-0.02596827171314248,-0.016646654189002685,0.013320554119738532,-0.00040195830893691165,0.013320554119738532,2.0036075561910427,6.144444444444445,4.0,-0.1126027235719641,-0.05999450343966072,-0.08778214474959971,0.53930189459621
pullback,breakeven_2,2025,92,0,31,45,16,0.33695652173913043,0.053307395450852633,0.02950535400509713,-0.022585331728466267,-0.01678798192125497,0.006915101426037496,0.0,0.006915101426037496,1.6259611708697392,4.760869565217392,3.0,-0.08548078352458766,-0.0409220549550139,-0.05911953121557563,0.5488866705577661
pullback,breakeven_2,2026,60,0,16,30,14,0.26666666666666666,0.06511093806488291,0.04239094076660077,-0.03258397422827712,-0.028626489337822747,0.0010709297031635497,-0.002772361665344003,0.0010709297031635497,1.0657335225998412,4.45,3.0,-0.0894435172802529,-0.059316358035357654,-0.0790310887753632,0.6987586900814425
pullback,breakeven_3,2021,17,0,5,11,1,0.29411764705882354,0.035682627103743106,0.01867307468150603,-0.03382000629595388,-0.023562223762774726,-0.011388643160986893,-0.00591966910216668,-0.011388643160986893,0.4795793298887499,4.117647058823529,3.0,-0.07314156735452881,-0.07216889043370918,-0.07314156735452881,1.0
pullback,breakeven_3,2022,42,0,18,20,4,0.42857142857142855,0.04369891129566466,0.014517091417121208,-0.03153500320848977,-0.0265610886836668,0.003711436646480202,0.0,0.003711436646480202,1.2471544685148515,4.428571428571429,3.0,-0.07398908190423958,-0.06679335308529322,-0.07150250685368409,0.8021174786805461
pullback,breakeven_3,2023,63,0,28,31,4,0.4444444444444444,0.04693287073658942,0.02304728088776209,-0.027197562323618335,-0.017143118499322263,0.00747612616813231,0.0,0.00747612616813231,1.5586315977786365,5.984126984126984,4.0,-0.09911242688951127,-0.0696314599425128,-0.08239356666908176,0.5685437064713506
pullback,breakeven_3,2024,90,0,38,48,4,0.4222222222222222,0.06811666290357775,0.031066708360223516,-0.025809813845408078,-0.016646654189002685,0.014995134730626287,-0.0031684782092198382,0.014995134730626287,2.0893483303804032,6.5,4.0,-0.1126027235719641,-0.05999450343966072,-0.08778214474959971,0.49866458429079247
