module,scenario,symbol,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
breakout,early_3,NOW,7,0,5,2,0,0.7142857142857143,0.025459223948312106,0.011346608299993344,-0.04821207899071556,-0.04821207899071556,0.004410280251447058,0.006043902473282792,0.004410280251447058,1.3201683313228887,11.428571428571429,10.0,-0.07881616156197446,-0.06045371201921912,-0.07881616156197446,1.0
breakout,early_3,NVDA,15,0,6,9,0,0.4,0.16781748606198263,0.08452037889082942,-0.04959142389469769,-0.053384709910931694,0.03737214008797443,-0.02088257969042362,0.03737214008797443,2.2560014465179283,12.4,5.0,-0.07752759515746466,-0.07678529598277589,-0.07752759515746466,0.9999197797906982
breakout,early_3,ORCL,9,0,5,4,0,0.5555555555555556,0.022123405874295666,0.01889105939557889,-0.030197558582996276,-0.032228591993786304,-0.0011303561067229752,0.007317888391766836,-0.0011303561067229752,0.915777918498392,9.88888888888889,10.0,-0.04366928381859325,-0.043599710312689145,-0.04366928381859325,1.0
breakout,early_3,PANW,15,0,6,9,0,0.4,0.0799892098230655,0.07129537761949856,-0.048524390089781884,-0.042169318516553145,0.002881049875357067,-0.0313620101376435,0.002881049875357067,1.0989553868348965,9.866666666666667,7.0,-0.09928727415436644,-0.07655551227929333,-0.09928727415436644,0.9980091948219284
breakout,early_3,PLTR,13,0,6,7,0,0.46153846153846156,0.03357332397412419,0.01702357249210129,-0.05433951493749282,-0.05016644527873837,-0.013764358516746502,-0.017747489228636892,-0.013764358516746502,0.5295802671051842,9.0,6.0,-0.10196071451246647,-0.08474981558087093,-0.10196071451246647,0.9666733436471001
breakout,early_3,QCOM,7,0,4,3,0,0.5714285714285714,0.03886530014642059,0.02673283562412576,-0.03562822612800306,-0.033738971241993654,0.006939503171667598,0.009320482257091811,0.006939503171667598,1.4544760103702632,7.285714285714286,7.0,-0.0509688318735394,-0.045799873684075676,-0.0509688318735394,1.0
breakout,early_3,ROKU,6,0,1,5,0,0.16666666666666666,0.06371136957017831,0.06371136957017831,-0.06742530793915044,-0.06279507571073062,-0.04556919502092899,-0.04934950978723274,-0.04556919502092899,0.18898354792143074,8.0,5.0,-0.11292694574608408,-0.11026348417820075,-0.11292694574608408,1.0
breakout,early_3,RTX,12,0,4,8,0,0.3333333333333333,0.06522468297930012,0.04549559974072004,-0.022932125828798403,-0.021241924642662502,0.006453477107234438,-0.0152401337898177,0.006453477107234438,1.4221246531228755,14.333333333333334,11.0,-0.04190821981263193,-0.036131958881138945,-0.04190821981263193,1.0
breakout,early_3,SHOP,13,0,1,12,0,0.07692307692307693,0.21857475955597283,0.21857475955597283,-0.06089453277839718,-0.06498564832415232,-0.03939689490652257,-0.05973764121693381,-0.03939689490652257,0.29911656211594795,7.846153846153846,6.0,-0.08502876433416373,-0.08352103768519312,-0.08502876433416373,1.0
breakout,early_3,SMCI,11,0,3,8,0,0.2727272727272727,0.21975679700889086,0.04289321877254526,-0.049210684179577205,-0.03868015771220745,0.024144083417277726,-0.015327365950175698,0.024144083417277726,1.6746119313767707,9.818181818181818,11.0,-0.13822502620668287,-0.1088656652160398,-0.13822502620668287,1.0
breakout,early_3,TSLA,10,0,4,6,0,0.4,0.08264250355089203,0.10459832157728943,-0.06673318603521201,-0.07543089844058404,-0.006982910200770398,-0.02768867194269703,-0.006982910200770398,0.8256012583932418,9.3,8.0,-0.09993774418024237,-0.09736576336814373,-0.09993774418024237,1.0
breakout,early_3,TSM,18,0,8,10,0,0.4444444444444444,0.03281433430349895,0.020731767086144104,-0.038806552632153955,-0.04577613119790275,-0.006975047327419332,-0.004976099971731596,-0.006975047327419332,0.6764699686580243,8.11111111111111,5.5,-0.06142854236421136,-0.06139114312003561,-0.06142854236421136,0.9626226771118886
breakout,early_3,UBER,8,0,2,6,0,0.25,0.13480432152603328,0.13480432152603328,-0.05048032742302674,-0.04548086776417132,-0.004159165185761732,-0.024070942439886778,-0.004159165185761732,0.8901442628423598,12.875,9.0,-0.11205946390479227,-0.09778969305212563,-0.11205946390479227,1.0
breakout,early_3,V,12,0,4,8,0,0.3333333333333333,0.03616927157715094,0.03307178383210185,-0.023486454432031983,-0.026045489433163094,-0.003601212428971009,-0.012859996687785813,-0.003601212428971009,0.7700028048469825,13.916666666666666,13.0,-0.04023518231209178,-0.036831303579081764,-0.04023518231209178,1.0
breakout,early_3,WMT,9,0,5,4,0,0.5555555555555556,0.06460988449899827,0.07229695868590236,-0.008470364616823156,-0.009741068528942243,0.032129773780855415,0.017752184105778168,0.032129773780855415,9.53469647142983,20.88888888888889,17.0,-0.011626829856081544,-0.011412249009803732,-0.011626829856081544,1.0
breakout,early_3,XOM,9,0,4,5,0,0.4444444444444444,0.06538294276263273,0.03538843250128498,-0.011657269138553628,-0.010480445228906121,0.02258282503975142,-0.0025521313821295077,0.02258282503975142,4.487016091711861,10.88888888888889,12.0,-0.020187676899540374,-0.017980196403471684,-0.020187676899540374,1.0
breakout,lock25_1,AAPL,21,0,16,5,0,0.7619047619047619,0.015557260645768803,0.004595567434015568,-0.014485885647484431,-0.005855369638962715,0.008404130575946604,0.0030583265633956636,0.008404130575946604,3.436671756076257,7.428571428571429,4.0,-0.04144208714949493,-0.019515511342562242,-0.030478799246028587,0.809894582502507
breakout,lock25_1,ABNB,6,0,3,3,0,0.5,0.016618495692136026,0.010634585732613555,-0.011492950717923297,-0.011939221659727273,0.002562772487106365,0.0020736821929415172,0.002562772487106365,1.4459729359336262,6.0,3.0,-0.020441008742842937,-0.01831556197206402,-0.020441008742842937,1.0
