signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2021-12-23,Long,2,1,FLAT,,FILLED,1,2021-12-27,True,False,breakout,TSLA,time_15
2022-03-21,Long,2,1,FLAT,,FILLED,2,2022-03-22,True,False,breakout,TSLA,time_15
2022-03-22,Long,2,1,Long,2,IGNORED_POSITION_OPEN,,,,,breakout,TSLA,time_15
2023-11-15,Long,2,1,FLAT,,FILLED,3,2023-11-16,True,False,breakout,TSLA,time_15
2024-10-25,Long,2,1,FLAT,,FILLED,4,2024-10-28,True,False,breakout,TSLA,time_15
2024-11-06,Long,2,1,FLAT,,FILLED,5,2024-11-07,True,False,breakout,TSLA,time_15
2024-11-07,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,TSLA,time_15
2024-11-11,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,TSLA,time_15
2024-12-09,Long,2,1,FLAT,,FILLED,6,2024-12-10,True,False,breakout,TSLA,time_15
2025-05-27,Long,2,1,FLAT,,FILLED,7,2025-05-28,True,False,breakout,TSLA,time_15
2025-06-23,Long,2,1,FLAT,,FILLED,8,2025-06-24,True,False,breakout,TSLA,time_15
2025-09-12,Long,2,1,FLAT,,FILLED,9,2025-09-15,True,False,breakout,TSLA,time_15
2025-10-01,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,TSLA,time_15
2025-10-27,Long,2,1,FLAT,,FILLED,10,2025-10-28,True,False,breakout,TSLA,time_15
