direction,module,opportunity_events,converted_events,censored_events,eligible_events,eligible_converted_events,conversion_rate,median_bars_to_conversion,mean_bars_to_conversion,eligible_events_1,converted_events_within_1,conversion_rate_within_1,eligible_events_3,converted_events_within_3,conversion_rate_within_3,eligible_events_5,converted_events_within_5,conversion_rate_within_5,scope
Long,Mean Reversion,1837,26,9,1828,26,1.4223194748358863,2.0,2.230769230769231,1835,12,0.6539509536784741,1831,21,1.1469142545057347,1828,26,1.4223194748358863,existing module events including overlap; not pure signals
