blocker,feature,bin,observations,complete,positive,positive_rate,median_feature,mean
long_fail_candle,rsi,1,0,0,0,,,
long_fail_candle,rsi,2,0,0,0,,,
long_fail_candle,rsi,3,0,0,0,,,
long_fail_candle,rsi,4,0,0,0,,,
long_fail_candle,rsi,5,6,6,5,0.8333333333333334,46.73856513313815,0.013889012293392214
long_fail_candle,rsi_distance_from_avg,1,0,0,0,,,
long_fail_candle,rsi_distance_from_avg,2,0,0,0,,,
long_fail_candle,rsi_distance_from_avg,3,2,2,2,1.0,3.3245472057751257,0.0243637749186717
long_fail_candle,rsi_distance_from_avg,4,0,0,0,,,
long_fail_candle,rsi_distance_from_avg,5,4,4,3,0.75,6.810406564030991,0.008651630980752473
long_fail_candle,htf_adx,1,3,3,2,0.6666666666666666,24.00593160026965,-0.0031155733785685666
long_fail_candle,htf_adx,2,2,2,2,1.0,27.353201820557878,0.0243637749186717
long_fail_candle,htf_adx,3,1,1,1,1.0,30.310155672960505,0.04395324405871559
long_fail_candle,htf_adx,4,0,0,0,,,
long_fail_candle,htf_adx,5,0,0,0,,,
long_fail_candle,adx_margin,1,3,3,2,0.6666666666666666,6.005931600269651,-0.0031155733785685666
long_fail_candle,adx_margin,2,2,2,2,1.0,9.353201820557878,0.0243637749186717
long_fail_candle,adx_margin,3,1,1,1,1.0,12.310155672960505,0.04395324405871559
long_fail_candle,adx_margin,4,0,0,0,,,
long_fail_candle,adx_margin,5,0,0,0,,,
long_fail_candle,ema_spread_pct,1,1,1,1,1.0,4.7400646407563505,0.038860814429699575
long_fail_candle,ema_spread_pct,2,3,3,2,0.6666666666666666,5.582480662892139,-0.006513297063505304
long_fail_candle,ema_spread_pct,3,2,2,2,1.0,8.503085644280354,0.03200657526058481
long_fail_candle,ema_spread_pct,4,0,0,0,,,
long_fail_candle,ema_spread_pct,5,0,0,0,,,
long_fail_candle,atr_pct,1,0,0,0,,,
long_fail_candle,atr_pct,2,0,0,0,,,
long_fail_candle,atr_pct,3,0,0,0,,,
long_fail_candle,atr_pct,4,2,2,2,1.0,3.6897879058891263,0.0243637749186717
long_fail_candle,atr_pct,5,4,4,3,0.75,4.7155366712209865,0.008651630980752473
long_fail_candle,candle_range_atr,1,0,0,0,,,
long_fail_candle,candle_range_atr,2,0,0,0,,,
long_fail_candle,candle_range_atr,3,0,0,0,,,
long_fail_candle,candle_range_atr,4,0,0,0,,,
long_fail_candle,candle_range_atr,5,6,6,5,0.8333333333333334,2.547813813842251,0.013889012293392214
long_fail_candle,volume_ratio,1,0,0,0,,,
long_fail_candle,volume_ratio,2,0,0,0,,,
long_fail_candle,volume_ratio,3,0,0,0,,,
long_fail_candle,volume_ratio,4,2,2,2,1.0,1.3753695763249834,0.0243637749186717
long_fail_candle,volume_ratio,5,4,4,3,0.75,1.7896942440536665,0.008651630980752473
long_fail_candle,distance_to_breakout_atr,1,4,4,3,0.75,1.7537405427416937,-0.0024182889457180223
long_fail_candle,distance_to_breakout_atr,2,1,1,1,1.0,2.4558913478696303,0.038860814429699575
long_fail_candle,distance_to_breakout_atr,3,1,1,1,1.0,2.909263840568787,0.0541464151135258
long_fail_candle,distance_to_breakout_atr,4,0,0,0,,,
long_fail_candle,distance_to_breakout_atr,5,0,0,0,,,
long_fail_candle,bb_width,1,1,1,1,1.0,0.14203986729299084,0.009866735407643823
long_fail_candle,bb_width,2,2,2,2,1.0,0.1692616865503936,0.03259907369464887
long_fail_candle,bb_width,3,1,1,1,1.0,0.19907443211636341,0.04395324405871559
long_fail_candle,bb_width,4,1,1,0,0.0,0.23897371531263817,-0.08983046820882967
long_fail_candle,bb_width,5,1,1,1,1.0,0.2734612172177839,0.0541464151135258
long_fail_candle,distance_to_squeeze_pct,1,2,2,1,0.5,84.01426612469035,-0.02293861207505704
