trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,module,symbol,scenario,partition,year,holding_bucket
1,Long,2026-05-26,signal bar close,2026-05-27,320.5350036621094,19.55232130578913,271.65420039763654,4,1,2026-06-05,362.76595489441905,ATR_STOP,8,True,False,0.13175144913916248,squeeze,ARM,early_3,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,6-10
