trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
1159,4,471,688,0,0.40638481449525454,0.06841038110531504,0.038426993629730344,-0.037351337135646916,-0.03166704791833019,0.005628619112405782,-0.010634413785169383,0.005628619112405782,1.2538579128476197,10.075927523727351,7.0,-0.21953813037602288,-0.07771282331893573,-0.10052623175809315,0.07391586904630533
