trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2023-08-29,signal bar close,2023-08-30,15.460000038146973,0.9827155266169001,13.985926748221623,1,1,2023-08-31,14.871932277492936,ATR_STOP,2,True,False,-0.03803801805970253,2023-08-31,INTRABAR_STOP,TRAILING_STOP,True,True,0.057567939270809276,,0.057567939270809276,0.057567939270809276,-0.052393299975294516,-0.03803801805970253,2023-08-30,0,-0.6607500379814759,0.0956059573305118,20,True,18,0.04463127934545619,-0.03803801805970253,0.057567939270809276,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ADX 18-25,pullback,PLTR,IN-SAMPLE,2023,1-3
2,Long,2024-08-06,signal bar close,2024-08-07,27.06999969482422,1.622536254999481,24.636195312324997,1,1,2024-08-26,31.011354072212956,ATR_STOP,14,True,False,0.1455986118146253,2024-08-26,INTRABAR_STOP,TRAILING_STOP,True,True,0.2236793636290102,-0.030661246141969856,0.2236793636290102,0.2236793636290102,-0.030661246141969856,-0.030661246141969856,2024-08-22,11,0.6509255456221346,0.0780807518143849,20,True,6,0.17547100308642416,-0.030661246141969856,0.12153679174796572,2.0,-0.030661246141969856,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ADX 25-40,pullback,PLTR,IN-SAMPLE,2024,11-15
3,Long,2025-03-05,signal bar close,2025-03-06,87.50499725341797,7.676791239538374,75.9898103941104,1,1,2025-03-07,80.0250015258789,TREND_EXIT,2,True,False,-0.08548078352458766,2025-03-07,OPEN,,False,True,0.009542301704832612,-0.08565219533099,0.009542301704832612,0.009542301704832612,-0.08565219533099,-0.08565219533099,2025-03-06,0,-8.958088537621556,0.09502308522942027,20,True,19,0.12187876407379417,-0.08565219533099,0.009542301704832612,,-0.08565219533099,False,1.0,1.0,,,,,,,,,ADX 25-40,pullback,PLTR,IN-SAMPLE,2025,1-3
4,Long,2025-03-14,signal bar close,2025-03-17,88.44000244140625,7.483035505607078,77.21544918299563,1,1,2025-03-19,84.55000305175781,TREND_EXIT,3,True,False,-0.04398461422731936,2025-03-19,OPEN,,False,True,0.004296667152058564,-0.07507914073213195,0.004296667152058564,0.004296667152058564,-0.07507914073213195,-0.07507914073213195,2025-03-17,0,-10.236914489931113,0.04828128137937793,20,True,18,0.11001804001515536,-0.07507914073213195,0.004296667152058564,,-0.07507914073213195,False,,,,,,,,,,,ADX 25-40,pullback,PLTR,IN-SAMPLE,2025,1-3
5,Long,2025-03-19,signal bar close,2025-03-20,85.54000091552734,6.991941538915483,75.05208860715412,1,1,2025-03-28,88.66583930179502,ATR_STOP,7,True,False,0.03654241703077021,2025-03-28,INTRABAR_STOP,TRAILING_STOP,True,True,0.1476501884292749,,0.1476501884292749,0.1476501884292749,-0.016834257961117927,-0.012625693470838417,2025-03-25,3,0.24749319604339137,0.1111077713985047,20,True,13,0.1572363432813657,-0.012625693470838417,0.13853166176398846,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ADX 18-25,pullback,PLTR,IN-SAMPLE,2025,6-10
6,Long,2025-04-09,signal bar close,2025-04-10,88.4000015258789,8.094743888012417,76.25788569386029,1,1,2025-05-06,112.70999908447266,ATR_STOP,18,True,False,0.2749999676354875,2025-05-06,OPEN,TRAILING_STOP,False,True,0.4169117091785326,-0.048190068582559475,0.4169117091785326,0.4169117091785326,-0.048190068582559475,-0.048190068582559475,2025-05-05,16,0.6596120031680983,0.1419117415430451,20,True,3,0.3617646513069006,-0.048190068582559475,0.10101810125604516,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,ADX 18-25,pullback,PLTR,IN-SAMPLE,2025,16+
7,Long,2025-09-04,signal bar close,2025-09-05,157.82000732421875,7.344106686140694,146.8038472950077,1,1,2025-09-08,154.91000366210938,TREND_EXIT,2,True,False,-0.018438750013052396,2025-09-08,OPEN,,False,True,0.007286743398268181,-0.06196941822461266,0.007286743398268181,0.007286743398268181,-0.06196941822461266,-0.06196941822461266,2025-09-05,0,-2.5304513971817206,0.025725493411320577,20,True,19,0.19249770760441076,-0.06196941822461266,0.007286743398268181,,-0.06196941822461266,False,1.0,1.0,,,,,,,,,ADX 18-25,pullback,PLTR,IN-SAMPLE,2025,1-3
8,Long,2025-09-08,signal bar close,2025-09-09,157.25,7.428082486157545,146.10787627076368,1,1,2025-09-17,161.8897169173015,ATR_STOP,7,True,False,0.02950535400509713,2025-09-17,INTRABAR_STOP,TRAILING_STOP,True,True,0.0925278413466315,-0.005596215470985655,0.0925278413466315,0.0925278413466315,-0.005596215470985655,-0.005596215470985655,2025-09-15,4,0.31888082090408865,0.06302248734153437,20,True,13,0.19682033035448132,-0.005596215470985655,0.07472178060413359,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,ADX 18-25,pullback,PLTR,IN-SAMPLE,2025,6-10
9,Long,2025-12-03,signal bar close,2025-12-04,176.36500549316406,8.989797425134014,162.88030935546305,1,1,2025-12-12,178.77017952254832,ATR_STOP,7,True,False,0.0136374788335063,2025-12-12,INTRABAR_STOP,TRAILING_STOP,True,True,0.07952254392682212,-0.010971636986441768,0.07952254392682212,0.07952254392682212,-0.010971636986441768,-0.010971636986441768,2025-12-10,4,0.17149198403481308,0.06588506509331582,20,True,13,0.12766137662452048,-0.010971636986441768,0.04261049049177568,1.0,0.0,False,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,ADX 18-25,pullback,PLTR,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,6-10
10,Long,2026-03-04,signal bar close,2026-03-05,152.94000244140625,7.557712587745881,141.60343355978742,1,1,2026-03-06,150.44000244140625,TREND_EXIT,2,True,False,-0.016346279325827773,2026-03-06,OPEN,,False,True,0.02249249631550243,-0.021773256034375077,0.02249249631550243,0.02249249631550243,-0.021773256034375077,-0.021773256034375077,2026-03-05,0,-0.7267436702684477,0.0388387756413302,20,True,19,0.061854265097860184,-0.021773256034375077,0.02249249631550243,,-0.021773256034375077,False,1.0,1.0,1.0,1.0,1.0,1.0,,,,,ADX 18-25,pullback,PLTR,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,1-3
11,Long,2026-03-12,signal bar close,2026-03-13,153.3000030517578,7.090191137312258,142.66471634578943,1,1,2026-03-16,152.4499969482422,TREND_EXIT,2,True,False,-0.005544723330688006,2026-03-16,OPEN,,False,True,0.008219142085799769,-0.030789309372091345,0.008219142085799769,0.008219142085799769,-0.030789309372091345,-0.030789309372091345,2026-03-13,0,-0.6746109597335758,0.013763865416487775,20,True,19,0.059360669690620815,-0.030789309372091345,0.008219142085799769,,-0.030789309372091345,False,1.0,1.0,,,,,,,,,ADX 18-25,pullback,PLTR,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,1-3
12,Long,2026-03-17,signal bar close,2026-03-18,154.94500732421875,6.56883047746512,145.09176160802107,1,1,2026-03-19,153.10000610351562,TREND_EXIT,2,True,False,-0.011907458346447464,2026-03-19,OPEN,,False,True,0.011262028685675274,-0.015069906118247767,0.011262028685675274,0.011262028685675274,-0.015069906118247767,-0.015069906118247767,2026-03-18,0,-1.0573102483385737,0.023169487032122738,20,True,19,0.048113757913259114,-0.015069906118247767,0.011262028685675274,,-0.015069906118247767,False,1.0,1.0,1.0,1.0,,,,,,,ADX 18-25,pullback,PLTR,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,1-3
