trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2024-04-22,signal bar close,2024-04-23,191.1300048828125,3.7213017767508934,185.54805221768615,1,1,2024-05-02,190.01438134934526,ATR_STOP,8,True,False,-0.005836987939969229,2024-05-02,INTRABAR_STOP,TRAILING_STOP,True,True,0.020195681011561994,,0.020195681011561994,0.020195681011561994,-0.008423589019100897,-0.005836987939969229,2024-04-30,5,-0.2890215950938997,0.026032668951531224,20,True,12,0.07717260306168905,-0.0050227943773443195,0.014702022114825075,1.0,0.0,False,1.0,1.0,2.0,2.0,6.0,6.0,,,,,ADX 25-40,pullback,JPM,IN-SAMPLE,2024,6-10
2,Long,2024-09-19,signal bar close,2024-09-20,209.92999267578125,4.78923043733606,202.74614701977717,1,1,2024-09-27,210.64999389648438,TREND_EXIT,6,True,False,0.003429720601263009,2024-09-27,OPEN,,False,True,0.014385768483901495,-0.006287772645561462,0.014385768483901495,0.014385768483901495,-0.006287772645561462,-0.006287772645561462,2024-09-24,2,0.23841066294797278,0.010956047882638487,20,True,15,0.07583486868558831,-0.002048266997490611,0.014385768483901495,1.0,0.0,False,1.0,1.0,3.0,3.0,,,,,,,ADX 25-40,pullback,JPM,IN-SAMPLE,2024,6-10
3,Long,2024-09-27,signal bar close,2024-09-30,206.30999755859375,4.032612716410862,200.26107848397746,1,1,2024-10-02,207.0800018310547,TREND_EXIT,3,True,False,0.003732268341684497,2024-10-02,OPEN,,False,True,0.02253894241820631,-0.005089443382207404,0.02253894241820631,0.02253894241820631,-0.005089443382207404,-0.005089443382207404,2024-09-30,0,0.16559199062817065,0.018806674076521812,20,True,18,0.09505114072226273,-0.005089443382207404,0.02253894241820631,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,,,,,ADX 18-25,pullback,JPM,IN-SAMPLE,2024,1-3
4,Long,2024-10-04,signal bar close,2024-10-07,211.02999877929688,4.210176951216325,204.7147333524724,1,1,2024-11-04,220.82297155448308,ATR_STOP,21,True,False,0.0464055955638234,2024-11-04,INTRABAR_STOP,TRAILING_STOP,True,True,0.07449178463552797,-0.012557427435972435,0.07449178463552797,0.07449178463552797,-0.012557427435972435,-0.012557427435972435,2024-10-29,16,0.6229625963571129,0.02808618907170457,20,True,0,,-0.012557427435972435,0.015211139328225709,3.0,-0.012557427435972435,False,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,ADX 18-25,pullback,JPM,IN-SAMPLE,2024,16+
5,Long,2024-12-20,signal bar close,2024-12-23,236.07000732421875,4.764339205091658,228.92349851658128,1,1,2025-01-10,239.25743888602858,ATR_STOP,12,True,False,0.013502060672333505,2025-01-10,INTRABAR_STOP,TRAILING_STOP,True,True,0.04075060286661225,-0.005040887891242796,0.04075060286661225,0.04075060286661225,-0.005040887891242796,-0.005040887891242796,2025-01-06,8,0.3313340103588014,0.027248542194278746,20,True,8,0.13042731847361178,-0.005040887891242796,0.030457012579079734,1.0,0.0,False,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,9.0,9.0,ADX 25-40,pullback,JPM,IN-SAMPLE,2024,11-15
6,Long,2025-04-23,signal bar close,2025-04-24,239.74000549316406,9.28568401545086,225.81147946998777,1,1,2025-05-22,259.44000244140625,ATR_STOP,21,True,False,0.0821723387705684,2025-05-22,OPEN,TRAILING_STOP,False,True,0.12421783114273333,-0.009009775642851436,0.12421783114273333,0.12421783114273333,-0.009009775642851436,-0.009009775642851436,2025-05-15,15,0.6615180607697757,0.04204549237216493,20,True,0,,-0.009009775642851436,0.02961537783450585,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,7.0,ADX 18-25,pullback,JPM,IN-SAMPLE,2025,16+
7,Long,2025-10-13,signal bar close,2025-10-14,305.8399963378906,5.753503893430146,297.20974049774543,1,1,2025-10-14,297.20974049774543,ATR_STOP,1,True,False,-0.02821820541290654,2025-10-14,INTRABAR_STOP,INITIAL_STOP,True,True,,,0.0,0.003792844873133694,-0.03802643546321427,-0.02821820541290654,,,,,20,True,19,0.044860062074894014,-0.02821820541290654,0.003792844873133694,,0.0,False,,,,,,,,,,,ADX 18-25,pullback,JPM,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,1-3
8,Long,2025-10-15,signal bar close,2025-10-16,305.3500061035156,6.590726553937378,295.46391627260954,1,1,2025-10-17,299.1600036621094,TREND_EXIT,2,True,False,-0.020271826814071803,2025-10-17,OPEN,,False,True,0.010905474064856424,-0.02711641923625807,0.010905474064856424,0.010905474064856424,-0.02711641923625807,-0.02711641923625807,2025-10-16,0,-1.8588670876215312,0.031177300878928227,20,True,19,0.05534630279573394,-0.02711641923625807,0.010905474064856424,,-0.02711641923625807,False,1.0,1.0,1.0,1.0,,,,,,,ADX 18-25,pullback,JPM,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,1-3
9,Long,2025-10-20,signal bar close,2025-10-21,301.6600036621094,6.784653891066457,291.4830228255097,1,1,2025-10-22,297.7699890136719,TREND_EXIT,2,True,False,-0.012895361006475148,2025-10-22,OPEN,,False,True,0.007922774321571735,-0.015447867153542405,0.007922774321571735,0.007922774321571735,-0.015447867153542405,-0.015447867153542405,2025-10-21,0,-1.6276319989784767,0.020818135328046883,20,True,19,0.06825563909013788,-0.015447867153542405,0.007922774321571735,,-0.015447867153542405,False,1.0,1.0,,,,,,,,,ADX 25-40,pullback,JPM,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,1-3
10,Long,2025-10-27,signal bar close,2025-10-28,304.8599853515625,6.552784382297845,295.0308087781157,1,1,2025-11-13,313.01104037916696,ATR_STOP,13,True,False,0.02673704460821491,2025-11-13,INTRABAR_STOP,TRAILING_STOP,True,True,0.057042627711155536,-0.0060682794555806385,0.057042627711155536,0.057042627711155536,-0.0060682794555806385,-0.0060682794555806385,2025-11-12,11,0.468720423322751,0.030305583102940625,20,True,7,0.01659787548154834,-0.0060682794555806385,0.025421506174589492,1.0,0.0,False,1.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,10.0,10.0,ADX 25-40,pullback,JPM,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,11-15
