module,scenario,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit,loser_to_win,loser_to_nonloss,winner_destroyed
breakout,time_15,547,2,223,324,0,0.4076782449725777,0.07051215528356179,0.0387848477951076,-0.04358127523099453,-0.04012459533558277,0.002932134284080534,-0.013197638432546288,0.002932134284080534,1.1135863745941654,12.06764168190128,10.0,-0.21953813037602288,-0.08377501175717122,-0.11096494859754368,0.14030792962673477,0,0,0
breakout,time_5,557,2,225,332,0,0.40394973070017953,0.06924744128641269,0.037686768342197974,-0.042741587477697095,-0.03791498216447042,0.0024963505329397132,-0.012789679649683805,0.0024963505329397132,1.0979878054403003,11.648114901256733,9.0,-0.21953813037602288,-0.08413176685329915,-0.1112295045668229,0.14160051081724667,2,2,4
meanrev,breakeven_1,56,1,16,25,15,0.2857142857142857,0.06988684615803077,0.06191323211066957,-0.036961381627182176,-0.03226875185625433,0.0034670535330167495,0.0,0.0034670535330167495,1.2101166020332448,7.464285714285714,5.0,-0.10417027794415878,-0.0692366567804194,-0.08874714799162131,0.6245523001551821,0,7,12
meanrev,breakeven_2,55,1,21,24,10,0.38181818181818183,0.0610701502309934,0.0490759380865573,-0.043719280520705533,-0.04136518409891704,0.004240189497344157,0.0,0.004240189497344157,1.2222612269845488,9.309090909090909,8.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5452386378648206,0,5,6
meanrev,breakeven_3,55,1,23,25,7,0.41818181818181815,0.06185923170413175,0.0490759380865573,-0.04451544090725866,-0.0429881023642531,0.005634114663882978,0.0,0.005634114663882978,1.2784438839180725,10.072727272727272,9.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5063787962695995,0,4,4
meanrev,breakeven_4,55,1,26,26,3,0.4727272727272727,0.06885606610384201,0.0462702623958372,-0.044352554117818174,-0.039865563737783216,0.01158347839339309,0.0,0.01158347839339309,1.5524712719121583,10.981818181818182,9.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5224321402379036,0,2,1
meanrev,early_3,55,1,25,30,0,0.45454545454545453,0.07368403817088268,0.0490759380865573,-0.03998499697249091,-0.03545437336245999,0.011682746274497086,-0.009731563084107941,0.011682746274497086,1.5356601173346804,10.618181818181819,9.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5215961756856906,0,0,2
meanrev,lock25_1,56,1,31,25,0,0.5535714285714286,0.02777500195052791,0.008971805363556129,-0.036961381627182176,-0.03226875185625433,-0.0011251692895212356,0.003780849231492578,-0.0011251692895212356,0.9318104708868884,5.892857142857143,4.0,-0.10417027794415878,-0.0692366567804194,-0.08874714799162131,0.6476560522677756,7,7,4
meanrev,lock25_2,55,1,31,24,0,0.5636363636363636,0.03076385035151966,0.011689959362211955,-0.043719280520705533,-0.04136518409891704,-0.0017378794836331514,0.0057240843174311,-0.0017378794836331514,0.9089042537779233,7.254545454545455,6.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5856624167597765,5,5,1
meanrev,lock25_3,55,1,30,25,0,0.5454545454545454,0.03676983969727055,0.016900824496206335,-0.04451544090725866,-0.0429881023642531,-0.00017801512296999688,0.008237386592929719,-0.00017801512296999688,0.9912023050305194,8.254545454545454,7.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5358179242108099,4,4,1
meanrev,lock25_4,55,1,29,26,0,0.5272727272727272,0.05223889365408644,0.021779388840563296,-0.044352554117818174,-0.039865563737783216,0.006577481980095167,0.01035116507712619,0.006577481980095167,1.3137114528219038,9.418181818181818,8.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5495714828186616,2,2,0
meanrev,time_10,55,1,26,29,0,0.4727272727272727,0.07365165425933544,0.051565567659871414,-0.04102507829862908,-0.03560928546578934,0.013185740728772327,-0.0037253653351255744,0.013185740728772327,1.6095646943353807,11.290909090909091,10.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.501755304249293,0,0,1
meanrev,time_15,55,1,27,28,0,0.4909090909090909,0.07108036438966457,0.0490759380865573,-0.04219863723405393,-0.03617615528855134,0.013411054472135153,-0.00011654540743621933,0.013411054472135153,1.6242652474062345,11.49090909090909,10.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5006502257849995,0,0,0
meanrev,time_5,55,1,26,29,0,0.4727272727272727,0.07365165425933544,0.051565567659871414,-0.04044431452838527,-0.03529946125913064,0.013491961625809975,-0.0037253653351255744,0.013491961625809975,1.6326773832567738,11.054545454545455,9.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.501755304249293,0,0,1
pullback,breakeven_1,365,0,109,163,93,0.29863013698630136,0.055888015065491,0.025333288944128896,-0.026613613532087407,-0.020271826814071803,0.004804862017556908,0.0,0.004804862017556908,1.40428007210011,4.405479452054794,2.0,-0.1126027235719641,-0.06074770572998076,-0.07868251878685091,0.24734437700583936,0,62,46
pullback,breakeven_2,364,0,129,181,54,0.3543956043956044,0.05501359228251264,0.02673704460821491,-0.027460611246922336,-0.02156208713716512,0.005841710903162604,0.0,0.005841710903162604,1.4278117115615743,5.085164835164835,3.0,-0.1126027235719641,-0.06496488883924487,-0.08008635891505919,0.22923213368567993,0,35,27
pullback,breakeven_3,363,0,144,192,27,0.39669421487603307,0.05693559303089535,0.02742325651397992,-0.027681120890299366,-0.0215418122129159,0.007944766351271216,-0.003614169033499981,0.007944766351271216,1.542628817033778,5.542699724517906,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.19842156511870127,0,19,11
pullback,breakeven_4,363,0,151,199,13,0.41597796143250687,0.05886972993457474,0.029164028354140337,-0.027364904618053597,-0.02152153728866668,0.009486813226248267,-0.005009312803231469,0.009486813226248267,1.6323826705954823,5.765840220385675,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.18300637594337366,0,11,4
pullback,early_3,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0,0,0
pullback,lock25_1,365,0,207,158,0,0.5671232876712329,0.029733391446302892,0.0074054214815442165,-0.027321407261080278,-0.021186964003865716,0.005035697759271273,0.002805781494384485,0.005035697759271273,1.425786971470692,3.9917808219178084,2.0,-0.1126027235719641,-0.06074770572998076,-0.07868251878685091,0.2448118473917908,66,66,15
pullback,lock25_2,364,0,189,175,0,0.5192307692307693,0.03782424900959414,0.01084313613879484,-0.028265206799019654,-0.02208525231546077,0.006050472178529813,0.0018934074554574076,0.006050472178529813,1.4452464197707025,4.722527472527473,3.0,-0.1126027235719641,-0.06496488883924487,-0.08008635891505919,0.2275637560753785,40,40,7
pullback,lock25_3,363,0,174,189,0,0.4793388429752066,0.046375840772519814,0.0200456979444672,-0.028070244669690502,-0.02166027222636524,0.007614655790211964,-0.0027227873849396955,0.007614655790211964,1.5210134073069783,5.297520661157025,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.2016016893688926,21,21,2
pullback,lock25_4,363,0,165,198,0,0.45454545454545453,0.051903526503966145,0.023875827724626486,-0.027484857828076595,-0.0215418122129159,0.008600771413761015,-0.005009312803231469,0.008600771413761015,1.5737006545153371,5.595041322314049,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.18995660588455343,12,12,2
pullback,time_10,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0,0,0
pullback,time_15,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0,0,0
pullback,time_5,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0,0,0
squeeze,breakeven_1,209,0,32,95,82,0.15311004784688995,0.07607852309849378,0.04094382061914126,-0.030754163533650004,-0.019741090575221,-0.002330778930837079,0.0,-0.002330778930837079,0.8332676600932089,5.923444976076555,4.0,-0.2336822901848492,-0.07122243977000373,-0.10088836661092446,0.53385129975629,0,55,36
squeeze,breakeven_2,202,0,46,88,68,0.22772277227722773,0.07309682427174931,0.04444193654864159,-0.03850098864343339,-0.03529913774584936,-0.00012689645604787504,0.0,-0.00012689645604787504,0.9924343489063404,8.247524752475247,6.0,-0.14879647972730503,-0.07542754968081111,-0.09595071921849817,0.3865235992355507,0,51,22
squeeze,breakeven_3,198,0,55,99,44,0.2777777777777778,0.07167229735721299,0.05150216381907469,-0.03882526293696167,-0.03414937066490009,0.0004963400196338852,-8.807542132543977e-05,0.0004963400196338852,1.0255678896722356,9.808080808080808,7.0,-0.14879647972730503,-0.07495234981428987,-0.09352004371755626,0.3296995398101298,0,35,13
squeeze,breakeven_4,196,0,62,107,27,0.3163265306122449,0.06981265672434009,0.047544193656259726,-0.03850322110908783,-0.0329800062846336,0.0010639798889626908,-0.008544884110568918,0.0010639798889626908,1.050618427517092,11.127551020408163,8.0,-0.14879647972730503,-0.07501174979760503,-0.09352004371755626,0.32125920876453,0,23,5
squeeze,early_3,194,1,65,129,0,0.33505154639175255,0.08232219777725393,0.05451942130163734,-0.034648622641380945,-0.030821786052953493,0.004542631622594654,-0.016838445300719762,0.004542631622594654,1.197166698483576,11.54639175257732,8.0,-0.14879647972730503,-0.07141632545390404,-0.09162512580865852,0.3087854897733844,0,0,1
squeeze,lock25_1,211,0,126,85,0,0.5971563981042654,0.020268014685739775,0.00567993977942538,-0.029664268842647827,-0.020605335650332623,0.0001531137382850554,0.003150237318535254,0.0001531137382850554,1.0128127998226604,4.9336492890995265,3.0,-0.14879647972730503,-0.06334450048883511,-0.08275497869791765,0.4936454527226013,63,63,10
squeeze,lock25_2,206,0,122,84,0,0.5922330097087378,0.027642478481319534,0.008627489002341227,-0.04042902039784188,-0.037433743701690225,-0.00011483174125114,0.005274272768653554,-0.00011483174125114,0.9930344299168805,6.878640776699029,5.0,-0.14879647972730503,-0.0753087497141808,-0.09595071921849817,0.37972416017588995,57,57,5
squeeze,lock25_3,201,0,105,96,0,0.5223880597014925,0.0376628636073304,0.013011882547812936,-0.0401250760122669,-0.03539028545874412,0.000510414833791394,0.006094946338152996,0.000510414833791394,1.0266337453896415,8.577114427860696,6.0,-0.14879647972730503,-0.07486324983931714,-0.09182397154680726,0.32381905761248586,39,39,3
squeeze,lock25_4,198,0,92,106,0,0.46464646464646464,0.048627364821126715,0.01865286196709659,-0.038856414906499256,-0.03323052042904062,0.0017926140578522,-0.007846913485746843,0.0017926140578522,1.0861754172766165,10.166666666666666,8.0,-0.14879647972730503,-0.07495234981428987,-0.09352004371755626,0.2905118107277117,24,24,1
squeeze,time_10,194,1,66,128,0,0.3402061855670103,0.081788895659874,0.053582172636585046,-0.036871951958035026,-0.03166704791833019,0.0034972023862020634,-0.01926292279803754,0.0034972023862020634,1.1437528279658231,11.95360824742268,8.0,-0.14879647972730503,-0.07507114978092018,-0.09352004371755626,0.3060898420924718,0,0,0
squeeze,time_15,194,1,66,128,0,0.3402061855670103,0.081788895659874,0.053582172636585046,-0.036871951958035026,-0.03166704791833019,0.0034972023862020634,-0.01926292279803754,0.0034972023862020634,1.1437528279658231,11.95360824742268,8.0,-0.14879647972730503,-0.07507114978092018,-0.09352004371755626,0.3060898420924718,0,0,0
squeeze,time_5,194,1,64,130,0,0.32989690721649484,0.08262216503298139,0.05510749934877135,-0.035137567698743884,-0.029791592227829566,0.0037110039240933266,-0.017712312287207543,0.0037110039240933266,1.1576079411525821,11.551546391752577,8.0,-0.14879647972730503,-0.0722598232511109,-0.09281200500251137,0.3124716725779698,0,0,2
