signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2021-11-18,Long,2,1,FLAT,,FILLED,1,2021-11-19,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2021-11-19,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2023-06-12,Long,2,1,FLAT,,FILLED,2,2023-06-13,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2023-07-12,Long,2,1,FLAT,,FILLED,3,2023-07-13,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2023-07-13,Long,2,1,Long,3,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2023-12-08,Long,2,1,FLAT,,FILLED,4,2023-12-11,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2023-12-11,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2023-12-13,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2023-12-14,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2024-02-07,Long,2,1,FLAT,,FILLED,5,2024-02-08,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2024-03-01,Long,2,1,FLAT,,FILLED,6,2024-03-04,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2024-03-04,Long,2,1,Long,6,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2024-06-05,Long,2,1,FLAT,,FILLED,7,2024-06-06,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2024-10-11,Long,2,1,FLAT,,FILLED,8,2024-10-14,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-06-04,Long,2,1,FLAT,,FILLED,9,2025-06-05,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-06-24,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-06-27,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-07-02,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-07-17,Long,2,1,Long,9,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-09-22,Long,2,1,FLAT,,FILLED,10,2025-09-23,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-09-23,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-10-01,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2025-10-06,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-01-15,Long,2,1,FLAT,,FILLED,11,2026-01-16,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-02-06,Long,2,1,FLAT,,FILLED,12,2026-02-09,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-04-22,Long,2,1,FLAT,,FILLED,13,2026-04-23,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-04-24,Long,2,1,Long,13,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-05-06,Long,2,1,Long,13,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-05-27,Long,2,1,FLAT,,FILLED,14,2026-05-28,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-06-18,Long,2,1,FLAT,,FILLED,15,2026-06-22,True,False,breakout,TSM,skip_distance_to_upper_band_atr_1
2026-06-22,Long,2,1,Long,15,IGNORED_POSITION_OPEN,,,,,breakout,TSM,skip_distance_to_upper_band_atr_1
