signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2022-01-28,Long,1,1,FLAT,,FILLED,1,2022-01-31,True,False,pullback,AAPL,lock25_1
2022-03-21,Long,1,1,FLAT,,FILLED,2,2022-03-22,True,False,pullback,AAPL,lock25_1
2022-09-12,Long,1,1,FLAT,,FILLED,3,2022-09-13,True,False,pullback,AAPL,lock25_1
2023-10-09,Long,1,1,FLAT,,FILLED,4,2023-10-10,True,False,pullback,AAPL,lock25_1
2023-11-02,Long,1,1,FLAT,,FILLED,5,2023-11-03,True,False,pullback,AAPL,lock25_1
2024-02-06,Long,1,1,FLAT,,FILLED,6,2024-02-07,True,False,pullback,AAPL,lock25_1
2024-02-09,Long,1,1,FLAT,,FILLED,7,2024-02-12,True,False,pullback,AAPL,lock25_1
2024-08-08,Long,1,1,FLAT,,FILLED,8,2024-08-09,True,False,pullback,AAPL,lock25_1
2025-01-28,Long,1,1,FLAT,,FILLED,9,2025-01-29,True,False,pullback,AAPL,lock25_1
2025-03-07,Long,1,1,FLAT,,FILLED,10,2025-03-10,True,False,pullback,AAPL,lock25_1
2026-02-23,Long,1,1,FLAT,,FILLED,11,2026-02-24,True,False,pullback,AAPL,lock25_1
2026-04-06,Long,1,1,FLAT,,FILLED,12,2026-04-07,True,False,pullback,AAPL,lock25_1
2026-04-08,Long,1,1,FLAT,,FILLED,13,2026-04-09,True,False,pullback,AAPL,lock25_1
2026-07-01,Long,1,1,FLAT,,FILLED,14,2026-07-02,True,False,pullback,AAPL,lock25_1
2026-08-18,Long,1,1,FLAT,,FILLED,15,2026-08-19,True,False,pullback,AAPL,lock25_1
