trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,initial_risk_pct,realized_R,mfe_R,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2023-02-01,signal bar close,2023-02-02,98.87999725341797,2.238204454443446,93.28448611730936,2,1,2023-02-28,96.26519399118843,ATR_STOP,18,True,False,-0.026444208483623943,2023-02-28,INTRABAR_STOP,TRAILING_STOP,True,True,0.021339003529135203,,0.021339003529135203,0.021339003529135203,-0.0264967151088481,-0.026444208483623943,2023-02-14,8,-1.2392428937704776,0.047783212012759146,20,True,2,0.0,0.05658890869270522,-0.46730373662485597,0.37708809061882437,-0.009304188860234985,0.01405743758351874,1.0,0.0,False,1.0,1.0,1.0,1.0,9.0,9.0,,,,,ADX 18-25,breakout,MS,IN-SAMPLE,2023,16+
2,Long,2024-09-20,signal bar close,2024-09-23,101.69000244140625,2.241302889323172,96.08674521809832,2,1,2024-11-26,129.144533819808,ATR_STOP,47,True,False,0.2699826012318276,2024-11-26,INTRABAR_STOP,TRAILING_STOP,True,True,0.3397581101609819,-0.0037368952078790096,0.3397581101609819,0.3397581101609819,-0.0037368952078790096,-0.0037368952078790096,2024-11-25,45,0.7946318076230947,0.0697755089291543,20,True,0,,0.05510135793866787,4.899744966945087,6.1660569334635875,-0.0037368952078790096,0.011702180975926346,1.0,0.0,False,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,10.0,10.0,ADX 18-25,breakout,MS,IN-SAMPLE,2024,16+
3,Long,2025-01-06,signal bar close,2025-01-07,129.64999389648438,2.7367851784524397,122.80803095035327,2,1,2025-01-13,122.44999694824219,TREND_AND_STOP_AT_OPEN,4,True,False,-0.05553410942688386,2025-01-13,OPEN,INITIAL_STOP,False,True,7.720606321814927e-05,-0.05553410942688386,7.720606321814927e-05,7.720606321814927e-05,-0.05553410942688386,-0.05553410942688386,2025-01-07,0,-719.2972560972277,0.05561131549010201,20,True,17,0.09124567981468656,0.05277256666586417,-1.0523291349178585,0.001462996175778008,-0.049055096647632745,7.720606321814927e-05,,-0.049055096647632745,False,,,,,,,,,,,ADX 18-25,breakout,MS,IN-SAMPLE,2025,4-5
4,Long,2025-06-23,signal bar close,2025-06-24,135.67999267578125,2.652864645695554,129.04783106154235,2,1,2025-07-16,139.17152550927887,ATR_STOP,16,True,False,0.02573358654168656,2025-07-16,INTRABAR_STOP,TRAILING_STOP,True,True,0.06987036776292732,-0.004938076393815383,0.06987036776292732,0.06987036776292732,-0.004938076393815383,-0.004938076393815383,2025-07-07,8,0.3683047243861883,0.04413678122124076,20,True,4,0.05041282404123115,0.04888091076248068,0.5264547272191741,1.4293998755963735,-0.004938076393815383,0.033313712532855755,1.0,0.0,False,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,ADX 18-25,breakout,MS,IN-SAMPLE,2025,16+
5,Long,2025-08-12,signal bar close,2025-08-13,148.14999389648438,2.634575062824941,141.563556239422,2,1,2025-08-20,142.53490541890648,ATR_STOP,6,True,False,-0.037901375017951655,2025-08-20,INTRABAR_STOP,TRAILING_STOP,True,True,0.006277475348531736,,0.006277475348531736,0.006277475348531736,-0.04805936827889712,-0.037901375017951655,2025-08-13,0,-6.037678033545215,0.04417885036648339,20,True,14,0.04306449642698151,0.044457900293026334,-0.8525228309960663,0.1412004459759972,-0.02490710317001743,0.006277475348531736,2.0,-0.018629730817028678,False,1.0,1.0,,,,,,,,,ADX 18-25,breakout,MS,IN-SAMPLE,2025,6-10
6,Long,2025-10-15,signal bar close,2025-10-16,163.08999633789062,4.011920240897925,153.0601957356458,2,1,2025-11-07,158.2419470093319,ATR_STOP,17,True,False,-0.029726221334351544,2025-11-07,INTRABAR_STOP,TRAILING_STOP,True,True,0.024771651454033705,-0.035992367704920536,0.024771651454033705,0.024771651454033705,-0.035992367704920536,-0.035992367704920536,2025-10-28,8,-1.200009671923228,0.05449787278838525,20,True,3,0.05322219712720466,0.06149856415144575,-0.48336447760224205,0.40280048478906405,-0.0321294398923081,0.010178451771316377,7.0,-0.035992367704920536,False,1.0,1.0,1.0,1.0,8.0,8.0,,,,,ADX 18-25,breakout,MS,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,16+
7,Long,2025-11-12,signal bar close,2025-11-13,169.30999755859375,3.8076390398776447,159.79089995889964,2,1,2025-11-14,160.58584262976925,ATR_STOP,2,True,False,-0.05152770099004522,2025-11-14,INTRABAR_STOP,TRAILING_STOP,True,True,0.006142629259456189,,0.006142629259456189,0.006142629259456189,-0.0553422435313945,-0.05152770099004522,2025-11-13,0,-8.388541585953863,0.05767033024950141,20,True,18,0.07483313656395607,0.05622289136469804,-0.9164897026693847,0.10925495132598434,-0.05152770099004522,0.006142629259456189,,-0.024452185041321517,False,1.0,1.0,,,,,,,,,ADX 18-25,breakout,MS,ENTRY HOLDOUT / EXIT-USED HISTORY,2025,1-3
8,Long,2026-01-05,signal bar close,2026-01-06,186.6999969482422,3.5117101781061177,177.9207215029769,2,1,2026-01-14,180.51770923619813,ATR_STOP,7,True,False,-0.033113485876263504,2026-01-14,INTRABAR_STOP,TRAILING_STOP,True,True,0.011355170919281177,,0.011355170919281177,0.011355170919281177,-0.04161759185574587,-0.033113485876263504,2026-01-06,0,-2.9161591764362194,0.04446865679554468,20,True,13,0.032029972283271535,0.04702343646903816,-0.7041911090029874,0.24147896818978362,-0.016282770947101732,0.011355170919281177,1.0,0.0,False,1.0,1.0,1.0,1.0,,,,,,,ADX 25-40,breakout,MS,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,6-10
9,Long,2026-03-23,signal bar close,2026-03-24,162.44000244140625,5.61686057422804,148.39785100583615,2,1,2026-03-25,166.8000030517578,TREND_EXIT,2,True,False,0.026840682989550224,2026-03-25,OPEN,,False,True,0.028810592252172418,-0.0012928263402540718,0.028810592252172418,0.028810592252172418,-0.0012928263402540718,-0.0012928263402540718,2026-03-24,0,0.9316255200386012,0.0019699092626221937,20,True,19,0.1979191911677125,0.0864451565163898,0.3104937751424083,0.3332817408539251,-0.0012928263402540718,0.028810592252172418,1.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,,,,,ADX 25-40,breakout,MS,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,1-3
10,Long,2026-05-20,signal bar close,2026-05-21,197.80999755859375,4.729677933782037,185.98580272413867,2,1,2026-06-09,206.2291332847109,ATR_STOP,13,True,False,0.04256173009467479,2026-06-09,INTRABAR_STOP,TRAILING_STOP,True,True,0.10793188598666004,-0.00460039266640111,0.10793188598666004,0.10793188598666004,-0.00460039266640111,-0.00460039266640111,2026-06-04,9,0.39433879715522857,0.06537015589198525,20,True,7,0.16510795240485798,0.05977551681103789,0.7120261331946447,1.8056202897894442,-0.00460039266640111,0.03088822954229964,1.0,0.0,False,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,6.0,ADX 25-40,breakout,MS,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,11-15
