signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol
2023-08-31,Long,4,1,FLAT,,FILLED,1,2023-09-01,True,False,squeeze,SHOP
2023-09-01,Long,4,1,Long,1,IGNORED_POSITION_OPEN,,,,,squeeze,SHOP
2023-09-05,Long,4,1,Long,1,IGNORED_POSITION_OPEN,,,,,squeeze,SHOP
2024-02-09,Long,4,1,FLAT,,FILLED,2,2024-02-12,True,False,squeeze,SHOP
2025-10-08,Long,4,1,FLAT,,FILLED,3,2025-10-09,True,False,squeeze,SHOP
