signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol
2023-07-18,Long,4,1,FLAT,,FILLED,1,2023-07-19,True,False,squeeze,ABNB
2024-01-29,Long,4,1,FLAT,,FILLED,2,2024-01-30,True,False,squeeze,ABNB
