trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,initial_risk_pct,realized_R,mfe_R,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2026-05-26,signal bar close,2026-05-27,320.5350036621094,19.55232130578913,271.65420039763654,4,1,2026-06-05,362.76595489441905,ATR_STOP,8,True,False,0.13175144913916248,2026-06-05,INTRABAR_STOP,TRAILING_STOP,True,True,0.3352363559193019,-0.06131935219161311,0.3352363559193019,0.3352363559193019,-0.06131935219161311,-0.06131935219161311,2026-06-02,4,0.39301062314040214,0.20348490678013942,20,True,12,0.4123262889698096,0.15249755161218,0.8639577996256791,2.19830648017123,-0.06131935219161311,0.11204707172256767,2,-0.06131935219161311,False,1,1,1,1,2,2,2,2,2,2,ADX 25-40,squeeze,ARM,ENTRY HOLDOUT / EXIT-USED HISTORY,2026,6-10
