cohort,group,group_value,horizon,observations,complete,censored,symbols,years,mean,median,q10,q90,positive,negative,positive_rate,trimmed_mean,mean_mfe,median_mfe,mean_mae,median_mae,mean_without_top_1,mean_without_bottom_1,top_1_influence,mean_without_top_3,mean_without_bottom_3,top_3_influence,mean_without_top_5,mean_without_bottom_5,top_5_influence,target_3_stop_2_resolved,target_3_stop_2_target_before_stop_count,target_3_stop_2_stop_before_target_count,target_3_stop_2_neither_count,target_3_stop_2_ambiguous_count,target_3_stop_2_censored_count,target_3_stop_2_rate,target_5_stop_3_resolved,target_5_stop_3_target_before_stop_count,target_5_stop_3_stop_before_target_count,target_5_stop_3_neither_count,target_5_stop_3_ambiguous_count,target_5_stop_3_censored_count,target_5_stop_3_rate
approved_pure,all,all,1,228,228,0,47,5,-0.0005393407729142518,-0.0005399555746893325,-0.021861222268355938,0.022127922325241547,107,121,0.4692982456140351,-0.0008520749635091086,0.013489545519495095,0.009193722046756392,-0.012781934740517907,-0.009393523327268838,-0.001074922812480944,-0.0001711891133276521,0.0005355820395666921,-0.0016732626108578003,0.00036716698617008585,0.0011339218379435485,-0.0021191157250083016,0.0008119322946322056,0.0015797749520940498,223,97,124,2,5,0,0.4349775784753363,228,90,127,11,0,0,0.39473684210526316
approved_pure,all,all,3,228,228,0,47,5,0.0006331347621147774,0.0020427011749875046,-0.0414690072368169,0.03587094206895902,119,109,0.5219298245614035,0.00021741249457960088,0.02700011032740328,0.01882085660862709,-0.02517058985458061,-0.01765316200728695,-0.0003305209576932271,0.0013441306293467679,0.0009636557198080044,-0.0019921317014630112,0.002533935162387072,0.0026252664635777884,-0.0029872098601290763,0.0034203550928428583,0.003620344622243854,223,97,124,2,5,0,0.4349775784753363,228,90,127,11,0,0,0.39473684210526316
approved_pure,all,all,5,228,225,3,47,5,0.0016633216436527758,0.0040323099684469454,-0.046274929000410255,0.049470279119641906,124,101,0.5511111111111111,0.0013180762898707316,0.033854855480124485,0.025809199729732057,-0.03250195670576886,-0.021270104615802032,0.0008985274374151221,0.002694348733495127,0.0007647942062376536,-0.00043000337599353924,0.004034115097460707,0.002093325019646315,-0.001473725278615294,0.005117146451247844,0.0031370469222680697,223,97,124,2,5,0,0.4349775784753363,228,90,127,11,0,0,0.39473684210526316
approved_pure,all,all,10,228,225,3,47,5,0.003910544834304834,0.002293243887924845,-0.07832328647344204,0.07638929238928224,115,110,0.5111111111111111,0.0028625851275911173,0.05063683444770938,0.037223620899974774,-0.04713252581353578,-0.030740407119505653,0.0027187757317841477,0.005004549174854989,0.001191769102520686,0.0005862669909055418,0.007028014312694363,0.003324277843399292,-0.001257678718812279,0.008797387225949055,0.0051682235531171124,223,97,124,2,5,0,0.4349775784753363,228,90,127,11,0,0,0.39473684210526316
approved_pure,all,all,20,228,225,3,47,5,0.018170130318044247,0.010748707255504364,-0.12351126750281964,0.1439977248968312,126,99,0.56,0.011196201183027672,0.08609897754857536,0.056804589420219154,-0.06822064025755425,-0.04487280563530338,0.016391128293203192,0.019424123953997913,0.0017790020248410546,0.013067905539676924,0.02175193486837917,0.005102224778367323,0.009998125988593409,0.023989515066358717,0.008172004329450838,223,97,124,2,5,0,0.4349775784753363,228,90,127,11,0,0,0.39473684210526316
approved_pure,year,2021,1,1,1,0,1,1,-0.015778861155927193,-0.015778861155927193,-0.015778861155927193,-0.015778861155927193,0,1,0.0,-0.015778861155927193,-0.005718531333074095,-0.005718531333074095,-0.025097985162795045,-0.025097985162795045,,,,,,,,,,1,0,1,0,0,0,0.0,1,0,1,0,0,0,0.0
approved_pure,year,2021,3,1,1,0,1,1,-0.005718531333074095,-0.005718531333074095,-0.005718531333074095,-0.005718531333074095,0,1,0.0,-0.005718531333074095,0.024568460100884426,0.024568460100884426,-0.025097985162795045,-0.025097985162795045,,,,,,,,,,1,0,1,0,0,0,0.0,1,0,1,0,0,0,0.0
approved_pure,year,2021,5,1,1,0,1,1,0.01397860521612082,0.01397860521612082,0.01397860521612082,0.01397860521612082,1,0,1.0,0.01397860521612082,0.024568460100884426,0.024568460100884426,-0.025097985162795045,-0.025097985162795045,,,,,,,,,,1,0,1,0,0,0,0.0,1,0,1,0,0,0,0.0
approved_pure,year,2021,10,1,1,0,1,1,-0.005718531333074095,-0.005718531333074095,-0.005718531333074095,-0.005718531333074095,0,1,0.0,-0.005718531333074095,0.042571181087310395,0.042571181087310395,-0.03589960159581429,-0.03589960159581429,,,,,,,,,,1,0,1,0,0,0,0.0,1,0,1,0,0,0,0.0
approved_pure,year,2021,20,1,1,0,1,1,-0.14518690077480811,-0.14518690077480811,-0.14518690077480811,-0.14518690077480811,0,1,0.0,-0.14518690077480811,0.042571181087310395,0.042571181087310395,-0.17780367321048363,-0.17780367321048363,,,,,,,,,,1,0,1,0,0,0,0.0,1,0,1,0,0,0,0.0
approved_pure,year,2022,1,19,19,0,8,1,-0.004831476633900933,-0.008535263622659661,-0.02372197848812152,0.02047171317078291,5,14,0.2631578947368421,-0.005954261990986032,0.012595620311900355,0.009999990463256836,-0.017843218169559846,-0.017295307397897197,-0.007027688590790189,-0.00369567306981427,0.002196211956889256,-0.010528122516753315,-0.0011610628797323677,0.005696645882852382,-0.013581486552010944,0.0015407175057488803,0.008750009918110011,18,7,11,0,1,0,0.3888888888888889,19,6,13,0,0,0,0.3157894736842105
approved_pure,year,2022,3,19,19,0,8,1,-0.005093500311266571,-0.00030428186461506357,-0.05280361360599393,0.02508536440137754,9,10,0.47368421052631576,-0.004288036521800366,0.023486595272597232,0.01871652725348527,-0.031500843944378486,-0.026809213856401448,-0.007437138544705858,-0.001989146276664756,0.0023436382334392873,-0.011556556640098511,0.004623886348067215,0.006463056328831941,-0.016050025576198595,0.00853548063097597,0.010956525264932024,18,7,11,0,1,0,0.3888888888888889,19,6,13,0,0,0,0.3157894736842105
approved_pure,year,2022,5,19,19,0,8,1,-0.00226899318040943,0.008908828079167153,-0.06050005158024472,0.05504635895977991,10,9,0.5263157894736842,-0.0012091813973979287,0.03280451966848877,0.033666855357798786,-0.03911826422187284,-0.02811606679757206,-0.006002329589899534,0.0024652765797026476,0.0037333364094901044,-0.01409370802795211,0.010402142594757809,0.011824714847542678,-0.020725752671114556,0.0183768746986975,0.018456759490705126,18,7,11,0,1,0,0.3888888888888889,19,6,13,0,0,0,0.3157894736842105
approved_pure,year,2022,10,19,19,0,8,1,0.022368509338590258,-0.01822916666666663,-0.037133545164051915,0.16425473315442188,7,12,0.3684210526315789,0.01789331860421195,0.06808875753647498,0.0405152860931739,-0.052757789895410634,-0.042301851360194265,0.013193999338850416,0.027316450311417256,0.009174509999739842,-0.005724634773582281,0.03627927859643278,0.02809314411217254,-0.023649121229781824,0.04578613711527822,0.04601763056837208,18,7,11,0,1,0,0.3888888888888889,19,6,13,0,0,0,0.3157894736842105
approved_pure,year,2022,20,19,19,0,8,1,0.08114922222276857,0.003116511694428503,-0.017301550762885066,0.3476003569418924,10,9,0.5263157894736842,0.07020743820397339,0.12454440047250201,0.06146675513185129,-0.06477369200253277,-0.05211721572376016,0.06378177310860161,0.08818276420807342,0.01736744911416696,0.026936916786491648,0.10163173817770056,0.05421230543627693,0.0016319738853787316,0.11770429364890991,0.07951724833738984,18,7,11,0,1,0,0.3888888888888889,19,6,13,0,0,0,0.3157894736842105
approved_pure,year,2023,1,66,66,0,28,1,-0.004349088046163443,-0.0017900970866729926,-0.02271459525176245,0.018957737532384944,29,37,0.4393939393939394,-0.0026775093729061255,0.009105139224279885,0.00819683967759921,-0.01533385945625546,-0.010466539724568624,-0.005017035857418678,-0.0031220006699648416,0.0006679478112552352,-0.006058114444395126,-0.0013891986741672254,0.0017090263982316826,-0.007070721809732806,-0.00014345055621085094,0.0027216337635693633,65,23,41,1,1,0,0.35384615384615387,66,21,42,3,0,0,0.3181818181818182
approved_pure,year,2023,3,66,66,0,28,1,-0.00046160539312941414,0.00427096218061862,-0.03128759792910063,0.03147454306754982,35,31,0.5303030303030303,0.0005605913368337391,0.020570093663347316,0.01743649380079637,-0.023174558373684845,-0.017748368969868422,-0.0016983639091376543,0.0011168168373035768,0.0012367585160082402,-0.0036168876290561987,0.0035603745019268792,0.0031552822359267848,-0.005285991002367694,0.005217791740379693,0.00482438560923828,65,23,41,1,1,0,0.35384615384615387,66,21,42,3,0,0,0.3181818181818182
approved_pure,year,2023,5,66,66,0,28,1,-0.0022734029221465665,0.0016287836615944684,-0.04255633642600559,0.033740001135814546,35,31,0.5303030303030303,-0.0015325767889678413,0.026639234486752386,0.022222242951991156,-0.03043933289605613,-0.02163346765845059,-0.004074807479102984,-3.801325427104609e-05,0.0018014045569564171,-0.007053125682860198,0.0028411703958523644,0.004779722760713631,-0.008623419630506907,0.004592735785703238,0.006350016708360341,65,23,41,1,1,0,0.35384615384615387,66,21,42,3,0,0,0.3181818181818182
approved_pure,year,2023,10,66,66,0,28,1,-0.000553064516499157,0.0013444332135500447,-0.06990576744867127,0.06787196963945097,33,33,0.5,0.0015250464318197292,0.0393683432428627,0.029362496641600178,-0.04408932403740361,-0.03058225281185667,-0.002599105372174093,0.0029940507170964224,0.002046040855674936,-0.006067971586975181,0.006606648915666479,0.005514907070476025,-0.009279914531683787,0.009940887009543141,0.008726850015184631,65,23,41,1,1,0,0.35384615384615387,66,21,42,3,0,0,0.3181818181818182
approved_pure,year,2023,20,66,66,0,28,1,-0.01952320599209307,-0.010914147910913108,-0.15439912384414445,0.08806025145369822,28,38,0.42424242424242425,-0.02011442841780275,0.06021410992819006,0.04579137745752648,-0.07634494555790167,-0.04965884781167945,-0.024838828646919,-0.016291027350956642,0.005315622654825932,-0.03101555004548931,-0.010093675524476072,0.01149234405339624,-0.035969293665122304,-0.004362300884813138,0.016446087673029235,65,23,41,1,1,0,0.35384615384615387,66,21,42,3,0,0,0.3181818181818182
approved_pure,year,2024,1,103,103,0,38,1,0.0025888177831764445,0.000883397151598686,-0.018756988950053375,0.022193184577440038,55,48,0.5339805825242718,0.0021182914269129447,0.01626771915533903,0.009881983186812215,-0.009845809952507346,-0.006019557858215396,0.0019174914542845162,0.003173879818096912,0.0006713263288919283,0.0008301477001572389,0.004135971991510335,0.0017586700830192056,-3.763285036005281e-05,0.00492172226041785,0.0026264506335364974,100,52,47,1,3,0,0.52,103,50,47,6,0,0,0.4854368932038835
approved_pure,year,2024,3,103,103,0,38,1,0.001057048925878722,0.002768549342553994,-0.036145099047620956,0.0324857961572385,55,48,0.5339805825242718,0.0016574437063410954,0.028363774877607502,0.021185087277764802,-0.022240077813420685,-0.013912377171751977,-0.000506682567024925,0.0021534950470059448,0.0015637314929036472,-0.0017461675755103,0.0037979873935087573,0.002803216501389022,-0.0028434836451351666,0.005083113169421953,0.003900532571013889,100,52,47,1,3,0,0.52,103,50,47,6,0,0,0.4854368932038835
approved_pure,year,2024,5,103,103,0,38,1,0.005112386878706934,0.006569574877899109,-0.03835895214738583,0.04719841956740884,60,43,0.5825242718446602,0.003919183299087704,0.03625168504901072,0.027107026973159476,-0.028931746179712,-0.019754290236293492,0.003620748128477349,0.006181588809656353,0.0014916387502295846,0.001418039510893474,0.008148028652728474,0.0036943473678134595,-0.00046679559893354164,0.009729085917384727,0.005579182477640475,100,52,47,1,3,0,0.52,103,50,47,6,0,0,0.4854368932038835
approved_pure,year,2024,10,103,103,0,38,1,0.0078795473214197,0.0034430525601967243,-0.06027241593434682,0.054644238084994655,57,46,0.5533980582524272,0.005366824176345269,0.054182481806193866,0.04337812699295829,-0.04292837389126997,-0.02541107247233365,0.005301240689287164,0.009659067047075007,0.0025783066321325362,0.0006187205836867237,0.01290657177764559,0.007260826737732977,-0.0035200870586842826,0.015851024444470823,0.011399634380103984,100,52,47,1,3,0,0.52,103,50,47,6,0,0,0.4854368932038835
approved_pure,year,2024,20,103,103,0,38,1,0.03866781046973883,0.030077142895784226,-0.07401510217605682,0.1499401596734342,69,34,0.6699029126213593,0.03365982277795034,0.09700102215531467,0.06696957800397674,-0.058432913188179475,-0.03784517149040667,0.035591426451999766,0.04134626955400258,0.0030763840177390617,0.029393067812771692,0.045812009119998616,0.009274742656967136,0.023567949659522188,0.05011505523444611,0.01509986081021664,100,52,47,1,3,0,0.52,103,50,47,6,0,0,0.4854368932038835
approved_pure,year,2025,1,39,39,0,23,1,0.0001281743680822806,-0.0036946395289308986,-0.028821300743460676,0.02284787886092744,18,21,0.46153846153846156,-0.0029155868815642595,0.014500099026909132,0.00870720121609625,-0.013436124134167535,-0.010232953809925949,-0.00305365741719779,0.0010930759680284196,0.003181831785280071,-0.0054565981213818065,0.0029228323787037058,0.005584772489464087,-0.007186929122738619,0.004804295108010745,0.007315103490820899,39,15,24,0,0,0,0.38461538461538464,39,13,24,2,0,0,0.3333333333333333
approved_pure,year,2025,3,39,39,0,23,1,0.00431896614334208,0.0037873580546454733,-0.052110708932454106,0.06532243875814409,20,19,0.5128205128205128,-0.0002872697940568732,0.03605426641521076,0.018236642548603577,-0.033205938443406725,-0.021664937375226456,-0.0013406132517944764,0.008663226491839182,0.005659579395136557,-0.010915654546611716,0.015331203890680168,0.015234620689953796,-0.015912436094150193,0.019422718556837127,0.02023140223749227,39,15,24,0,0,0,0.38461538461538464,39,13,24,2,0,0,0.3333333333333333
