direction,module,opportunity_events,converted_events,censored_events,eligible_events,eligible_converted_events,conversion_rate,median_bars_to_conversion,mean_bars_to_conversion,eligible_events_1,converted_events_within_1,conversion_rate_within_1,eligible_events_3,converted_events_within_3,conversion_rate_within_3,eligible_events_5,converted_events_within_5,conversion_rate_within_5,scope
Long,Squeeze,1397,175,18,1377,173,12.563543936092955,1.0,1.3085714285714285,1386,149,10.75036075036075,1382,168,12.156295224312592,1377,173,12.563543936092955,existing module events including overlap; not pure signals
