feature,bin,outcome_view,eligible,poor,poor_rate,all_approved_poor_rate,enrichment
rsi,1,negative_return_5,43,18,0.4186046511627907,0.4488888888888889,0.932535113976514
rsi,1,negative_return_20,43,17,0.3953488372093023,0.44,0.8985200845665962
rsi,1,stop_before_target_3_2,45,28,0.6222222222222222,0.5560538116591929,1.1189964157706092
rsi,2,negative_return_5,45,22,0.4888888888888889,0.4488888888888889,1.089108910891089
rsi,2,negative_return_20,45,24,0.5333333333333333,0.44,1.2121212121212122
rsi,2,stop_before_target_3_2,45,23,0.5111111111111111,0.5560538116591929,0.9191756272401432
rsi,3,negative_return_5,46,14,0.30434782608695654,0.4488888888888889,0.6780025828669823
rsi,3,negative_return_20,46,18,0.391304347826087,0.44,0.8893280632411068
rsi,3,stop_before_target_3_2,45,23,0.5111111111111111,0.5560538116591929,0.9191756272401432
rsi,4,negative_return_5,45,26,0.5777777777777777,0.4488888888888889,1.287128712871287
rsi,4,negative_return_20,45,21,0.4666666666666667,0.44,1.0606060606060606
rsi,4,stop_before_target_3_2,44,28,0.6363636363636364,0.5560538116591929,1.1444281524926685
rsi,5,negative_return_5,46,21,0.45652173913043476,0.4488888888888889,1.0170038743004735
rsi,5,negative_return_20,46,19,0.41304347826086957,0.44,0.9387351778656127
rsi,5,stop_before_target_3_2,44,22,0.5,0.5560538116591929,0.8991935483870966
rsi_distance_from_avg,1,negative_return_5,46,26,0.5652173913043478,0.4488888888888889,1.2591476538958242
rsi_distance_from_avg,1,negative_return_20,46,20,0.43478260869565216,0.44,0.9881422924901185
rsi_distance_from_avg,1,stop_before_target_3_2,46,32,0.6956521739130435,0.5560538116591929,1.2510518934081345
rsi_distance_from_avg,2,negative_return_5,44,14,0.3181818181818182,0.4488888888888889,0.7088208820882088
rsi_distance_from_avg,2,negative_return_20,44,18,0.4090909090909091,0.44,0.9297520661157025
rsi_distance_from_avg,2,stop_before_target_3_2,45,21,0.4666666666666667,0.5560538116591929,0.839247311827957
rsi_distance_from_avg,3,negative_return_5,45,21,0.4666666666666667,0.4488888888888889,1.0396039603960396
rsi_distance_from_avg,3,negative_return_20,45,21,0.4666666666666667,0.44,1.0606060606060606
rsi_distance_from_avg,3,stop_before_target_3_2,43,19,0.4418604651162791,0.5560538116591929,0.7946361590397599
rsi_distance_from_avg,4,negative_return_5,45,19,0.4222222222222222,0.4488888888888889,0.9405940594059405
rsi_distance_from_avg,4,negative_return_20,45,17,0.37777777777777777,0.44,0.8585858585858586
rsi_distance_from_avg,4,stop_before_target_3_2,44,23,0.5227272727272727,0.5560538116591929,0.940065982404692
rsi_distance_from_avg,5,negative_return_5,45,21,0.4666666666666667,0.4488888888888889,1.0396039603960396
rsi_distance_from_avg,5,negative_return_20,45,23,0.5111111111111111,0.44,1.1616161616161615
rsi_distance_from_avg,5,stop_before_target_3_2,45,29,0.6444444444444445,0.5560538116591929,1.1589605734767026
htf_adx,1,negative_return_5,46,19,0.41304347826086957,0.4488888888888889,0.9201463624623332
htf_adx,1,negative_return_20,46,18,0.391304347826087,0.44,0.8893280632411068
htf_adx,1,stop_before_target_3_2,45,26,0.5777777777777777,0.5560538116591929,1.0390681003584228
htf_adx,2,negative_return_5,42,14,0.3333333333333333,0.4488888888888889,0.7425742574257426
htf_adx,2,negative_return_20,42,18,0.42857142857142855,0.44,0.974025974025974
htf_adx,2,stop_before_target_3_2,43,19,0.4418604651162791,0.5560538116591929,0.7946361590397599
htf_adx,3,negative_return_5,46,23,0.5,0.4488888888888889,1.113861386138614
htf_adx,3,negative_return_20,46,21,0.45652173913043476,0.44,1.0375494071146245
htf_adx,3,stop_before_target_3_2,46,26,0.5652173913043478,0.5560538116591929,1.0164796633941093
htf_adx,4,negative_return_5,45,19,0.4222222222222222,0.4488888888888889,0.9405940594059405
htf_adx,4,negative_return_20,45,19,0.4222222222222222,0.44,0.9595959595959596
htf_adx,4,stop_before_target_3_2,44,22,0.5,0.5560538116591929,0.8991935483870966
htf_adx,5,negative_return_5,46,26,0.5652173913043478,0.4488888888888889,1.2591476538958242
htf_adx,5,negative_return_20,46,23,0.5,0.44,1.1363636363636365
htf_adx,5,stop_before_target_3_2,45,31,0.6888888888888889,0.5560538116591929,1.2388888888888887
adx_margin,1,negative_return_5,46,19,0.41304347826086957,0.4488888888888889,0.9201463624623332
adx_margin,1,negative_return_20,46,18,0.391304347826087,0.44,0.8893280632411068
adx_margin,1,stop_before_target_3_2,45,26,0.5777777777777777,0.5560538116591929,1.0390681003584228
adx_margin,2,negative_return_5,42,14,0.3333333333333333,0.4488888888888889,0.7425742574257426
