signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2021-11-09,Long,2,1,FLAT,,FILLED,1,2021-11-10,True,False,breakout,CVX,breakeven_1
2021-11-15,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2021-11-16,Long,2,1,Long,1,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2022-01-27,Long,2,1,FLAT,,FILLED,2,2022-01-28,True,False,breakout,CVX,breakeven_1
2022-02-07,Long,2,1,FLAT,,FILLED,3,2022-02-08,True,False,breakout,CVX,breakeven_1
2022-02-25,Long,2,1,FLAT,,FILLED,4,2022-02-28,True,False,breakout,CVX,breakeven_1
2022-03-03,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2022-03-04,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2022-05-06,Long,2,1,FLAT,,FILLED,5,2022-05-09,True,False,breakout,CVX,breakeven_1
2022-10-19,Long,2,1,FLAT,,FILLED,6,2022-10-20,True,False,breakout,CVX,breakeven_1
2022-11-11,Long,2,1,FLAT,,FILLED,7,2022-11-14,True,False,breakout,CVX,breakeven_1
2024-04-25,Long,2,1,FLAT,,FILLED,8,2024-04-26,True,False,breakout,CVX,breakeven_1
2024-04-26,Long,2,1,Long,8,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2025-08-15,Long,2,1,FLAT,,FILLED,9,2025-08-18,True,False,breakout,CVX,breakeven_1
2026-01-14,Long,2,1,FLAT,,FILLED,10,2026-01-15,True,False,breakout,CVX,breakeven_1
2026-03-02,Long,2,1,FLAT,,FILLED,11,2026-03-03,True,False,breakout,CVX,breakeven_1
2026-03-12,Long,2,1,Long,11,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2026-03-19,Long,2,1,Long,11,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2026-08-14,Long,2,1,FLAT,,FILLED,12,2026-08-17,True,False,breakout,CVX,breakeven_1
2026-08-17,Long,2,1,Long,12,IGNORED_POSITION_OPEN,,,,,breakout,CVX,breakeven_1
2026-09-01,Long,2,1,FLAT,,FILLED,13,2026-09-02,True,False,breakout,CVX,breakeven_1
2026-09-15,Long,2,1,FLAT,,FILLED,14,2026-09-16,True,False,breakout,CVX,breakeven_1
