signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2023-11-02,Long,1,1,FLAT,,FILLED,1,2023-11-03,True,False,pullback,CRM,time_10
2025-01-21,Long,1,1,FLAT,,FILLED,2,2025-01-22,True,False,pullback,CRM,time_10
