trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,initial_risk_pct,realized_R,mfe_R,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2024-03-05,signal bar close,2024-03-06,81.63999938964844,2.911709789590791,74.36072491567145,4,1,2024-03-08,78.00312813773736,ATR_STOP,3,True,False,-0.04454766387923581,2024-03-08,INTRABAR_STOP,TRAILING_STOP,True,True,0.05046549212865914,,0.05046549212865914,0.05046549212865914,-0.07667812571081678,-0.04454766387923581,2024-03-07,1,-0.8827351522831456,0.09501315600789495,20,True,17,0.0,0.08916308829492667,-0.49962001912590265,0.5659908499550099,-0.04454766387923581,0.05046549212865914,2,-0.022782957181004093,False,1,1,1,1,2,2,2,2,2,2,ADX 18-25,squeeze,MRVL,IN-SAMPLE,2024,1-3
2,Long,2024-10-16,signal bar close,2024-10-17,84.12999725341797,3.068314700918887,76.45921050112075,4,1,2024-11-27,88.0945609520663,ATR_STOP,30,True,False,0.04712425803017917,2024-11-27,INTRABAR_STOP,TRAILING_STOP,True,True,0.13574237693055302,-0.06038267404619191,0.13574237693055302,0.13574237693055302,-0.06038267404619191,-0.06038267404619191,2024-11-26,28,0.347159517136556,0.08861811890037385,20,True,0,,0.09117778441369882,0.5168392534782746,1.4887659072154278,-0.054796157861092376,0.0007132436698831235,9,-0.054796157861092376,False,9,9,9,9,12,12,12,12,14,14,ADX 18-25,squeeze,MRVL,IN-SAMPLE,2024,16+
3,Long,2024-12-05,signal bar close,2024-12-06,113.4800033569336,4.918370927900846,101.18407603718148,4,1,2024-12-17,112.42413300410499,ATR_STOP,8,True,False,-0.009304461769423233,2024-12-17,INTRABAR_STOP,TRAILING_STOP,True,True,0.11164961045245847,-0.07472685148114655,0.11164961045245847,0.11164961045245847,-0.07472685148114655,-0.07472685148114655,2024-12-16,6,-0.08333626719983199,0.1209540722218817,20,True,12,0.08750440616345867,0.10835325128672402,-0.08587155123570586,1.0304223373695693,-0.07472685148114655,0.011191369452747013,1,0.0,False,1,1,1,1,6,6,6,6,6,6,ADX 25-40,squeeze,MRVL,IN-SAMPLE,2024,6-10
