signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2023-03-03,Long,1,1,FLAT,,FILLED,1,2023-03-06,True,False,pullback,ASML,skip_rsi_distance_from_avg_2
2023-03-16,Long,1,1,FLAT,,FILLED,2,2023-03-17,True,False,pullback,ASML,skip_rsi_distance_from_avg_2
2025-11-24,Long,1,1,FLAT,,FILLED,3,2025-11-25,True,False,pullback,ASML,skip_rsi_distance_from_avg_2
