direction,module,opportunity_events,converted_events,censored_events,eligible_events,eligible_converted_events,conversion_rate,median_bars_to_conversion,mean_bars_to_conversion,eligible_events_1,converted_events_within_1,conversion_rate_within_1,eligible_events_3,converted_events_within_3,conversion_rate_within_3,eligible_events_5,converted_events_within_5,conversion_rate_within_5,scope
Long,Pullback,1639,298,10,1628,297,18.243243243243242,1.0,1.74496644295302,1636,218,13.32518337408313,1631,250,15.328019619865113,1628,297,18.243243243243242,existing module events including overlap; not pure signals
