feature,bin,group,group_value,observations,complete,median_feature,mean,median,positive_rate,mean_mfe,mean_mae
rsi,1,year,2021,2,2,48.00682225175414,0.006458734640578445,0.006458734640578445,0.5,0.0706007439056262,-0.053648272010020814
rsi,1,year,2022,4,4,46.42734604791417,0.06035080454380437,0.04701272583979188,1.0,0.07065240755639257,-0.020226581447123637
rsi,1,year,2023,11,11,46.243755225451196,0.016666403580627584,0.015055816137808709,0.5454545454545454,0.06213715590041473,-0.04321387382530253
rsi,1,year,2024,19,19,46.219993369118086,0.06538747603838006,0.01966839657777375,0.6842105263157895,0.09385063102471586,-0.039546629873755255
rsi,1,year,2025,23,22,46.71154748958339,0.03357790262545313,0.024362626299572532,0.5909090909090909,0.08930910059499034,-0.06809642563644949
rsi,1,symbol,AAPL,1,1,45.235149234761124,0.05259950939533953,0.05259950939533953,1.0,0.07046082673723864,-0.006281919990752116
rsi,1,symbol,ABNB,1,1,46.7816004755443,-0.013954609605454693,-0.013954609605454693,0.0,0.05288249200110684,-0.029077450713637654
rsi,1,symbol,AVGO,1,1,45.97995566500594,0.35444310958163716,0.35444310958163716,1.0,0.39133768311590145,0.007303768478989392
rsi,1,symbol,BAC,2,2,45.244720021455294,0.043433138092413226,0.043433138092413226,1.0,0.06323435784421083,-0.01339675222049963
rsi,1,symbol,CAT,1,1,45.36023475836685,0.01966839657777375,0.01966839657777375,1.0,0.025014294755146604,-0.05874782307062687
rsi,1,symbol,COIN,2,2,46.6978913925949,0.09803538440268056,0.09803538440268056,1.0,0.12593985588077172,-0.1241283134908519
rsi,1,symbol,COST,2,2,46.315856552336164,0.018497014093801445,0.018497014093801445,1.0,0.031870613750233256,-0.014730831375932174
rsi,1,symbol,CRM,1,1,46.41347582010084,0.052931154400889024,0.052931154400889024,1.0,0.12314894275787824,0.0013462319371444487
rsi,1,symbol,CVX,1,1,46.27705332913982,0.08300466044967725,0.08300466044967725,1.0,0.09527387305604451,-0.011768418671752712
rsi,1,symbol,DDOG,1,1,48.08155760017216,0.04625183139814748,0.04625183139814748,1.0,0.08922929555377879,-0.07274004286415192
rsi,1,symbol,ETN,2,2,47.97916855142019,0.014518424749440928,0.014518424749440928,0.5,0.028509819017595195,-0.032079467460268685
rsi,1,symbol,GE,2,2,45.25029399623112,0.10013876698224644,0.10013876698224644,1.0,0.11975035460560102,-0.008849682219807198
rsi,1,symbol,GOOGL,2,2,45.66229401539306,0.07134831131797104,0.07134831131797104,1.0,0.08052046214626374,-0.017819814358332964
rsi,1,symbol,HON,1,1,47.90176485954752,-0.027631190432806263,-0.027631190432806263,0.0,0.03305274016982995,-0.054501371446744495
rsi,1,symbol,HOOD,2,2,45.014914141012454,0.16429390890403123,0.16429390890403123,0.5,0.2391781096177522,-0.13188006105980304
rsi,1,symbol,JPM,1,1,47.40380293343592,0.023442726945903436,0.023442726945903436,1.0,0.03404880526125087,-0.011447816291377144
rsi,1,symbol,LLY,2,2,46.90002536839499,0.013805632974718651,0.013805632974718651,0.5,0.1009084331824246,-0.031805074372103115
rsi,1,symbol,MA,1,1,46.543760162047754,-0.007139461692380555,-0.007139461692380555,0.0,0.004607233010224476,-0.07269588172872454
rsi,1,symbol,META,1,1,46.72837625729665,0.015055816137808709,0.015055816137808709,1.0,0.043535882217743405,-0.0618882274995084
rsi,1,symbol,MS,3,3,45.90608557468711,-0.03782547145858772,-0.0073783652917953635,0.3333333333333333,0.024659430703513358,-0.06731773514604529
rsi,1,symbol,MSFT,1,1,47.93208690333611,-0.03333436211699059,-0.03333436211699059,0.0,0.051972192257473626,-0.03455650115588971
rsi,1,symbol,NFLX,2,2,45.74764372857672,0.045161411215982605,0.045161411215982605,0.5,0.08173511412263029,-0.034556356988232506
rsi,1,symbol,NOW,2,2,46.52717592822031,-0.019798741918856666,-0.019798741918856666,0.0,0.08548538977309439,-0.05055755668581957
rsi,1,symbol,NVDA,2,2,47.59210380190225,0.0415305518087562,0.0415305518087562,1.0,0.07143278709093637,-0.12083427712326467
rsi,1,symbol,ORCL,2,2,45.79258460421755,0.14361045431970637,0.14361045431970637,0.5,0.241377810943658,-0.03323416947462621
rsi,1,symbol,PLTR,4,3,46.19508757626666,0.02805683121813955,-0.004522256485494203,0.3333333333333333,0.08964218155703585,-0.09200007680090001
rsi,1,symbol,QCOM,1,1,46.219993369118086,0.10340400699164531,0.10340400699164531,1.0,0.12638264412808464,-0.011611618276453517
rsi,1,symbol,ROKU,3,3,46.813147179306036,0.08357139098830928,0.07573109473764683,1.0,0.10386943753571283,-0.03206538613339194
rsi,1,symbol,RTX,1,1,47.228247526725376,-0.020067397693072864,-0.020067397693072864,0.0,0.03248626282264144,-0.036680641654751045
rsi,1,symbol,SMCI,1,1,43.58566475756232,-0.05275692475546778,-0.05275692475546778,0.0,0.07660938219785463,-0.15145065385813783
rsi,1,symbol,TSM,2,2,46.719223057204815,-0.01991198004859185,-0.01991198004859185,0.0,0.028391913614219666,-0.044570192073318804
rsi,1,symbol,UBER,3,3,47.396898582168646,0.00582884015607484,0.014111505815074699,0.6666666666666666,0.04637768963188053,-0.08770896894126219
rsi,1,symbol,V,2,2,46.68171702411688,0.009489542083670588,0.009489542083670588,0.5,0.023434057575161593,-0.03683343913094539
rsi,1,symbol,WMT,2,2,45.863368197267505,0.0625376240775477,0.0625376240775477,1.0,0.06901589371994232,-0.021010512763621703
rsi,1,symbol,XOM,1,1,47.98101000158186,0.0105361049269741,0.0105361049269741,1.0,0.03002332140515729,-0.03841494402407486
rsi,2,year,2021,7,7,49.538142310868146,-0.05834300879393249,-0.0505933149711808,0.0,0.030953841287878862,-0.08408730873235441
rsi,2,year,2022,5,5,49.05830511855506,-0.006582871025796267,-0.012072397641104238,0.4,0.046288152054744056,-0.047415113590041094
rsi,2,year,2023,17,17,48.984130160703685,0.01003611348431335,0.008383836959037883,0.5294117647058824,0.05763486732934808,-0.05939822800754877
rsi,2,year,2024,19,19,49.44774884807944,0.009999799405221619,0.01367402084269509,0.5789473684210527,0.047271000334101594,-0.03696008291036834
rsi,2,year,2025,10,10,49.374117782860736,-0.0020662049728666365,0.010400211662168202,0.7,0.07393689234950455,-0.06074557601557658
rsi,2,symbol,AAPL,1,1,49.682095423104904,-0.04072015987752242,-0.04072015987752242,0.0,-0.0009531793950361411,-0.046862620161445045
rsi,2,symbol,ABNB,4,4,49.33444662665458,-0.017236870950420313,-0.01629761856199885,0.5,0.06820259686323815,-0.08506170547611103
rsi,2,symbol,AMZN,4,4,49.72483813568219,-0.017856847178809504,-0.010100358592769254,0.5,0.03704108713040127,-0.060814815091628394
rsi,2,symbol,ASML,1,1,49.02865638929456,-0.00578932883544836,-0.00578932883544836,0.0,0.0016003318639365993,-0.07450812681691577
rsi,2,symbol,COP,1,1,49.13768806487016,-0.015661883006436117,-0.015661883006436117,0.0,0.052806617851936855,-0.05419270380343555
rsi,2,symbol,COST,2,2,48.96145320906758,0.0013781626668903368,0.0013781626668903368,0.5,0.050929037935927846,-0.03889089069030549
rsi,2,symbol,CVX,1,1,49.6855987364957,0.01064682680505502,0.01064682680505502,1.0,0.03165425801887811,-0.03646247984237072
rsi,2,symbol,DE,2,2,49.36225740246382,-0.022015493479333126,-0.022015493479333126,0.0,0.04905085883566873,-0.026164967439456954
rsi,2,symbol,GE,1,1,49.11814963116374,0.014053088447484319,0.014053088447484319,1.0,0.08675362006273368,-0.003957175064083995
rsi,2,symbol,GOOGL,1,1,48.93584267202661,0.050336359950123866,0.050336359950123866,1.0,0.06734187760954025,-0.014738092239617973
rsi,2,symbol,GS,1,1,48.4690928596805,0.02050866026537257,0.02050866026537257,1.0,0.04379998317998113,-0.006987415745009495
rsi,2,symbol,HD,1,1,49.54201536877375,0.03774966859743745,0.03774966859743745,1.0,0.0387952045555533,-0.04108391510403231
rsi,2,symbol,JPM,3,3,48.60819039780095,0.01491350072397927,0.01367402084269509,0.6666666666666666,0.036106970862096986,-0.02115021640968266
