blocker,feature,bin,observations,complete,positive,positive_rate,median_feature,mean
pb_long_fail_reclaim,bars_since_oversold,3,525,497,291,0.5855130784708249,113.0,0.021630311756520925
pb_long_fail_reclaim,bars_since_oversold,4,495,492,279,0.5670731707317073,217.0,0.0095373704422428
pb_long_fail_reclaim,bars_since_oversold,5,403,400,240,0.6,402.0,0.02955066564493804
pb_long_fail_reclaim,bars_since_squeeze,1,543,530,306,0.5773584905660377,0.0,0.01682896555709658
pb_long_fail_reclaim,bars_since_squeeze,2,295,292,187,0.6404109589041096,4.0,0.022161969068929133
pb_long_fail_reclaim,bars_since_squeeze,3,397,389,244,0.6272493573264781,9.0,0.02908874634170438
pb_long_fail_reclaim,bars_since_squeeze,4,547,546,313,0.5732600732600732,19.0,0.009191490519254797
pb_long_fail_reclaim,bars_since_squeeze,5,587,578,344,0.5951557093425606,38.0,0.018667323724177433
pb_long_fail_rsi,rsi,1,80,78,44,0.5641025641025641,46.23371136955784,-0.0096942921611452
pb_long_fail_rsi,rsi,2,24,24,11,0.4583333333333333,49.03180146996759,-0.007986535125906566
pb_long_fail_rsi,rsi,3,16,16,7,0.4375,50.59321386037112,-0.011271698071018195
pb_long_fail_rsi,rsi,4,23,23,13,0.5652173913043478,52.8311216388481,-0.011586511432509607
pb_long_fail_rsi,rsi,5,51,49,23,0.46938775510204084,56.157817897452205,-0.013123774473089938
pb_long_fail_rsi,rsi_distance_from_avg,1,123,121,64,0.5289256198347108,-3.971667627722084,-0.00891986872494234
pb_long_fail_rsi,rsi_distance_from_avg,2,3,3,1,0.3333333333333333,3.5225736254909847,-0.03409590354312819
pb_long_fail_rsi,rsi_distance_from_avg,3,23,22,10,0.45454545454545453,6.098998375568115,-0.004508855797587232
pb_long_fail_rsi,rsi_distance_from_avg,4,19,19,11,0.5789473684210527,8.827798443854292,0.002531268681009391
pb_long_fail_rsi,rsi_distance_from_avg,5,26,25,12,0.48,13.03736665486505,-0.03220163855605416
pb_long_fail_rsi,htf_adx,1,29,29,13,0.4482758620689655,18.7035904273415,-0.02590862900109083
pb_long_fail_rsi,htf_adx,2,27,25,15,0.6,20.12610939311804,0.0068917813878754015
pb_long_fail_rsi,htf_adx,3,45,44,25,0.5681818181818182,22.238596170545755,0.002079651780100505
pb_long_fail_rsi,htf_adx,4,37,37,19,0.5135135135135135,24.91002792275159,-0.01346975543254541
