blocker,feature,bin,observations,complete,positive,positive_rate,median_feature,mean
pb_long_fail_reclaim,bb_width,5,544,541,305,0.5637707948243993,0.26103351197794716,0.017497329960191373
pb_long_fail_reclaim,distance_to_squeeze_pct,1,575,561,327,0.5828877005347594,-17.21781854524863,0.017464028246706644
pb_long_fail_reclaim,distance_to_squeeze_pct,2,339,333,185,0.5555555555555556,13.380324233402296,0.00943573439170433
pb_long_fail_reclaim,distance_to_squeeze_pct,3,408,398,251,0.6306532663316583,34.663625803149145,0.02520077502992024
pb_long_fail_reclaim,distance_to_squeeze_pct,4,420,418,258,0.6172248803827751,63.88841477015431,0.015432981022631083
pb_long_fail_reclaim,distance_to_squeeze_pct,5,669,667,393,0.5892053973013494,115.14551152880071,0.019306674891095055
pb_long_fail_reclaim,distance_to_upper_band_atr,1,367,353,204,0.5779036827195467,0.7920754302260428,0.014280498898180581
pb_long_fail_reclaim,distance_to_upper_band_atr,2,354,340,197,0.5794117647058824,1.693006750385139,0.01732160571414707
pb_long_fail_reclaim,distance_to_upper_band_atr,3,339,336,189,0.5625,2.37185377237723,0.009254916172700833
pb_long_fail_reclaim,distance_to_upper_band_atr,4,387,384,219,0.5703125,2.9574382910884744,0.012774236851231044
pb_long_fail_reclaim,distance_to_upper_band_atr,5,1050,1050,636,0.6057142857142858,4.384276521913302,0.020949437551544336
pb_long_fail_reclaim,bars_since_rsi_up,1,461,453,253,0.5584988962472406,0.0,0.01097757914794953
pb_long_fail_reclaim,bars_since_rsi_up,2,943,930,559,0.6010752688172043,1.0,0.02017407686750942
pb_long_fail_reclaim,bars_since_rsi_up,3,377,371,238,0.6415094339622641,3.0,0.02385736856369833
pb_long_fail_reclaim,bars_since_rsi_up,4,716,709,395,0.5571227080394923,5.0,0.011786194203036
pb_long_fail_reclaim,bars_since_oversold,1,524,524,353,0.6736641221374046,7.0,0.0225727154610447
pb_long_fail_reclaim,bars_since_oversold,2,349,349,188,0.5386819484240688,61.0,0.011420770934597738
