module,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
breakout,547,2,223,324,0,0.4076782449725777,0.07051215528356179,0.0387848477951076,-0.04358127523099453,-0.04012459533558277,0.002932134284080534,-0.013197638432546288,0.002932134284080534,1.1135863745941654,12.06764168190128,10.0,-0.21953813037602288,-0.08377501175717122,-0.11096494859754368,0.14030792962673477
meanrev,55,1,27,28,0,0.4909090909090909,0.07108036438966457,0.0490759380865573,-0.04219863723405393,-0.03617615528855134,0.013411054472135153,-0.00011654540743621933,0.013411054472135153,1.6242652474062345,11.49090909090909,10.0,-0.10417027794415878,-0.07655268796579942,-0.09004899240364495,0.5006502257849995
pullback,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438
squeeze,194,1,66,128,0,0.3402061855670103,0.081788895659874,0.053582172636585046,-0.036871951958035026,-0.03166704791833019,0.0034972023862020634,-0.01926292279803754,0.0034972023862020634,1.1437528279658231,11.95360824742268,8.0,-0.14879647972730503,-0.07507114978092018,-0.09352004371755626,0.3060898420924718
