module,configuration,year,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit,group_type,symbol
squeeze,ATR1.75-DYNAMIC-TRENDON,2026.0,26,0,11,15,0,0.4230769230769231,0.06234501330469235,0.030791674265134406,-0.02900493460678671,-0.02814033651997505,0.009643120278839047,-0.00992946122353161,0.009643120278839047,1.5762723496278235,7.961538461538462,5.5,-0.058601808005968925,-0.048361639897869124,-0.054545802863378234,0.831448405085851,year,
squeeze,ATR2-DYNAMIC-TRENDON,2021.0,1,0,0,1,0,0.0,,,-0.015176056482084421,-0.015176056482084421,-0.015176056482084421,-0.015176056482084421,-0.015176056482084421,0.0,10.0,10.0,-0.015176056482084421,-0.015176056482084421,-0.015176056482084421,,year,
squeeze,ATR2-DYNAMIC-TRENDON,2022.0,13,0,3,10,0,0.23076923076923078,0.15905316472791572,0.15830451715779792,-0.0359896021982964,-0.028868132174715455,0.009020267092367935,-0.020566786429947914,0.009020267092367935,1.3258259748320695,8.692307692307692,8.0,-0.060585177780071,-0.059744618510650514,-0.060585177780071,1.0,year,
squeeze,ATR2-DYNAMIC-TRENDON,2023.0,45,0,14,31,0,0.3111111111111111,0.04679467977160234,0.031061463979317083,-0.024678896858532154,-0.0229257746097159,-0.002442673018045865,-0.012032923410447038,-0.002442673018045865,0.856321954271995,8.622222222222222,7.0,-0.0923542103965328,-0.05393356030558507,-0.06975137934879456,0.770670587487736,year,
squeeze,ATR2-DYNAMIC-TRENDON,2024.0,73,0,24,49,0,0.3287671232876712,0.05732284606382087,0.027112295480532733,-0.03403182002915126,-0.02239344937207366,-0.003997409258859056,-0.014820635185774256,-0.003997409258859056,0.8250071846645052,8.342465753424657,7.0,-0.2336822901848492,-0.07012727241007388,-0.13337388698661026,0.6551758912869741,year,
squeeze,ATR2-DYNAMIC-TRENDON,2025.0,43,0,14,29,0,0.32558139534883723,0.058488041539200064,0.06127780390731408,-0.0319155945024736,-0.02330666374914847,-0.0024818525354170597,-0.01773080754328127,-0.0024818525354170597,0.8846962339402793,6.976744186046512,6.0,-0.10254949858874707,-0.06438638719489996,-0.07830919933863811,0.5938714694594349,year,
squeeze,ATR2-DYNAMIC-TRENDON,2026.0,26,0,10,16,0,0.38461538461538464,0.061897305095129654,0.029306828593013146,-0.03184274173357508,-0.03425295049663407,0.004211122431311353,-0.01489715606339903,0.004211122431311353,1.2149021591211033,8.692307692307692,5.5,-0.06702746858129294,-0.04673079985575837,-0.05750068653585433,0.8701321679235063,year,
squeeze,ATR2.25-DYNAMIC-TRENDON,2021.0,1,0,0,1,0,0.0,,,-0.023339726140001238,-0.023339726140001238,-0.023339726140001238,-0.023339726140001238,-0.023339726140001238,0.0,10.0,10.0,-0.023339726140001238,-0.023339726140001238,-0.023339726140001238,,year,
squeeze,ATR2.25-DYNAMIC-TRENDON,2022.0,13,0,4,9,0,0.3076923076923077,0.17607550960395763,0.16681463651245199,-0.042005659965426045,-0.03527523485047901,0.025096238363615082,-0.02218227068949996,0.025096238363615082,1.8629818484131433,11.384615384615385,9.0,-0.07159693392805822,-0.06903122217227495,-0.07159693392805822,1.0,year,
squeeze,ATR2.25-DYNAMIC-TRENDON,2023.0,44,0,12,32,0,0.2727272727272727,0.05731264812836515,0.052365189117014266,-0.028031854642376397,-0.023779737796318423,-0.0047560811594468825,-0.015618011426291767,-0.0047560811594468825,0.7667078515613668,10.022727272727273,8.0,-0.10623493922772831,-0.06241604012710338,-0.07956628289235623,0.7407891874090681,year,
squeeze,ATR2.25-DYNAMIC-TRENDON,2024.0,73,0,28,45,0,0.3835616438356164,0.05193642559355869,0.025768590739928876,-0.03758521269998703,-0.025779118069493734,-0.003248145957257169,-0.013949539245404985,-0.003248145957257169,0.8598061797616043,9.904109589041095,8.0,-0.2336822901848492,-0.06839168847828718,-0.13228914702924358,0.6191095590479913,year,
squeeze,ATR2.25-DYNAMIC-TRENDON,2025.0,43,0,14,29,0,0.32558139534883723,0.06576644393758815,0.054515417821945356,-0.03777302275713605,-0.028435744228914484,-0.004062498716993284,-0.021729961944683573,-0.004062498716993284,0.8405289131110255,8.255813953488373,7.0,-0.10254949858874707,-0.07442095751938248,-0.0846239327690016,0.6996431891447636,year,
squeeze,ATR2.25-DYNAMIC-TRENDON,2026.0,25,1,9,16,0,0.36,0.06574626363000623,0.04348859672374217,-0.03562206277060577,-0.03588543407965833,0.0008705347336145497,-0.015574941366015116,0.0008705347336145497,1.0381844962216826,10.48,7.0,-0.07545312915661684,-0.057084236817221544,-0.06665788227010716,0.8528789544801986,year,
squeeze,ATR2.5-DYNAMIC-TRENDOFF,2021.0,1,0,0,1,0,0.0,,,-0.031503395797918055,-0.031503395797918055,-0.031503395797918055,-0.031503395797918055,-0.031503395797918055,0.0,16.0,16.0,-0.031503395797918055,-0.031503395797918055,-0.031503395797918055,,year,
squeeze,ATR2.5-DYNAMIC-TRENDOFF,2022.0,13,0,4,9,0,0.3076923076923077,0.16828221403781557,0.15598184533004045,-0.04673228552234717,-0.043202486040971766,0.01942602203462598,-0.028853616937904558,0.01942602203462598,1.600437348439823,12.307692307692308,9.0,-0.0754572496724687,-0.07513569343909429,-0.0754572496724687,1.0,year,
squeeze,ATR2.5-DYNAMIC-TRENDOFF,2023.0,43,0,11,32,0,0.2558139534883721,0.09215829974141995,0.06143667209595183,-0.03228702345703337,-0.02343175478659365,-0.00045217333649880055,-0.019058768022069517,-0.00045217333649880055,0.9811810487352962,11.372093023255815,8.0,-0.12011566805892382,-0.0701022059815493,-0.08899630523055102,0.8180387504765825,year,
squeeze,ATR2.5-DYNAMIC-TRENDOFF,2024.0,69,0,25,44,0,0.36231884057971014,0.07871338491553376,0.04712425803017917,-0.03295903656395089,-0.029791592227829566,0.00750198571122471,-0.00863799890995709,0.00750198571122471,1.3569423993864507,13.44927536231884,10.0,-0.14879647972730503,-0.07418984671007742,-0.09573318277853354,0.5074394159496411,year,
squeeze,ATR2.5-DYNAMIC-TRENDOFF,2025.0,43,0,17,26,0,0.3953488372093023,0.07129376474853681,0.05264492397153275,-0.04460563669495916,-0.03954124973667017,0.001215056898981113,-0.025919626157068998,0.001215056898981113,1.0450507453312787,10.581395348837209,8.0,-0.10254949858874707,-0.08328365631246265,-0.09093866619936508,0.6949400400778063,year,
