signal_time,direction,active_module_mask,module_score,position_state_at_signal_close,active_trade_id_at_signal_close,resolution,trade_id,entry_time,closed,censored_at_end,module,symbol,scenario
2023-07-17,Long,2,1,FLAT,,FILLED,1,2023-07-18,True,False,breakout,PLTR,lock25_2
2023-11-03,Long,2,1,FLAT,,FILLED,2,2023-11-06,True,False,breakout,PLTR,lock25_2
2024-03-06,Long,2,1,FLAT,,FILLED,3,2024-03-07,True,False,breakout,PLTR,lock25_2
2024-06-17,Long,2,1,FLAT,,FILLED,4,2024-06-18,True,False,breakout,PLTR,lock25_2
2024-06-18,Long,2,1,Long,4,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
2024-07-05,Long,2,1,FLAT,,FILLED,5,2024-07-08,True,False,breakout,PLTR,lock25_2
2024-07-08,Long,2,1,Long,5,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
2024-07-15,Long,2,1,FLAT,,FILLED,6,2024-07-16,True,False,breakout,PLTR,lock25_2
2024-08-08,Long,2,1,FLAT,,FILLED,7,2024-08-09,True,False,breakout,PLTR,lock25_2
2024-08-09,Long,2,1,Long,7,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
2024-09-16,Long,2,1,FLAT,,FILLED,8,2024-09-17,True,False,breakout,PLTR,lock25_2
2024-10-25,Long,2,1,FLAT,,FILLED,9,2024-10-28,True,False,breakout,PLTR,lock25_2
2024-11-08,Long,2,1,FLAT,,FILLED,10,2024-11-11,True,False,breakout,PLTR,lock25_2
2024-11-11,Long,2,1,Long,10,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
2024-11-15,Long,2,1,FLAT,,FILLED,11,2024-11-18,True,False,breakout,PLTR,lock25_2
2024-12-03,Long,2,1,FLAT,,FILLED,12,2024-12-04,True,False,breakout,PLTR,lock25_2
2025-05-13,Long,2,1,FLAT,,FILLED,13,2025-05-14,True,False,breakout,PLTR,lock25_2
2025-08-05,Long,2,1,FLAT,,FILLED,14,2025-08-06,True,False,breakout,PLTR,lock25_2
2025-08-06,Long,2,1,Long,14,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
2025-08-07,Long,2,1,Long,14,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
2025-08-08,Long,2,1,Long,14,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
2026-03-02,Long,2,1,FLAT,,FILLED,15,2026-03-03,True,False,breakout,PLTR,lock25_2
2026-03-03,Long,2,1,Long,15,IGNORED_POSITION_OPEN,,,,,breakout,PLTR,lock25_2
