trade_id,direction,signal_time,signal_available_at,entry_time,entry_price,atr_at_entry,initial_stop,active_module_mask,module_score,exit_time,exit_price,exit_reason,bars_held,closed,censored_at_end,return_pct,observed_through,exit_timing,exit_stop_source,intrabar_exit_uncertain,excursion_data_valid,in_trade_mfe,in_trade_mae,in_trade_mfe_lower,in_trade_mfe_upper,in_trade_mae_lower,in_trade_mae_upper,mfe_bar,bars_to_mfe,realized_to_in_trade_mfe,in_trade_mfe_minus_realized,post_exit_horizon,post_exit_window_complete,post_exit_observed_bars,post_exit_mfe_from_entry,initial_risk_pct,realized_R,mfe_R,early_mae_known,early_mfe_upper,first_positive_close_bar,mae_before_positive_close,flat_first10,first_known_0.005,first_possible_0.005,first_known_0.010,first_possible_0.010,first_known_0.020,first_possible_0.020,first_known_0.030,first_possible_0.030,first_known_0.040,first_possible_0.040,regime,module,symbol,partition,year,holding_bucket
1,Long,2024-02-23,signal bar close,2024-02-26,373.510009765625,6.240962190614062,357.9076042890898,4,1,2024-03-11,371.55999755859375,ATR_STOP,11,True,False,-0.005220776300626784,2024-03-11,OPEN,TRAILING_STOP,False,True,0.031029948421364306,-0.0077642481814135245,0.031029948421364306,0.031029948421364306,-0.0077642481814135245,-0.0077642481814135245,2024-03-01,4,-0.16824959647797055,0.03625072472199109,20,True,10,0.06254179202913668,0.04177238914246391,-0.12498151070127757,0.7428339402742151,-0.0077642481814135245,0.016947301027454786,2,-0.007469702208710793,False,2,2,3,3,4,4,5.0,5.0,,,ADX 18-25,squeeze,HD,IN-SAMPLE,2024,11-15
2,Long,2024-09-19,signal bar close,2024-09-20,388.3299865722656,7.311990469316097,370.05001039897536,4,1,2024-10-21,405.20705927451667,ATR_STOP,22,True,False,0.04346064760855217,2024-10-21,INTRABAR_STOP,TRAILING_STOP,True,True,0.08557158122050978,-0.0034248876426083985,0.08557158122050978,0.08557158122050978,-0.0034248876426083985,-0.0034248876426083985,2024-10-15,17,0.5078864617045961,0.04211093361195761,20,True,0,,0.04707330570746043,0.9232546334995184,1.817836668457043,-0.0034248876426083985,0.032910151729729,1,0.0,False,1,1,2,2,3,3,3.0,3.0,7.0,7.0,ADX 18-25,squeeze,HD,IN-SAMPLE,2024,16+
3,Long,2025-01-21,signal bar close,2025-01-22,417.54998779296875,7.72207700335438,398.2447952845828,4,1,2025-02-03,406.1199951171875,ATR_STOP,9,True,False,-0.02737395044889457,2025-02-03,OPEN,TRAILING_STOP,False,True,0.020692168365531005,-0.02737395044889457,0.020692168365531005,0.020692168365531005,-0.02737395044889457,-0.02737395044889457,2025-01-27,3,-1.3229135760606932,0.048066118814425574,20,True,12,0.001077744510088241,0.046234446348392536,-0.592068308607448,0.4475487434111001,-0.021075291702156607,0.0,4,-0.021075291702156607,False,4,4,4,4,4,4,,,,,ADX 25-40,squeeze,HD,IN-SAMPLE,2025,6-10
