blocker,feature,bin,observations,complete,positive,positive_rate,median_feature,mean
bo_long_fail_trend,distance_to_breakout_atr,1,209,206,124,0.6019417475728155,-1.1194789732100507,0.015459759510678574
bo_long_fail_trend,distance_to_breakout_atr,2,196,194,108,0.5567010309278351,-0.6743952312301178,0.01902656732358302
bo_long_fail_trend,distance_to_breakout_atr,3,232,228,115,0.5043859649122807,-0.44057059074979965,0.005979780920351545
bo_long_fail_trend,distance_to_breakout_atr,4,178,172,92,0.5348837209302325,-0.23627037814822296,0.004863231112330238
bo_long_fail_trend,distance_to_breakout_atr,5,211,207,127,0.6135265700483091,-0.07995592591838317,0.022724661111699438
bo_long_fail_trend,bb_width,1,182,173,100,0.5780346820809249,0.062378623834280764,0.006755441407569858
bo_long_fail_trend,bb_width,2,205,200,120,0.6,0.0918832436315377,0.015504446291243736
bo_long_fail_trend,bb_width,3,196,192,101,0.5260416666666666,0.12427976935267022,0.014647946695907382
bo_long_fail_trend,bb_width,4,203,202,113,0.5594059405940595,0.17472391669825574,0.013826017504065998
bo_long_fail_trend,bb_width,5,240,240,132,0.55,0.278102339880623,0.016270388533598946
bo_long_fail_trend,distance_to_squeeze_pct,1,154,150,92,0.6133333333333333,-27.299081107862204,0.022143512756827483
bo_long_fail_trend,distance_to_squeeze_pct,2,299,297,164,0.5521885521885522,5.074065561034913,0.012356407995050065
bo_long_fail_trend,distance_to_squeeze_pct,3,230,225,110,0.4888888888888889,34.2931638006511,-0.005301458679331937
bo_long_fail_trend,distance_to_squeeze_pct,4,214,208,127,0.6105769230769231,66.79273414256403,0.021136249135215425
bo_long_fail_trend,distance_to_squeeze_pct,5,109,107,61,0.5700934579439252,120.64119244157223,0.02299202177501027
bo_long_fail_trend,distance_to_upper_band_atr,1,206,204,120,0.5882352941176471,-0.7503547330595454,0.014220994208057253
bo_long_fail_trend,distance_to_upper_band_atr,2,205,199,110,0.5527638190954773,-0.3308034448970582,0.0060928071531878136
bo_long_fail_trend,distance_to_upper_band_atr,3,172,165,95,0.5757575757575758,-0.025905479694885353,0.017450050264681896
bo_long_fail_trend,distance_to_upper_band_atr,4,214,211,119,0.5639810426540285,0.3062096594345467,0.008432942592297429
bo_long_fail_trend,distance_to_upper_band_atr,5,229,228,122,0.5350877192982456,1.0254990501339036,0.02196304626615046
bo_long_fail_trend,bars_since_rsi_up,1,152,148,91,0.6148648648648649,0.0,0.01634565260261339
bo_long_fail_trend,bars_since_rsi_up,2,234,231,130,0.5627705627705628,1.0,0.016409526494282463
bo_long_fail_trend,bars_since_rsi_up,3,187,184,93,0.5054347826086957,2.0,-0.0007366615636430623
bo_long_fail_trend,bars_since_rsi_up,4,333,325,190,0.5846153846153846,3.0,0.022653010001272584
bo_long_fail_trend,bars_since_rsi_up,5,120,119,62,0.5210084033613446,5.0,0.002884835657044803
bo_long_fail_trend,bars_since_oversold,1,459,458,266,0.5807860262008734,30.0,0.020176437370061705
bo_long_fail_trend,bars_since_oversold,2,166,166,85,0.5120481927710844,78.0,-0.0017385858060967824
bo_long_fail_trend,bars_since_oversold,3,180,163,90,0.5521472392638037,124.0,0.008652394842748302
bo_long_fail_trend,bars_since_oversold,4,113,112,64,0.5714285714285714,205.0,0.012101852069690775
bo_long_fail_trend,bars_since_oversold,5,72,72,45,0.625,421.5,0.026704845118103126
bo_long_fail_trend,bars_since_squeeze,1,261,257,154,0.5992217898832685,0.0,0.02028758871935061
bo_long_fail_trend,bars_since_squeeze,2,217,213,119,0.5586854460093896,2.0,0.004697237047819242
bo_long_fail_trend,bars_since_squeeze,3,170,163,91,0.558282208588957,11.0,0.026625155320020983
bo_long_fail_trend,bars_since_squeeze,4,151,147,83,0.564625850340136,23.0,0.019714333563873674
bo_long_fail_trend,bars_since_squeeze,5,192,192,102,0.53125,43.0,-0.0022763673115048493
bo_long_fail_volume,rsi,1,156,152,87,0.5723684210526315,60.74102024424833,-0.00017488461787987169
bo_long_fail_volume,rsi,2,106,104,55,0.5288461538461539,66.75274585096021,-0.0012053471823571516
bo_long_fail_volume,rsi,3,129,127,75,0.5905511811023622,70.14528262562767,0.010278868851040863
bo_long_fail_volume,rsi,4,133,132,55,0.4166666666666667,73.65338162564288,-0.009199589984966672
bo_long_fail_volume,rsi,5,57,57,22,0.38596491228070173,79.00932026620875,-0.013351640804706326
bo_long_fail_volume,rsi_distance_from_avg,1,176,176,83,0.4715909090909091,2.2598227045434456,-0.002464993516626234
bo_long_fail_volume,rsi_distance_from_avg,2,172,170,82,0.4823529411764706,4.701217709315422,-0.009080673692823352
bo_long_fail_volume,rsi_distance_from_avg,3,99,97,55,0.5670103092783505,6.735920354216134,-0.0037663655013608567
bo_long_fail_volume,rsi_distance_from_avg,4,81,79,45,0.569620253164557,9.335836419051006,0.008686590904871368
bo_long_fail_volume,rsi_distance_from_avg,5,53,50,29,0.58,13.448575980905233,0.016694770603375923
bo_long_fail_volume,htf_adx,1,96,91,58,0.6373626373626373,19.74987380691382,0.009711303334427348
bo_long_fail_volume,htf_adx,2,105,103,47,0.4563106796116505,24.185023723688225,-0.0030905847341495215
bo_long_fail_volume,htf_adx,3,111,109,54,0.4954128440366973,29.586448256487166,0.0023794770080092058
bo_long_fail_volume,htf_adx,4,135,135,73,0.5407407407407407,37.45355842432973,-0.001408258756367232
bo_long_fail_volume,htf_adx,5,134,134,62,0.4626865671641791,46.39795588798462,-0.010869836315399038
bo_long_fail_volume,adx_margin,1,96,91,58,0.6373626373626373,1.7498738069138167,0.009711303334427348
bo_long_fail_volume,adx_margin,2,105,103,47,0.4563106796116505,6.185023723688225,-0.0030905847341495215
bo_long_fail_volume,adx_margin,3,111,109,54,0.4954128440366973,11.586448256487166,0.0023794770080092058
bo_long_fail_volume,adx_margin,4,135,135,73,0.5407407407407407,19.453558424329728,-0.001408258756367232
bo_long_fail_volume,adx_margin,5,134,134,62,0.4626865671641791,28.39795588798462,-0.010869836315399038
bo_long_fail_volume,ema_spread_pct,1,107,103,51,0.49514563106796117,2.2399788101898945,0.002320932314467057
bo_long_fail_volume,ema_spread_pct,2,97,96,58,0.6041666666666666,6.303502072218819,0.0011520505036881543
bo_long_fail_volume,ema_spread_pct,3,141,139,72,0.5179856115107914,9.512947233427703,-0.0016882794355136703
bo_long_fail_volume,ema_spread_pct,4,121,121,61,0.5041322314049587,14.125958514576242,-0.0068827201632761905
bo_long_fail_volume,ema_spread_pct,5,115,113,52,0.46017699115044247,22.020402656327516,-0.0009211019835035955
bo_long_fail_volume,atr_pct,1,151,148,79,0.5337837837837838,1.483242310580563,0.00024902217523193
bo_long_fail_volume,atr_pct,2,116,114,51,0.4473684210526316,1.9564576672565979,-0.003635478913173408
bo_long_fail_volume,atr_pct,3,112,110,56,0.509090909090909,2.3281588816466456,-0.003386918654295402
bo_long_fail_volume,atr_pct,4,121,121,66,0.5454545454545454,2.9169606675665674,0.0030384694266129986
bo_long_fail_volume,atr_pct,5,81,79,42,0.5316455696202531,4.338249366053114,-0.005562228647655589
bo_long_fail_volume,candle_range_atr,1,290,287,142,0.49477351916376305,0.6968923680483877,-0.0031662051276752597
bo_long_fail_volume,candle_range_atr,2,146,144,81,0.5625,0.9313737984501083,0.004536286488312353
bo_long_fail_volume,candle_range_atr,3,90,86,43,0.5,1.1137942281562285,-0.0039894655100073655
bo_long_fail_volume,candle_range_atr,4,38,38,19,0.5,1.309627615434385,-0.008081355696241065
bo_long_fail_volume,candle_range_atr,5,17,17,9,0.5294117647058824,1.5600416615130996,0.004926443468179942
bo_long_fail_volume,volume_ratio,1,581,572,294,0.513986013986014,0.8429723754285459,-0.0014369084417562162
bo_long_fail_volume,volume_ratio,2,0,0,0,,,
bo_long_fail_volume,volume_ratio,3,0,0,0,,,
bo_long_fail_volume,volume_ratio,4,0,0,0,,,
bo_long_fail_volume,volume_ratio,5,0,0,0,,,
bo_long_fail_volume,distance_to_breakout_atr,1,18,18,11,0.6111111111111112,-0.9791976188691973,0.007871647382388899
bo_long_fail_volume,distance_to_breakout_atr,2,65,63,27,0.42857142857142855,-0.6442134921802368,-0.00493948640184808
bo_long_fail_volume,distance_to_breakout_atr,3,127,124,68,0.5483870967741935,-0.40913490706877137,0.0012777621372532817
bo_long_fail_volume,distance_to_breakout_atr,4,163,161,80,0.4968944099378882,-0.22697087774326455,0.00021093155236991563
bo_long_fail_volume,distance_to_breakout_atr,5,208,206,108,0.5242718446601942,-0.07672645393605798,-0.004101049141757721
bo_long_fail_volume,bb_width,1,115,112,58,0.5178571428571429,0.061846190554769885,-0.004505601736648472
bo_long_fail_volume,bb_width,2,129,128,67,0.5234375,0.09285139561812267,-0.004189484026577556
bo_long_fail_volume,bb_width,3,112,109,51,0.46788990825688076,0.12309738757120826,-0.005179651508972651
bo_long_fail_volume,bb_width,4,127,126,74,0.5873015873015873,0.17523210675731618,0.009443929778810539
bo_long_fail_volume,bb_width,5,98,97,44,0.4536082474226804,0.2664432321951296,-0.004189519757011425
bo_long_fail_volume,distance_to_squeeze_pct,1,108,108,60,0.5555555555555556,-31.79790916722488,0.003222005852061629
bo_long_fail_volume,distance_to_squeeze_pct,2,129,123,67,0.5447154471544715,-0.4158330759200801,-0.00919839461852292
bo_long_fail_volume,distance_to_squeeze_pct,3,106,104,52,0.5,37.1159677608607,0.007778197595890734
bo_long_fail_volume,distance_to_squeeze_pct,4,129,128,59,0.4609375,65.39674282877768,-0.007719889602777281
bo_long_fail_volume,distance_to_squeeze_pct,5,98,98,52,0.5306122448979592,127.0423488042117,0.004286196752968225
bo_long_fail_volume,distance_to_upper_band_atr,1,16,16,11,0.6875,-0.6011468227934402,0.0024749790487527193
bo_long_fail_volume,distance_to_upper_band_atr,2,55,54,26,0.48148148148148145,-0.32271552826912536,0.006821453553730383
bo_long_fail_volume,distance_to_upper_band_atr,3,94,91,47,0.5164835164835165,0.0034867182199804416,-0.013068607879888476
bo_long_fail_volume,distance_to_upper_band_atr,4,165,162,83,0.5123456790123457,0.315333214164938,-0.0034952223703314613
bo_long_fail_volume,distance_to_upper_band_atr,5,251,249,127,0.5100401606425703,0.9862885966847705,0.0021108415891466195
bo_long_fail_volume,bars_since_rsi_up,1,121,121,64,0.5289256198347108,0.0,-0.00260206612806691
bo_long_fail_volume,bars_since_rsi_up,2,127,127,59,0.4645669291338583,1.0,-0.005109752344967583
bo_long_fail_volume,bars_since_rsi_up,3,110,107,52,0.48598130841121495,2.0,-0.0010193760572009248
bo_long_fail_volume,bars_since_rsi_up,4,163,158,85,0.5379746835443038,3.0,0.003263050434732728
bo_long_fail_volume,bars_since_rsi_up,5,60,59,34,0.576271186440678,5.0,-0.004484945931268622
bo_long_fail_volume,bars_since_oversold,1,104,102,53,0.5196078431372549,34.0,-0.0033717162070247856
bo_long_fail_volume,bars_since_oversold,2,112,112,64,0.5714285714285714,77.5,0.003719574167123575
bo_long_fail_volume,bars_since_oversold,3,110,105,67,0.638095238095238,124.0,0.01161976908757681
bo_long_fail_volume,bars_since_oversold,4,99,99,37,0.37373737373737376,209.0,-0.015396736816509963
bo_long_fail_volume,bars_since_oversold,5,122,120,63,0.525,426.0,0.003653662172309454
bo_long_fail_volume,bars_since_squeeze,1,175,170,95,0.5588235294117647,0.0,-0.003287502672099485
bo_long_fail_volume,bars_since_squeeze,2,29,27,16,0.5925925925925926,2.0,-0.0018241245857209603
bo_long_fail_volume,bars_since_squeeze,3,122,122,75,0.6147540983606558,12.0,0.016006902052836978
bo_long_fail_volume,bars_since_squeeze,4,121,121,60,0.49586776859504134,21.0,-0.00206530003644519
bo_long_fail_volume,bars_since_squeeze,5,113,111,44,0.3963963963963964,41.0,-0.010082747546060504
long_fail_candle,rsi,1,6,6,2,0.3333333333333333,63.22219044862138,-0.005932064526908883
long_fail_candle,rsi,2,7,7,6,0.8571428571428571,67.35617892056999,0.06520255503565146
long_fail_candle,rsi,3,6,6,6,1.0,69.3385785026118,0.09333827478334104
long_fail_candle,rsi,4,13,13,8,0.6153846153846154,74.10407375935763,0.006454324260491076
long_fail_candle,rsi,5,21,20,12,0.6,80.16478850818987,0.05635931518318808
long_fail_candle,rsi_distance_from_avg,1,10,10,8,0.8,1.893477548018133,0.02404781024892849
long_fail_candle,rsi_distance_from_avg,2,6,6,2,0.3333333333333333,4.667169278066581,0.05936775692052065
long_fail_candle,rsi_distance_from_avg,3,4,4,3,0.75,6.6787336712971666,0.04788015160264911
long_fail_candle,rsi_distance_from_avg,4,7,7,5,0.7142857142857143,9.297491032684931,0.03989302948608188
long_fail_candle,rsi_distance_from_avg,5,26,25,16,0.64,14.8508373757779,0.04497964836050882
long_fail_candle,htf_adx,1,13,13,9,0.6923076923076923,19.077103786396883,0.013702322958497356
long_fail_candle,htf_adx,2,6,5,3,0.6,24.715433210444985,0.003198925566950961
long_fail_candle,htf_adx,3,14,14,11,0.7857142857142857,28.52985759288069,0.11388319864046689
long_fail_candle,htf_adx,4,11,11,5,0.45454545454545453,34.76189676723958,0.03189280478239754
long_fail_candle,htf_adx,5,9,9,6,0.6666666666666666,46.2765892748285,0.0058485784411298975
long_fail_candle,adx_margin,1,13,13,9,0.6923076923076923,1.0771037863968829,0.013702322958497356
long_fail_candle,adx_margin,2,6,5,3,0.6,6.715433210444987,0.003198925566950961
long_fail_candle,adx_margin,3,14,14,11,0.7857142857142857,10.529857592880688,0.11388319864046689
long_fail_candle,adx_margin,4,11,11,5,0.45454545454545453,16.761896767239577,0.03189280478239754
long_fail_candle,adx_margin,5,9,9,6,0.6666666666666666,28.276589274828503,0.0058485784411298975
long_fail_candle,ema_spread_pct,1,9,9,7,0.7777777777777778,2.762202255056513,0.007146112764045198
long_fail_candle,ema_spread_pct,2,13,13,8,0.6153846153846154,6.27355583397971,0.017283231036316724
long_fail_candle,ema_spread_pct,3,12,12,7,0.5833333333333334,9.791878769170687,0.02991792171921276
