filter,horizon,a_observations,a_complete,a_censored,a_symbols,a_years,a_mean,a_median,a_q10,a_q90,a_positive,a_negative,a_positive_rate,a_trimmed_mean,a_mean_mfe,a_median_mfe,a_mean_mae,a_median_mae,a_mean_without_top_1,a_mean_without_bottom_1,a_top_1_influence,a_mean_without_top_3,a_mean_without_bottom_3,a_top_3_influence,a_mean_without_top_5,a_mean_without_bottom_5,a_top_5_influence,a_target_3_stop_2_resolved,a_target_3_stop_2_target_before_stop_count,a_target_3_stop_2_stop_before_target_count,a_target_3_stop_2_neither_count,a_target_3_stop_2_ambiguous_count,a_target_3_stop_2_censored_count,a_target_3_stop_2_rate,a_target_5_stop_3_resolved,a_target_5_stop_3_target_before_stop_count,a_target_5_stop_3_stop_before_target_count,a_target_5_stop_3_neither_count,a_target_5_stop_3_ambiguous_count,a_target_5_stop_3_censored_count,a_target_5_stop_3_rate,b_observations,b_complete,b_censored,b_symbols,b_years,b_mean,b_median,b_q10,b_q90,b_positive,b_negative,b_positive_rate,b_trimmed_mean,b_mean_mfe,b_median_mfe,b_mean_mae,b_median_mae,b_mean_without_top_1,b_mean_without_bottom_1,b_top_1_influence,b_mean_without_top_3,b_mean_without_bottom_3,b_top_3_influence,b_mean_without_top_5,b_mean_without_bottom_5,b_top_5_influence,b_target_3_stop_2_resolved,b_target_3_stop_2_target_before_stop_count,b_target_3_stop_2_stop_before_target_count,b_target_3_stop_2_neither_count,b_target_3_stop_2_ambiguous_count,b_target_3_stop_2_censored_count,b_target_3_stop_2_rate,b_target_5_stop_3_resolved,b_target_5_stop_3_target_before_stop_count,b_target_5_stop_3_stop_before_target_count,b_target_5_stop_3_neither_count,b_target_5_stop_3_ambiguous_count,b_target_5_stop_3_censored_count,b_target_5_stop_3_rate,delta_mean,delta_median,delta_trimmed,delta_positive_rate,delta_without_winner_top_1,delta_without_winner_top_3,delta_without_winner_top_5,informative_years,year_agreement,one_year_dependent,informative_symbols,symbol_agreement,one_symbol_dependent,tail_dependent,low_sample
bo_long_fail_trend,1,797,792,5,50,5,0.0004915627060500641,0.0017986944848653597,-0.023516325319748864,0.02394755672952526,426,364,0.5378787878787878,0.0005957634249210658,0.015351614108355371,0.011212810526258221,-0.01341568876289496,-0.009761253288723126,0.00024236548200365251,0.0006358559078459354,0.00024919722404641157,-2.473752835581108e-05,0.0008757043265785336,0.0005163002344058752,-0.00022928462691712749,0.0010787319443155232,0.0007208473329671915,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,1026,1025,1,50,5,0.0012539396524819388,0.00021040238713987414,-0.029726352317310134,0.03507626005480731,516,507,0.5034146341463415,0.0006060191048354017,0.018267688474181382,0.01226386603572216,-0.01580426283046983,-0.011764748508727219,0.001020908072009729,0.00141396325381918,0.00023303158047220988,0.0006951939273028699,0.0016288394116296286,0.000558745725179069,0.00038696640859557993,0.0018344535539387967,0.0008669732438863589,1001,431,568,2,21,4,0.4305694305694306,1015,418,580,17,0,11,0.41182266009852214,0.0007623769464318748,-0.0015882920977254855,1.0255679914335908e-05,-0.03446415373244638,0.0005293453659596649,0.0002036312212528058,-0.00010459629745448415,5,0.8,False,47,0.6170212765957447,False,True,False
bo_long_fail_trend,3,797,787,10,50,5,0.0027678637122094734,0.0020756519846010235,-0.04159017882410456,0.045478656956431565,419,368,0.5324015247776366,0.002207569263506317,0.029620438860333,0.01995510408822554,-0.02552608636532565,-0.018587688297680094,0.0024238361649222984,0.0030456878195019607,0.000344027547287175,0.0018739573338966981,0.0034539684837964577,0.0008939063783127753,0.0014209521054769378,0.00384388417792741,0.0013469116067325356,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,1026,1023,3,50,5,0.0011697416086377704,0.003469007962869197,-0.05227152846875689,0.0513780321649762,556,466,0.5434995112414467,0.0018127775693622561,0.03361730054844144,0.02403669729290625,-0.030852043406491968,-0.02073020057612318,0.0009625019359472736,0.0014458537464387157,0.00020723967269049674,0.0005690738364140529,0.0018564023106386973,0.0006006677722237174,0.00021722695187344917,0.00224156953110167,0.0009525146567643212,1001,431,568,2,21,4,0.4305694305694306,1015,418,580,17,0,11,0.41182266009852214,-0.001598122103571703,0.0013933559782681737,-0.00039479169414406083,0.011097986463810106,-0.001254094556284528,-0.0007042157252589278,-0.00025121049683916744,5,0.4,True,47,0.5106382978723404,False,False,False
bo_long_fail_trend,5,797,787,10,50,5,0.0039660712373217385,0.002829064240385426,-0.05255271417017819,0.06246183183067176,420,367,0.5336721728081322,0.003403032939049235,0.039857683690405335,0.027240893242112874,-0.03326096654006544,-0.023332666962516457,0.0036211886181136375,0.004375371243099715,0.00034488261920810094,0.0029586362993287534,0.004974153137378508,0.0010074349379929851,0.0024129145024498738,0.005481808964490846,0.0015531567348718647,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,1026,1018,8,50,5,0.003539093428267089,0.005246875968390907,-0.07173524853178555,0.06693268462972916,562,455,0.5520628683693517,0.003377345819519152,0.04601756938983533,0.03176881618107641,-0.040536745314878476,-0.027266159709556592,0.0031444345100440077,0.0037878382856128172,0.0003946589182230813,0.0025310384867165336,0.004247211072597518,0.0010080549415505554,0.0020060786795967505,0.004671618515266764,0.0015330147486703385,1001,431,568,2,21,4,0.4305694305694306,1015,418,580,17,0,11,0.41182266009852214,-0.0004269778090546495,0.002417811728005481,-2.5687119530082812e-05,0.018390695561219528,-8.209518984654855e-05,0.0005804571289383356,0.0011261789258172152,5,0.2,True,47,0.46808510638297873,True,True,False
bo_long_fail_trend,10,797,780,17,50,5,0.01003170467037827,0.007929047735946604,-0.07357158496175933,0.08378106362285871,447,333,0.573076923076923,0.007812175536514078,0.058853989405082095,0.039463227416669744,-0.046079684451275846,-0.031614682933610416,0.009357050870797004,0.010497008360394341,0.0006746537995812648,0.008190429264475255,0.011232050129400623,0.0018412754059030142,0.007286930369309474,0.01186060906036595,0.002744774301068795,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,1026,1007,19,50,5,0.013683947538488212,0.010006974801620494,-0.09531497431413802,0.11127221463430177,566,440,0.5620655412115194,0.010834045856508242,0.07206453722411267,0.04934486099418911,-0.056062076944331816,-0.03932583847670057,0.013221282922319893,0.014018343302460125,0.0004626646161683193,0.0123497118716163,0.014584924504776586,0.0013342356668719132,0.01160832567027426,0.01511376295631729,0.002075621868213952,1001,431,568,2,21,4,0.4305694305694306,1015,418,580,17,0,11,0.41182266009852214,0.0036522428681099433,0.00207792706567389,0.0030218703199941634,-0.011011381865403624,0.003189578251941624,0.00231800720123803,0.0015766209998959915,5,0.6,True,47,0.6808510638297872,False,False,False
bo_long_fail_trend,20,797,773,24,49,5,0.020033626751504642,0.018039615449802815,-0.09879159875238146,0.1415768243134026,447,326,0.5782664941785253,0.01464414338461434,0.08776608238451256,0.060987302883824146,-0.0647831770784946,-0.04560879109500193,0.018598299120265338,0.020558220755578165,0.001435327631239304,0.016454805218206258,0.021567485087080004,0.003578821533298384,0.015175811346050514,0.022539309446350478,0.004857815405454128,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,1026,995,31,50,5,0.018672613775702573,0.0068303528882642794,-0.12676044110546528,0.15672683346337005,519,476,0.521608040201005,0.010855878647540868,0.10611802819894388,0.06959960264254139,-0.08005586007544883,-0.0583401082262367,0.017523649969079992,0.019115797622803632,0.0011489638066225806,0.016013704927715852,0.019887270693350282,0.0026589088479867205,0.014854635812711781,0.020530331657738966,0.0038179779629907915,1001,431,568,2,21,4,0.4305694305694306,1015,418,580,17,0,11,0.41182266009852214,-0.0013610129758020693,-0.011209262561538536,-0.003788264737073473,-0.05665845397752023,7.431465543723467e-05,0.0022178085574963147,0.003496802429652059,5,0.4,True,47,0.48936170212765956,True,True,False
bo_long_fail_price,1,797,792,5,50,5,0.0004915627060500641,0.0017986944848653597,-0.023516325319748864,0.02394755672952526,426,364,0.5378787878787878,0.0005957634249210658,0.015351614108355371,0.011212810526258221,-0.01341568876289496,-0.009761253288723126,0.00024236548200365251,0.0006358559078459354,0.00024919722404641157,-2.473752835581108e-05,0.0008757043265785336,0.0005163002344058752,-0.00022928462691712749,0.0010787319443155232,0.0007208473329671915,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,3044,3037,7,50,5,0.0008100356278690546,0.001033949351272323,-0.028592006939444838,0.030344880404296982,1607,1422,0.529140599275601,0.0008536643561218635,0.016559007341880344,0.012189484116307492,-0.015609322906920475,-0.01073017621862482,0.000652562386851824,0.0008873570611491697,0.00015747324101723058,0.0004316543827724612,0.0010196220446696668,0.00037838124509659337,0.0002939065383209257,0.0011485602254868135,0.0005161290895481288,2947,1316,1625,6,76,21,0.44655581947743467,2989,1215,1653,121,20,35,0.4064904650384744,0.0003184729218189905,-0.0007647451335930366,0.0002579009312007977,-0.00873818860318687,0.0001609996808017599,-5.9908323277602885e-05,-0.0001976561677291384,5,0.6,False,47,0.46808510638297873,False,True,False
bo_long_fail_price,3,797,787,10,50,5,0.0027678637122094734,0.0020756519846010235,-0.04159017882410456,0.045478656956431565,419,368,0.5324015247776366,0.002207569263506317,0.029620438860333,0.01995510408822554,-0.02552608636532565,-0.018587688297680094,0.0024238361649222984,0.0030456878195019607,0.000344027547287175,0.0018739573338966981,0.0034539684837964577,0.0008939063783127753,0.0014209521054769378,0.00384388417792741,0.0013469116067325356,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,3044,3028,16,50,5,0.0036273908861687377,0.00281082302530522,-0.04850137874443511,0.055622639096032316,1633,1392,0.5392998678996037,0.002925380092017682,0.03258208089106153,0.023207450252372697,-0.02910878301889495,-0.019718403840466747,0.0033198928114839196,0.003718270970002917,0.000307498074684818,0.002947529255140666,0.003898131813070235,0.0006798616310280717,0.0026971874983997284,0.004054334573042331,0.0009302033877690093,2947,1316,1625,6,76,21,0.44655581947743467,2989,1215,1653,121,20,35,0.4064904650384744,0.0008595271739592642,0.0007351710407041967,0.0007178108285113651,0.006898343121967132,0.0005520290992744462,0.00017966554293119249,-7.067621380974507e-05,5,0.6,True,47,0.5531914893617021,False,True,False
bo_long_fail_price,5,797,787,10,50,5,0.0039660712373217385,0.002829064240385426,-0.05255271417017819,0.06246183183067176,420,367,0.5336721728081322,0.003403032939049235,0.039857683690405335,0.027240893242112874,-0.03326096654006544,-0.023332666962516457,0.0036211886181136375,0.004375371243099715,0.00034488261920810094,0.0029586362993287534,0.004974153137378508,0.0010074349379929851,0.0024129145024498738,0.005481808964490846,0.0015531567348718647,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,3044,3017,27,50,5,0.008137537702100711,0.0045011710518185755,-0.05893950168658097,0.07682193325360168,1631,1384,0.5406032482598608,0.005799922338608072,0.04447291868005456,0.03027698292664982,-0.03694967506285775,-0.025916224827725376,0.007797674446712361,0.008236232626146756,0.00033986325538835037,0.0073434224319241246,0.008417167711320015,0.0007941152701765866,0.006975865115095556,0.0085803187962985,0.0011616725870051553,2947,1316,1625,6,76,21,0.44655581947743467,2989,1215,1653,121,20,35,0.4064904650384744,0.004171466464778973,0.0016721068114331494,0.002396889399558837,0.006931075451728663,0.0038316032093906223,0.003377351194602386,0.0030097938777738174,5,1.0,False,47,0.6170212765957447,False,False,False
bo_long_fail_price,10,797,780,17,50,5,0.01003170467037827,0.007929047735946604,-0.07357158496175933,0.08378106362285871,447,333,0.573076923076923,0.007812175536514078,0.058853989405082095,0.039463227416669744,-0.046079684451275846,-0.031614682933610416,0.009357050870797004,0.010497008360394341,0.0006746537995812648,0.008190429264475255,0.011232050129400623,0.0018412754059030142,0.007286930369309474,0.01186060906036595,0.002744774301068795,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,3044,2992,52,50,5,0.017601404151639927,0.012199719932918573,-0.07462929507227889,0.11373557730959542,1705,1285,0.5698529411764706,0.013782690416327733,0.06717664326947424,0.04673875623847823,-0.04990469178959701,-0.03567026722336697,0.017357546322992343,0.017717379892732355,0.00024385782864758468,0.016913106666018158,0.01794333752329427,0.0006882974856217694,0.016478853874567417,0.018157160332167074,0.0011225502770725107,2947,1316,1625,6,76,21,0.44655581947743467,2989,1215,1653,121,20,35,0.4064904650384744,0.007569699481261658,0.00427067219697197,0.005970514879813655,-0.0032239819004524772,0.0073258416526140735,0.006881401995639889,0.0064471492041891475,5,1.0,False,47,0.6170212765957447,False,False,False
bo_long_fail_price,20,797,773,24,49,5,0.020033626751504642,0.018039615449802815,-0.09879159875238146,0.1415768243134026,447,326,0.5782664941785253,0.01464414338461434,0.08776608238451256,0.060987302883824146,-0.0647831770784946,-0.04560879109500193,0.018598299120265338,0.020558220755578165,0.001435327631239304,0.016454805218206258,0.021567485087080004,0.003578821533298384,0.015175811346050514,0.022539309446350478,0.004857815405454128,768,353,410,5,18,11,0.4596354166666667,781,318,422,41,3,13,0.40717029449423814,3044,2958,86,50,5,0.024094449407216237,0.018560487097812106,-0.10453462760663171,0.1475125771753817,1723,1234,0.5824881676808654,0.019934615848970046,0.09695550575983879,0.07026506804255062,-0.07109062522344065,-0.049866901361555804,0.02371154901380474,0.024240016039018285,0.00038290039341149634,0.023012400696307857,0.024505379495035267,0.0010820487109083794,0.02244996502207856,0.024757393343283755,0.0016444843851376768,2947,1316,1625,6,76,21,0.44655581947743467,2989,1215,1653,121,20,35,0.4064904650384744,0.004060822655711595,0.0005208716480092912,0.005290472464355706,0.004221673502340151,0.0036779222623000984,0.0029787739448032154,0.002416338270573918,5,0.8,True,47,0.574468085106383,False,False,False
