feature,bin,outcome_view,eligible,poor,poor_rate,all_approved_poor_rate,enrichment
rsi,1,negative_return_5,160,72,0.45,0.4663278271918678,0.9649863760217985
rsi,1,negative_return_20,154,66,0.42857142857142855,0.4217335058214748,1.016213847502191
rsi,1,stop_before_target_3_2,156,85,0.5448717948717948,0.5338541666666666,1.020637898686679
rsi,2,negative_return_5,155,68,0.43870967741935485,0.4663278271918678,0.9407752483079899
rsi,2,negative_return_20,154,50,0.3246753246753247,0.4217335058214748,0.7698589753804478
rsi,2,stop_before_target_3_2,153,76,0.49673202614379086,0.5338541666666666,0.9304638928742229
rsi,3,negative_return_5,155,78,0.5032258064516129,0.4663278271918678,1.079124549529753
rsi,3,negative_return_20,152,71,0.46710526315789475,0.4217335058214748,1.1075839522118178
rsi,3,stop_before_target_3_2,152,78,0.5131578947368421,0.5338541666666666,0.9612323491655971
rsi,4,negative_return_5,158,74,0.46835443037974683,0.4663278271918678,1.0043458765909012
rsi,4,negative_return_20,155,69,0.44516129032258067,0.4217335058214748,1.0555511577280823
rsi,4,stop_before_target_3_2,152,82,0.5394736842105263,0.5338541666666666,1.0105263157894737
rsi,5,negative_return_5,159,75,0.4716981132075472,0.4663278271918678,1.0115161174232687
rsi,5,negative_return_20,158,70,0.4430379746835443,0.4217335058214748,1.0505164246330667
rsi,5,stop_before_target_3_2,155,89,0.5741935483870968,0.5338541666666666,1.075562549173879
rsi_distance_from_avg,1,negative_return_5,159,72,0.4528301886792453,0.4663278271918678,0.9710554727263381
rsi_distance_from_avg,1,negative_return_20,158,65,0.41139240506329117,0.4217335058214748,0.9754795371592763
rsi_distance_from_avg,1,stop_before_target_3_2,155,84,0.5419354838709678,0.5338541666666666,1.0151376868607398
rsi_distance_from_avg,2,negative_return_5,159,79,0.4968553459119497,0.4663278271918678,1.0654636436858431
rsi_distance_from_avg,2,negative_return_20,156,67,0.42948717948717946,0.4217335058214748,1.0183852446122383
rsi_distance_from_avg,2,stop_before_target_3_2,155,83,0.535483870967742,0.5338541666666666,1.0030527143981118
rsi_distance_from_avg,3,negative_return_5,154,74,0.4805194805194805,0.4663278271918678,1.0304327824763793
rsi_distance_from_avg,3,negative_return_20,150,62,0.41333333333333333,0.4217335058214748,0.9800817995910021
rsi_distance_from_avg,3,stop_before_target_3_2,150,82,0.5466666666666666,0.5338541666666666,1.024
rsi_distance_from_avg,4,negative_return_5,156,74,0.47435897435897434,0.4663278271918678,1.017222105777964
rsi_distance_from_avg,4,negative_return_20,155,68,0.43870967741935485,0.4217335058214748,1.040253314862458
rsi_distance_from_avg,4,stop_before_target_3_2,152,83,0.5460526315789473,0.5338541666666666,1.0228498074454428
rsi_distance_from_avg,5,negative_return_5,159,68,0.4276729559748428,0.4663278271918678,0.9171079464637637
rsi_distance_from_avg,5,negative_return_20,154,64,0.4155844155844156,0.4217335058214748,0.9854194884869731
rsi_distance_from_avg,5,stop_before_target_3_2,156,78,0.5,0.5338541666666666,0.9365853658536586
htf_adx,1,negative_return_5,153,70,0.45751633986928103,0.4663278271918678,0.9811045217360332
htf_adx,1,negative_return_20,147,59,0.4013605442176871,0.4217335058214748,0.9516923333750678
htf_adx,1,stop_before_target_3_2,152,83,0.5460526315789473,0.5338541666666666,1.0228498074454428
htf_adx,2,negative_return_5,158,69,0.43670886075949367,0.4663278271918678,0.9364846687131377
htf_adx,2,negative_return_20,156,72,0.46153846153846156,0.4217335058214748,1.0943841434638981
htf_adx,2,stop_before_target_3_2,154,82,0.5324675324675324,0.5338541666666666,0.9974025974025974
htf_adx,3,negative_return_5,158,72,0.45569620253164556,0.4663278271918678,0.9772013934397958
htf_adx,3,negative_return_20,157,58,0.36942675159235666,0.4217335058214748,0.8759720214137782
htf_adx,3,stop_before_target_3_2,153,77,0.5032679738562091,0.5338541666666666,0.9427068388330943
htf_adx,4,negative_return_5,159,80,0.5031446540880503,0.4663278271918678,1.0789505252514866
htf_adx,4,negative_return_20,154,64,0.4155844155844156,0.4217335058214748,0.9854194884869731
htf_adx,4,stop_before_target_3_2,155,84,0.5419354838709678,0.5338541666666666,1.0151376868607398
htf_adx,5,negative_return_5,159,76,0.4779874213836478,0.4663278271918678,1.0250029989889125
htf_adx,5,negative_return_20,159,73,0.4591194968553459,0.4217335058214748,1.0886483775128295
htf_adx,5,stop_before_target_3_2,154,84,0.5454545454545454,0.5338541666666666,1.021729490022173
