feature,bin,horizon,median_feature,observations,complete,censored,symbols,years,mean,median,q10,q90,positive,negative,positive_rate,trimmed_mean,mean_mfe,median_mfe,mean_mae,median_mae,mean_without_top_1,mean_without_bottom_1,top_1_influence,mean_without_top_3,mean_without_bottom_3,top_3_influence,mean_without_top_5,mean_without_bottom_5,top_5_influence,target_3_stop_2_resolved,target_3_stop_2_target_before_stop_count,target_3_stop_2_stop_before_target_count,target_3_stop_2_neither_count,target_3_stop_2_ambiguous_count,target_3_stop_2_censored_count,target_3_stop_2_rate,target_5_stop_3_resolved,target_5_stop_3_target_before_stop_count,target_5_stop_3_stop_before_target_count,target_5_stop_3_neither_count,target_5_stop_3_ambiguous_count,target_5_stop_3_censored_count,target_5_stop_3_rate
rsi,1,1,62.78697140739282,160,160,0,49,5,-0.0019050616280273645,0.0013841171558834908,-0.027828264438122207,0.024963349143260326,83,76,0.51875,0.00019649256738897992,0.014356399388537605,0.011588227798724815,-0.015071318463322042,-0.009656332081332986,-0.0024142282909821993,-0.001366401852644289,0.0005091666629548348,-0.003203743947747726,-0.0003772392870355912,0.0012986823197203615,-0.003793881046088133,0.0005711552745944514,0.0018888194180607686,156,71,85,0,4,0,0.4551282051282051,160,76,79,5,0,0,0.475
rsi,1,3,62.78697140739282,160,160,0,49,5,0.003226811963050801,0.004090319298189926,-0.044340143074892265,0.04556828933888556,93,67,0.58125,0.0029350330273300532,0.028537295395520745,0.020608409882161727,-0.0252477403605341,-0.016715992937839097,0.002067573149855348,0.0039342487581692535,0.0011592388131954532,0.00028716753464887266,0.005247126465670341,0.0029396444284019285,-0.000991183061607434,0.006516460308874894,0.004217995024658235,156,71,85,0,4,0,0.4551282051282051,160,76,79,5,0,0,0.475
rsi,1,5,62.78697140739282,160,160,0,49,5,0.005987179553660579,0.0034152064388295322,-0.05664345788099976,0.0670992438901437,88,72,0.55,0.0048995368873517,0.04066666686850776,0.02903351775388585,-0.03251813950994275,-0.021925348990791016,0.0043290222133013905,0.008023223030753842,0.0016581573403591883,0.001715249120011285,0.00949366704650263,0.004271930433649294,-0.0002776664946528152,0.010928963056176574,0.006264846048313394,156,71,85,0,4,0,0.4551282051282051,160,76,79,5,0,0,0.475
rsi,1,10,62.78697140739282,160,157,3,49,5,0.012868704080604901,0.023849551513021927,-0.06947598081990165,0.07609085346499975,90,67,0.5732484076433121,0.012334506225469766,0.060528852600936114,0.04394622550240146,-0.0435102972657259,-0.030022336995345178,0.010207202709522379,0.015210425708378925,0.0026615013710825225,0.007346930826247613,0.01766797584896825,0.0055217732543572885,0.005000265861027945,0.0196435352191681,0.007868438219576956,156,71,85,0,4,0,0.4551282051282051,160,76,79,5,0,0,0.475
rsi,1,20,62.78697140739282,160,154,6,48,5,0.020475573398246658,0.01865646536851151,-0.09677324060761473,0.11641530972922379,88,66,0.5714285714285714,0.016054272360719386,0.08668685580488757,0.06908399753995909,-0.06236027956065061,-0.04494415545179814,0.013236155197789118,0.02289303723688419,0.00723941820045754,0.00971480962584619,0.02745646910893841,0.010760763772400468,0.00668124338045839,0.03055633927696464,0.013794330017788268,156,71,85,0,4,0,0.4551282051282051,160,76,79,5,0,0,0.475
rsi,2,1,66.90786087224345,159,157,2,46,5,0.002211965868951074,0.0019092830540008432,-0.020056284729189654,0.020375515994298238,89,68,0.5668789808917197,0.0010813450461649205,0.01537895168734512,0.01114506269475446,-0.011583801027303511,-0.009182802023824155,0.0014396881105406879,0.0026468388197881743,0.0007722777584103862,0.0005958798704158805,0.0033634418191717387,0.0016160859985351935,-6.875581843636913e-05,0.003908304253564247,0.0022807216873874433,153,77,76,0,1,5,0.5032679738562091,154,74,75,5,0,5,0.4805194805194805
rsi,2,3,66.90786087224345,159,155,4,45,5,0.008336018217128678,0.005843659188194517,-0.03484256849100138,0.04509059670909532,90,65,0.5806451612903226,0.00431262148352424,0.030599831118606303,0.018443977771110953,-0.02101398089321562,-0.016742050549778953,0.006616294206331263,0.008999339619045449,0.0017197240107974156,0.00411545956735874,0.009870687080037957,0.0042205586497699385,0.0027516832918509327,0.010644273919615227,0.005584334925277746,153,77,76,0,1,5,0.5032679738562091,154,74,75,5,0,5,0.4805194805194805
rsi,2,5,66.90786087224345,159,155,4,45,5,0.008636715793751294,0.0066694682924932636,-0.04982251078337811,0.06366548838163334,87,68,0.5612903225806452,0.008234302705960823,0.040527345117759836,0.026136258521719302,-0.028516968794566364,-0.02024274140601845,0.006906799598029613,0.009964330608965134,0.0017299161957216808,0.0049511746231907855,0.011466719404474333,0.003685541170560508,0.003664498716704836,0.01288777428921351,0.004972217077046457,153,77,76,0,1,5,0.5032679738562091,154,74,75,5,0,5,0.4805194805194805
rsi,2,10,66.90786087224345,159,154,5,45,5,0.01559447350561459,0.01558768635745933,-0.06670331183062352,0.08342784052513291,100,54,0.6493506493506493,0.013715884879838276,0.059784788669183866,0.03925034789374893,-0.039547940737940136,-0.02585919319833152,0.013618963687420363,0.01717814656796437,0.001975509818194226,0.010270186330271288,0.01937063791868932,0.005324287175343301,0.007768114670599757,0.021239886297295795,0.007826358835014834,153,77,76,0,1,5,0.5032679738562091,154,74,75,5,0,5,0.4805194805194805
rsi,2,20,66.90786087224345,159,154,5,45,5,0.03116299713709075,0.033038407482200105,-0.08388532478747764,0.14141791590082087,104,50,0.6753246753246753,0.028146607204361955,0.08723806252197559,0.0667938570856188,-0.05569881316047403,-0.03650737844543889,0.028664842687474316,0.03329365627211852,0.0024981544496164333,0.023938025476373533,0.037108738886100785,0.007224971660717217,0.02020294964366044,0.039776790008497986,0.010960047493430311,153,77,76,0,1,5,0.5032679738562091,154,74,75,5,0,5,0.4805194805194805
