direction,module,opportunity_events,converted_events,censored_events,eligible_events,eligible_converted_events,conversion_rate,median_bars_to_conversion,mean_bars_to_conversion,eligible_events_1,converted_events_within_1,conversion_rate_within_1,eligible_events_3,converted_events_within_3,conversion_rate_within_3,eligible_events_5,converted_events_within_5,conversion_rate_within_5,scope
Long,Breakout,3522,652,35,3480,645,18.53448275862069,1.0,2.1104294478527605,3512,342,9.738041002277905,3496,512,14.645308924485127,3480,645,18.53448275862069,existing module events including overlap; not pure signals
